work_area,station,latitude,longitude,time,bottom_date_time,depth,temperature,salinity,dissolved_oxygen_ml_l
,,degrees_north,degrees_east,UTC,UTC,m,degree_Celsius,PSU,mL L-1
CALVERT,KFPC06,51.811267,-128.233617,2017-09-03T16:31:57Z,2017-09-03T16:35:12Z,1.965,14.8221,28.7171,6.4408
CALVERT,KFPC06,51.811267,-128.233617,2017-09-03T16:44:27Z,2017-09-03T16:44:44Z,2.023,14.7681,28.7365,6.4058
CALVERT,KFPC06,51.811267,-128.233617,2017-09-28T16:18:39Z,2017-09-28T16:20:22Z,1.899,13.0414,29.4625,6.0977
CALVERT,KFPC06,51.811267,-128.233617,2017-09-28T16:27:47Z,2017-09-28T16:28:10Z,1.953,13.0391,29.4753,6.0742
CALVERT,KFPC06,51.811267,-128.233617,2018-04-02T16:34:25Z,2018-04-02T16:34:41Z,1.957,,,
CALVERT,KFPC06,51.811267,-128.233617,2018-04-02T16:41:39Z,2018-04-02T16:42:53Z,1.984,7.3533,30.9512,6.9156
CALVERT,KFPC06,51.811267,-128.233617,2018-05-01T16:35:07Z,2018-05-01T16:38:00Z,1.943,9.3211,31.1257,8.2701
CALVERT,KFPC06,51.811267,-128.233617,2018-05-29T17:00:58Z,2018-05-29T17:01:25Z,2.027,11.9234,30.5871,6.9883
CALVERT,KFPC06,51.811267,-128.233617,2018-06-22T16:29:06Z,2018-06-22T16:30:48Z,2.005,13.2316,30.4483,7.3698
CALVERT,KFPC06,51.811267,-128.233617,2018-06-22T16:34:34Z,2018-06-22T16:34:53Z,1.994,13.1984,30.291,7.5779
CALVERT,KFPC06,51.811267,-128.233617,2018-07-18T17:51:25Z,2018-07-18T17:51:38Z,1.987,13.3347,31.2577,7.4057
CALVERT,KFPC06,51.811267,-128.233617,2018-08-29T16:48:15Z,2018-08-29T16:48:30Z,1.975,12.8505,31.2407,6.2046
