Date,Year,Month,WaterYear,TWtrTriquet_bay01_Q_level,TWtrTriquet_bay01_Q_flags,TWtrTriquet_bay01_UNESCO_Q_level,TWtrTriquet_bay01,TWtrTriquet_bay01_Med,TWtrTriquet_bay01_Avg,TWtrTriquet_bay01_Min,TWtrTriquet_bay01_Max
PST,Year,Month,WaterYear,Quality level,Quality flags,UNESCO QC,deg C,deg C,deg C,deg C,deg C
date,Year,Month,WaterYear,NS_Triquet_bay01,NS_Triquet_bay01,NS_Triquet_bay01,NS_Triquet_bay01,NS_Triquet_bay01,NS_Triquet_bay01,NS_Triquet_bay01,NS_Triquet_bay01
date,year,month,waterYear,WaterTemp_QL,WaterTemp_QC,WaterTemp_UQL,WaterTemp,WaterTemp_Med,WaterTemp_Avg,WaterTemp_Min,WaterTemp_Max
2018-08-27,2018,Aug,2017-2018,1,,2,12.534,12.995,13.1943663194444,12.509,13.954
2018-08-28,2018,Aug,2017-2018,1,,2,12.558,12.54,12.5933541666667,12.316,12.992
2018-08-29,2018,Aug,2017-2018,1,,2,12.654,12.627,12.5592708333333,12.243,12.799
2018-08-30,2018,Aug,2017-2018,1,,2,12.413,12.413,12.4430017361111,12.292,12.727
2018-08-31,2018,Aug,2017-2018,1,,2,12.025,12.322,12.263125,11.904,12.654
2018-09-01,2018,Sep,2017-2018,1,,2,12.654,12.530875,12.4440399305556,12.025,12.871
2018-09-02,2018,Sep,2017-2018,1,,2,12.847,12.751,12.7316510416667,12.582,12.847
2018-09-03,2018,Sep,2017-2018,1,,2,13.209,13.185,13.0799131944444,12.799,13.425
2018-09-04,2018,Sep,2017-2018,1,,2,12.92,13.233,13.2131684027778,12.92,13.522
2018-09-05,2018,Sep,2017-2018,1,,2,12.968,12.995,13.0443055555556,12.871,13.401
2018-09-06,2018,Sep,2017-2018,1,,2,13.305,13.161,13.195046875,12.968,13.425
2018-09-07,2018,Sep,2017-2018,1,,2,13.064,13.305,13.2879947916667,13.064,13.401
2018-09-08,2018,Sep,2017-2018,1,,2,12.944,13.01,13.003875,12.92,13.064
2018-09-09,2018,Sep,2017-2018,1,,2,13.473,13.085,13.1206649305556,12.92,13.497
2018-09-10,2018,Sep,2017-2018,1,,2,13.762,13.816,13.8257760416667,13.425,14.05
2018-09-11,2018,Sep,2017-2018,1,,2,13.618,13.825,13.8274166666667,13.618,14.002
2018-09-12,2018,Sep,2017-2018,1,,2,13.546,13.642,13.6717916666667,13.546,13.834
2018-09-13,2018,Sep,2017-2018,1,,2,13.642,13.522,13.5430486111111,13.449,13.786
2018-09-14,2018,Sep,2017-2018,1,,2,13.449,13.401,13.4210642361111,13.329,13.642
2018-09-15,2018,Sep,2017-2018,1,,2,13.329,13.353,13.354875,13.257,13.449
2018-09-16,2018,Sep,2017-2018,1,,2,13.233,13.305,13.3148333333333,13.233,13.401
2018-09-17,2018,Sep,2017-2018,1,,2,13.185,13.088,13.0893055555556,12.92,13.233
2018-09-18,2018,Sep,2017-2018,1,,2,13.016,13.161,13.1428767361111,13.016,13.209
2018-09-19,2018,Sep,2017-2018,1,,2,12.678,12.823,12.83421875,12.678,13.016
2018-09-20,2018,Sep,2017-2018,1,,2,12.413,12.603,12.5670503472222,12.389,12.703
2018-09-21,2018,Sep,2017-2018,1,,2,12.389,12.437,12.4325416666667,12.389,12.461
2018-09-22,2018,Sep,2017-2018,1,,2,12.364,12.389,12.3830920138889,12.292,12.437
2018-09-23,2018,Sep,2017-2018,1,,2,12.413,12.413,12.4117690972222,12.364,12.461
2018-09-24,2018,Sep,2017-2018,1,,2,12.485,12.485,12.5032430555556,12.389,12.63
2018-09-25,2018,Sep,2017-2018,1,,2,12.558,12.546,12.5601440972222,12.461,12.703
2018-09-26,2018,Sep,2017-2018,1,,2,12.461,12.591,12.595140625,12.461,12.775
2018-09-27,2018,Sep,2017-2018,1,,2,12.485,12.41,12.4152777777778,12.268,12.606
2018-09-28,2018,Sep,2017-2018,1,,2,12.001,12.186,12.1512430555556,11.904,12.449
2018-09-29,2018,Sep,2017-2018,1,,2,12.05,12.086,12.0470538194444,11.856,12.243
2018-09-30,2018,Sep,2017-2018,1,,2,11.467,11.658875,11.6239149305556,11.394,12.05
2018-10-01,2018,Oct,2018-2019,1,,2,11.297,11.1995,11.1680798611111,10.858,11.455
2018-10-02,2018,Oct,2018-2019,1,,2,10.173,10.678,10.6890555555556,9.952,11.321
2018-10-03,2018,Oct,2018-2019,1,,2,10.81,10.504,10.443546875,10.1,10.834
2018-10-04,2018,Oct,2018-2019,1,,2,10.883,10.883,10.9205607638889,10.687,11.2
2018-10-05,2018,Oct,2018-2019,1,,2,10.687,10.8735,10.8588541666667,10.687,11.127
2018-10-06,2018,Oct,2018-2019,1,,2,10.687,10.733,10.7252013888889,10.492,10.932
2018-10-07,2018,Oct,2018-2019,1,,2,10.687,10.736,10.7154305555556,10.565,10.761
2018-10-08,2018,Oct,2018-2019,1,,2,10.736,10.724,10.7309496527778,10.687,10.834
2018-10-09,2018,Oct,2018-2019,1,,2,10.736,10.736,10.7664652777778,10.516,11.005
2018-10-10,2018,Oct,2018-2019,1,,2,10.761,10.761,10.7766024305556,10.516,11.029
2018-10-11,2018,Oct,2018-2019,1,,2,10.736,10.736,10.7100086805556,10.516,10.81
2018-10-12,2018,Oct,2018-2019,1,,2,10.761,10.785,10.7777482638889,10.638,10.98
2018-10-13,2018,Oct,2018-2019,1,,2,10.663,10.663,10.5896076388889,10.051,10.761
2018-10-14,2018,Oct,2018-2019,1,,2,10.687,10.6505,10.5667291666667,10.001,10.761
2018-10-15,2018,Oct,2018-2019,1,,2,10.614,10.541,10.4872517361111,10.124,10.675
2018-10-16,2018,Oct,2018-2019,1,,2,10.663,10.57725,10.5723732638889,10.394,10.687
2018-10-17,2018,Oct,2018-2019,1,,2,10.614,10.593,10.6019878472222,10.492,10.712
2018-10-18,2018,Oct,2018-2019,1,,2,10.59,10.632,10.6317361111111,10.541,10.736
2018-10-19,2018,Oct,2018-2019,1,,2,10.614,10.614,10.6248194444444,10.541,10.712
2018-10-20,2018,Oct,2018-2019,1,,2,10.59,10.675,10.7125347222222,10.59,10.907
2018-10-21,2018,Oct,2018-2019,1,,2,10.443,10.565,10.5538663194444,10.443,10.663
2018-10-22,2018,Oct,2018-2019,1,,2,10.394,10.394,10.2802517361111,9.509,10.59
2018-10-23,2018,Oct,2018-2019,1,,2,10.369,10.345,10.222953125,9.608,10.394
2018-10-24,2018,Oct,2018-2019,1,,2,10.173,10.369,10.3079305555556,10.1,10.418
2018-10-25,2018,Oct,2018-2019,1,,2,10.149,10.198,10.2302708333333,10.124,10.516
2018-10-26,2018,Oct,2018-2019,1,,2,10.173,10.149,10.1590277777778,10.1,10.198
2018-10-27,2018,Oct,2018-2019,1,,2,10.1,10.127125,10.1223767361111,10.051,10.173
2018-10-28,2018,Oct,2018-2019,1,,2,9.977,10.1,10.0948732638889,9.977,10.149
2018-10-29,2018,Oct,2018-2019,1,,2,9.903,9.937,9.92299652777778,9.854,9.9645
2018-10-30,2018,Oct,2018-2019,1,,2,9.903,9.928,9.92180555555555,9.879,9.952
2018-10-31,2018,Oct,2018-2019,1,,2,10.026,10.001,9.98341145833333,9.854,10.075
2018-11-01,2018,Nov,2018-2019,1,,2,10.1,10.075,10.0724270833333,10.026,10.124
2018-11-02,2018,Nov,2018-2019,1,,2,10.173,10.158,10.159671875,10.1,10.222
2018-11-03,2018,Nov,2018-2019,1,,2,10.124,10.145875,10.1392725694444,10.1,10.173
2018-11-04,2018,Nov,2018-2019,1,,2,10.516,10.247,10.2468125,10.075,10.516
2018-11-05,2018,Nov,2018-2019,1,,2,10.443,10.492,10.4940989583333,10.271,10.59
2018-11-06,2018,Nov,2018-2019,1,,2,10.369,10.369,10.3303854166667,10.1,10.443
2018-11-07,2018,Nov,2018-2019,1,,2,10.149,10.1825,10.1565694444444,9.903,10.369
2018-11-08,2018,Nov,2018-2019,1,,2,9.558,9.608,9.69524131944444,9.485,10.149
2018-11-09,2018,Nov,2018-2019,1,,2,9.805,9.829,9.81983506944445,9.558,9.903
2018-11-10,2018,Nov,2018-2019,1,,2,9.558,9.752875,9.69326909722222,9.336,9.829
2018-11-11,2018,Nov,2018-2019,1,,2,9.114,9.614,9.49457638888889,8.891,9.78
2018-11-12,2018,Nov,2018-2019,1,,2,8.742,8.95,9.09161805555556,8.742,9.534
2018-11-13,2018,Nov,2018-2019,1,,2,9.509,9.154,9.17422395833333,8.717,9.608
2018-11-14,2018,Nov,2018-2019,1,,2,9.509,9.530875,9.52504861111112,9.485,9.558
2018-11-15,2018,Nov,2018-2019,1,,2,9.632,9.682,9.67733506944445,9.485,9.879
2018-11-16,2018,Nov,2018-2019,1,,2,9.583,9.608,9.58000173611111,9.46,9.682
2018-11-17,2018,Nov,2018-2019,1,,2,9.608,9.608,9.59407465277778,9.336,9.706
2018-11-18,2018,Nov,2018-2019,1,,2,8.866,9.19125,9.22295486111111,8.817,9.608
2018-11-19,2018,Nov,2018-2019,1,,2,8.717,8.7545,8.76068923611111,8.643,8.891
2018-11-20,2018,Nov,2018-2019,1,,2,8.618,8.519,8.52315104166667,8.319,8.717
2018-11-21,2018,Nov,2018-2019,1,,2,8.817,8.817,8.83243923611111,8.643,8.941
2018-11-22,2018,Nov,2018-2019,1,,2,8.693,8.633625,8.60060416666667,8.27,8.841
2018-11-23,2018,Nov,2018-2019,1,,2,9.064,9.203625,9.14480729166666,8.705,9.361
2018-11-24,2018,Nov,2018-2019,1,,2,8.99,9.1265,9.09739236111111,8.916,9.238
2018-11-25,2018,Nov,2018-2019,1,,2,9.188,9.114,9.10651041666667,8.99,9.188
2018-11-26,2018,Nov,2018-2019,1,,2,9.287,9.262,9.23261979166666,9.188,9.312
2018-11-27,2018,Nov,2018-2019,1,,2,9.262,9.2995,9.29111284722222,9.262,9.361
2018-11-28,2018,Nov,2018-2019,1,,2,9.238,9.287,9.29397916666667,9.238,9.336
2018-11-29,2018,Nov,2018-2019,1,,2,8.965,9.139,9.12067534722222,8.891,9.312
2018-11-30,2018,Nov,2018-2019,1,,2,9.139,9.213,9.19460069444444,8.965,9.238
2018-12-01,2018,Dec,2018-2019,1,,2,9.04,9.018125,8.89806770833333,8.344,9.163
2018-12-02,2018,Dec,2018-2019,1,,2,8.419,8.630125,8.41632118055555,7.544,9.0275
2018-12-03,2018,Dec,2018-2019,1,,2,7.419,7.393,7.37094444444444,6.94,8.369
2018-12-04,2018,Dec,2018-2019,1,,2,7.82,7.556875,7.52762326388889,6.611,8.319
2018-12-05,2018,Dec,2018-2019,1,,2,7.82,7.600875,7.51098611111111,6.458,8.27
2018-12-06,2018,Dec,2018-2019,1,,2,7.67,7.506375,7.24331597222222,6.408,7.87
2018-12-07,2018,Dec,2018-2019,1,,2,7.77,7.418875,7.24431944444444,6.408,8.12
2018-12-08,2018,Dec,2018-2019,1,,2,8.02,7.7825,7.69820486111111,7.268,8.02
2018-12-09,2018,Dec,2018-2019,1,,2,8.593,8.469,8.33574131944444,7.845,8.593
2018-12-10,2018,Dec,2018-2019,1,,2,8.344,8.56175,8.52454340277778,8.27,8.668
2018-12-11,2018,Dec,2018-2019,1,,2,8.618,8.571125,8.64514930555555,8.295,8.916
2018-12-12,2018,Dec,2018-2019,1,,2,8.717,8.484625,8.49930729166667,8.145,8.817
2018-12-13,2018,Dec,2018-2019,1,,2,7.444,8.965,8.74077951388889,7.444,9.114
2018-12-14,2018,Dec,2018-2019,1,,2,8.245,7.835625,7.92058854166667,7.419,8.543
2018-12-15,2018,Dec,2018-2019,1,,2,8.07,7.86375,7.94734548611111,7.569,8.494
2018-12-16,2018,Dec,2018-2019,1,,2,8.668,8.447125,8.44967708333333,8.07,8.693
2018-12-17,2018,Dec,2018-2019,1,,2,8.568,8.503375,8.49715277777778,8.419,8.6555
2018-12-18,2018,Dec,2018-2019,1,,2,8.469,8.54925,8.54767881944444,8.469,8.618
2018-12-19,2018,Dec,2018-2019,1,,2,8.295,8.419,8.39837152777778,8.27,8.494
2018-12-20,2018,Dec,2018-2019,1,,2,7.945,8.02,7.99673958333333,7.544,8.295
2018-12-21,2018,Dec,2018-2019,1,,2,8.12,7.87625,7.86268923611111,7.368,8.12
2018-12-22,2018,Dec,2018-2019,1,,2,7.97,7.916875,7.86952430555556,7.469,8.145
2018-12-23,2018,Dec,2018-2019,1,,2,8.195,8.11375,8.05103298611111,7.77,8.195
2018-12-24,2018,Dec,2018-2019,1,,2,7.845,8.123125,8.07251736111111,7.82,8.195
2018-12-25,2018,Dec,2018-2019,1,,2,7.469,7.97,7.86972916666667,7.242,8.07
2018-12-26,2018,Dec,2018-2019,1,,2,7.72,7.935625,7.884453125,7.469,7.995
2018-12-27,2018,Dec,2018-2019,1,,2,7.795,7.835625,7.79713368055556,7.494,7.92
2018-12-28,2018,Dec,2018-2019,1,,2,8.27,8.023125,8.057890625,7.77,8.27
2018-12-29,2018,Dec,2018-2019,1,,2,8.22,8.344,8.33271180555555,8.22,8.394
2018-12-30,2018,Dec,2018-2019,1,,2,7.368,7.895,7.77804861111111,7.217,8.22
2018-12-31,2018,Dec,2018-2019,1,,2,7.87,7.88875,7.85700347222222,6.839,8.145
2019-01-01,2019,Jan,2018-2019,1,,2,7.845,7.82,7.78927951388889,7.544,7.87
2019-01-02,2019,Jan,2018-2019,1,,2,8.145,8.22,8.17951388888889,7.82,8.319
2019-01-03,2019,Jan,2018-2019,1,,2,8.145,8.145,8.15159722222222,7.92,8.245
2019-01-04,2019,Jan,2018-2019,1,,2,8.17,8.17,8.19615798611111,8.095,8.369
2019-01-05,2019,Jan,2018-2019,1,,2,8.07,8.13875,8.13128472222222,7.995,8.22
2019-01-06,2019,Jan,2018-2019,1,,2,8.045,7.995,7.973515625,7.82,8.07
2019-01-07,2019,Jan,2018-2019,1,,2,6.99,7.52525,7.41685243055555,6.458,8.0325
2019-01-08,2019,Jan,2018-2019,1,,2,6.99,6.803875,6.98323611111111,6.204,7.745
2019-01-09,2019,Jan,2018-2019,1,,2,7.066,7.069125,7.16881944444445,6.94,7.419
2019-01-10,2019,Jan,2018-2019,1,,2,7.895,7.569,7.52365104166667,7.066,7.895
2019-01-11,2019,Jan,2018-2019,1,,2,7.619,7.80125,7.78239583333333,7.619,7.895
2019-01-12,2019,Jan,2018-2019,1,,2,7.745,7.72,7.70006597222222,7.544,7.795
2019-01-13,2019,Jan,2018-2019,1,,2,7.695,7.695,7.69230902777778,7.645,7.745
2019-01-14,2019,Jan,2018-2019,1,,2,7.594,7.619,7.55789756944444,7.091,7.695
2019-01-15,2019,Jan,2018-2019,1,,2,6.914,7.494,7.46016666666667,6.914,7.72
2019-01-16,2019,Jan,2018-2019,1,,2,7.192,7.352375,7.40357986111111,6.839,7.845
2019-01-17,2019,Jan,2018-2019,1,,2,7.318,7.1545,7.16587152777778,6.914,7.318
2019-01-18,2019,Jan,2018-2019,1,,2,7.569,7.3555,7.39248784722222,7.167,7.569
2019-01-19,2019,Jan,2018-2019,1,,2,7.92,7.845,7.77518229166667,7.544,7.97
2019-01-20,2019,Jan,2018-2019,1,,2,7.569,7.72,7.72221354166667,7.519,7.92
2019-01-21,2019,Jan,2018-2019,1,,2,7.268,7.2805,7.38871701388889,7.066,7.72
2019-01-22,2019,Jan,2018-2019,1,,2,7.72,7.67,7.6325625,7.242,7.945
2019-01-23,2019,Jan,2018-2019,1,,2,7.82,7.70125,7.70345138888889,7.419,7.92
2019-01-24,2019,Jan,2018-2019,1,,2,7.745,7.829375,7.84600520833333,7.519,8.145
2019-01-25,2019,Jan,2018-2019,1,,2,8.02,7.90125,7.954765625,7.695,8.12
2019-01-26,2019,Jan,2018-2019,1,,2,8.145,8.06375,8.068046875,7.945,8.145
2019-01-27,2019,Jan,2018-2019,1,,2,8.195,8.17,8.16887152777778,8.12,8.295
2019-01-28,2019,Jan,2018-2019,1,,2,8.02,8.07,8.04721354166667,7.82,8.195
2019-01-29,2019,Jan,2018-2019,1,,2,7.995,7.941875,7.84262673611111,7.419,8.07
2019-01-30,2019,Jan,2018-2019,1,,2,7.87,7.92,7.91205729166667,7.82,7.995
2019-01-31,2019,Jan,2018-2019,1,,2,7.77,7.766875,7.77503472222222,7.72,7.87
2019-02-01,2019,Feb,2018-2019,1,,2,7.72,7.845,7.87407986111111,7.72,8.02
2019-02-02,2019,Feb,2018-2019,1,,2,7.142,7.128875,7.11357986111111,6.204,7.72
2019-02-03,2019,Feb,2018-2019,1,,2,6.306,5.725375,5.468375,2.316,7.142
2019-02-04,2019,Feb,2018-2019,1,,2,6.408,5.220875,4.99248958333333,2.316,6.763
2019-02-05,2019,Feb,2018-2019,1,,2,6.687,5.84375,5.664390625,4.584,6.687
2019-02-06,2019,Feb,2018-2019,1,,2,6.94,6.287125,6.256109375,5.282,6.965
2019-02-07,2019,Feb,2018-2019,1,,2,6.914,6.845,6.78757986111111,6.306,7.015
2019-02-08,2019,Feb,2018-2019,1,,2,5.179,6.537375,6.16815104166667,3.775,6.94
2019-02-09,2019,Feb,2018-2019,1,,2,5.821,5.612875,5.10822569444445,2.396,6.408
2019-02-10,2019,Feb,2018-2019,1,,2,5.462,5.8085,5.67080381944444,4.298,6.535
2019-02-11,2019,Feb,2018-2019,1,,2,5.693,5.70925,5.54756423611111,4.246,6.458
2019-02-12,2019,Feb,2018-2019,1,,2,3.932,5.410875,5.14859895833333,3.749,6.102
2019-02-13,2019,Feb,2018-2019,1,,2,5.437,4.6945,4.74793576388889,3.932,5.642
2019-02-14,2019,Feb,2018-2019,1,,2,5.745,5.735125,5.75002777777778,5.282,6.077
2019-02-15,2019,Feb,2018-2019,1,,2,6.179,5.57475,5.63362847222222,5.128,6.408
2019-02-16,2019,Feb,2018-2019,1,,2,6.23,5.865875,5.82994618055556,5.205,6.281
2019-02-17,2019,Feb,2018-2019,1,,2,6.128,5.719,5.66392013888889,4.766,6.179
2019-02-18,2019,Feb,2018-2019,1,,2,6.306,5.87225,5.81265625,4.844,6.331
2019-02-19,2019,Feb,2018-2019,1,,2,6.458,6.408,6.35316666666667,5.847,6.585
2019-02-20,2019,Feb,2018-2019,1,,2,6.458,6.45175,6.37415277777778,5.821,6.687
2019-02-21,2019,Feb,2018-2019,1,,2,6.382,6.27075,6.20654861111111,5.024,6.687
2019-02-22,2019,Feb,2018-2019,1,,2,6.484,6.544375,6.60065625,6.382,6.813
2019-02-23,2019,Feb,2018-2019,1,,2,6.077,6.499625,6.41964409722222,5.668,6.737
2019-02-24,2019,Feb,2018-2019,1,,2,5.719,6.14375,6.03607291666667,4.895,6.535
2019-02-25,2019,Feb,2018-2019,1,,2,4.895,5.802125,5.66403472222222,4.662,6.331
2019-02-26,2019,Feb,2018-2019,1,,2,5.231,5.664625,5.57735416666667,4.376,6.23
2019-02-27,2019,Feb,2018-2019,1,,2,6.179,5.82425,5.86922916666667,5.2695,6.306
2019-02-28,2019,Feb,2018-2019,1,,2,6.56,6.2265,6.25383159722222,5.949,6.611
2019-03-01,2019,Mar,2018-2019,1,,2,6.458,6.3375,6.32249652777778,5.949,6.535
2019-03-02,2019,Mar,2018-2019,1,,2,6.179,6.179,6.19481770833333,5.872,6.458
2019-03-03,2019,Mar,2018-2019,1,,2,6.102,5.796,5.716203125,4.766,6.179
2019-03-04,2019,Mar,2018-2019,1,,2,6.23,5.830875,5.74972222222222,4.869,6.306
2019-03-05,2019,Mar,2018-2019,1,,2,6.255,6.03225,5.92992881944444,5.05,6.357
2019-03-06,2019,Mar,2018-2019,1,,2,6.331,6.22025,6.04208333333333,5.154,6.484
2019-03-07,2019,Mar,2018-2019,1,,2,6.433,6.331,6.22792708333333,5.411,6.687
2019-03-08,2019,Mar,2018-2019,1,,2,6.509,6.47725,6.33838194444445,5.385,6.712
2019-03-09,2019,Mar,2018-2019,1,,2,6.56,6.537875,6.362515625,5.257,6.763
2019-03-10,2019,Mar,2018-2019,1,,2,6.408,6.382,6.24229166666667,5.257,6.56
2019-03-11,2019,Mar,2018-2019,1,,2,7.142,6.907875,6.86930902777778,6.382,7.268
2019-03-12,2019,Mar,2018-2019,1,,2,7.469,7.2615,7.26783506944444,6.99,7.519
2019-03-13,2019,Mar,2018-2019,1,,2,7.116,7.163875,7.117453125,6.889,7.469
2019-03-14,2019,Mar,2018-2019,1,,2,7.368,7.299,7.25157638888889,7.015,7.569
2019-03-15,2019,Mar,2018-2019,1,,2,7.343,7.3555,7.37260590277778,7.242,7.594
2019-03-16,2019,Mar,2018-2019,1,,2,7.293,7.318,7.34126041666666,7.242,7.544
2019-03-17,2019,Mar,2018-2019,1,,2,7.444,7.406,7.46140451388889,7.217,7.895
2019-03-18,2019,Mar,2018-2019,1,,2,7.519,7.494,7.57783506944444,7.293,8.07
2019-03-19,2019,Mar,2018-2019,1,,2,7.645,7.632,7.68768402777778,7.419,8.22
2019-03-20,2019,Mar,2018-2019,1,,2,7.72,7.695,7.72388368055555,7.318,8.22
2019-03-21,2019,Mar,2018-2019,1,,2,7.82,7.760625,7.76267361111111,7.116,8.344
2019-03-22,2019,Mar,2018-2019,1,,2,7.82,7.829375,7.87555555555555,7.77,8.22
2019-03-23,2019,Mar,2018-2019,1,,2,7.87,7.8825,7.86341319444444,7.594,8.095
2019-03-24,2019,Mar,2018-2019,1,,2,8.045,7.92625,7.824640625,6.965,8.095
2019-03-25,2019,Mar,2018-2019,1,,2,8.17,7.97,7.90624826388889,7.368,8.195
2019-03-26,2019,Mar,2018-2019,1,,2,8.145,8.12,8.14119618055555,8.045,8.344
2019-03-27,2019,Mar,2018-2019,1,,2,8.394,8.210625,8.19092881944444,7.87,8.568
2019-03-28,2019,Mar,2018-2019,1,,2,8.469,8.444,8.43131423611111,8.145,8.841
2019-03-29,2019,Mar,2018-2019,1,,2,8.369,8.469,8.45945833333333,8.245,8.717
2019-03-30,2019,Mar,2018-2019,1,,2,8.469,8.48775,8.4945,8.195,8.792
2019-03-31,2019,Mar,2018-2019,1,,2,8.568,8.62425,8.64716840277778,8.344,9.04
2019-04-01,2019,Apr,2018-2019,1,,2,8.668,8.742,8.75716666666667,8.5805,8.965
2019-04-02,2019,Apr,2018-2019,1,,2,8.941,8.826,8.81883854166667,8.543,9.064
2019-04-03,2019,Apr,2018-2019,1,,2,8.841,8.916,8.89427083333334,8.693,9.015
2019-04-04,2019,Apr,2018-2019,1,,2,8.817,8.866,8.86384027777778,8.792,8.965
2019-04-05,2019,Apr,2018-2019,1,,2,8.817,8.866,8.87497222222222,8.817,9.04
2019-04-06,2019,Apr,2018-2019,1,,2,8.618,8.776375,8.72651215277778,8.469,8.941
2019-04-07,2019,Apr,2018-2019,1,,2,8.717,8.6555,8.67486979166667,8.543,8.767
2019-04-08,2019,Apr,2018-2019,1,,2,8.817,8.751375,8.74722222222222,8.618,8.891
2019-04-09,2019,Apr,2018-2019,1,,2,8.891,8.829,8.83248958333333,8.767,8.965
2019-04-10,2019,Apr,2018-2019,1,,2,8.941,8.866,8.88664930555555,8.767,9.139
2019-04-11,2019,Apr,2018-2019,1,,2,9.04,8.941,8.95122395833333,8.767,9.262
2019-04-12,2019,Apr,2018-2019,1,,2,8.99,8.99625,9.03537847222222,8.866,9.361
2019-04-13,2019,Apr,2018-2019,1,,2,8.792,8.875375,8.89789236111111,8.792,9.114
2019-04-14,2019,Apr,2018-2019,1,,2,8.841,8.832,8.86651909722222,8.717,9.163
2019-04-15,2019,Apr,2018-2019,1,,2,8.841,8.841,8.85882638888889,8.618,9.213
2019-04-16,2019,Apr,2018-2019,1,,2,8.767,8.832,8.83557986111111,8.717,9.04
2019-04-17,2019,Apr,2018-2019,1,,2,8.693,8.742,8.73085069444444,8.668,8.817
2019-04-18,2019,Apr,2018-2019,1,,2,8.742,8.693,8.71276909722222,8.643,8.866
2019-04-19,2019,Apr,2018-2019,1,,2,8.941,8.788875,8.89274479166667,8.469,9.558
2019-04-20,2019,Apr,2018-2019,1,,2,8.941,8.937875,8.92553472222222,8.22,9.262
2019-04-21,2019,Apr,2018-2019,1,,2,8.817,8.916,8.90020833333333,8.817,8.99
2019-04-22,2019,Apr,2018-2019,1,,2,8.817,8.900375,8.88399305555556,8.742,9.04
2019-04-23,2019,Apr,2018-2019,1,,2,9.064,9.015,8.93552951388889,8.693,9.213
2019-04-24,2019,Apr,2018-2019,1,,2,9.386,9.213,9.14796875,8.593,9.731
2019-04-25,2019,Apr,2018-2019,1,,2,9.336,9.287,9.37632986111111,9.064,10.001
2019-04-26,2019,Apr,2018-2019,1,,2,9.262,9.238,9.25391319444445,8.99,9.485
2019-04-27,2019,Apr,2018-2019,1,,2,9.485,9.4725,9.46323090277778,9.064,10.124
2019-04-28,2019,Apr,2018-2019,1,,2,9.583,9.558,9.60238541666667,9.287,10.026
2019-04-29,2019,Apr,2018-2019,1,,2,9.854,9.72475,9.83930034722222,9.558,10.369
2019-04-30,2019,Apr,2018-2019,1,,2,9.756,9.98,10.0128229166667,9.756,10.345
2019-05-01,2019,May,2018-2019,1,,2,9.756,10.001,9.975625,9.731,10.173
2019-05-02,2019,May,2018-2019,1,,2,9.829,9.854,9.931421875,9.756,10.247
2019-05-03,2019,May,2018-2019,1,,2,9.78,9.994875,10.026453125,9.756,10.418
2019-05-04,2019,May,2018-2019,1,,2,9.485,10.08425,10.027671875,9.287,10.394
2019-05-05,2019,May,2018-2019,1,,2,9.213,10.035375,9.96230555555555,9.114,10.394
2019-05-06,2019,May,2018-2019,1,,2,9.213,9.881625,9.8271875,9.188,10.443
2019-05-07,2019,May,2018-2019,1,,2,9.238,9.927625,9.85574826388889,9.213,10.394
2019-05-08,2019,May,2018-2019,1,,2,9.558,9.977,9.89225,9.213,10.541
2019-05-09,2019,May,2018-2019,1,,2,10.001,9.9155,9.79523090277778,9.163,10.565
2019-05-10,2019,May,2018-2019,1,,2,10.271,10.047875,10.0032048611111,9.386,10.736
2019-05-11,2019,May,2018-2019,1,,2,10.516,10.492,10.3456510416667,9.509,11.151
2019-05-12,2019,May,2018-2019,1,,2,10.173,10.206875,10.3278732638889,9.805,11.127
2019-05-13,2019,May,2018-2019,1,,2,10.026,10.1395,10.1256649305556,9.509,10.712
2019-05-14,2019,May,2018-2019,1,,2,10.075,10.1735,10.2346579861111,10.026,10.565
2019-05-15,2019,May,2018-2019,1,,2,10.369,10.2835,10.3181284722222,10.075,10.834
2019-05-16,2019,May,2018-2019,1,,2,10.051,10.247,10.22990625,9.879,10.467
2019-05-17,2019,May,2018-2019,1,,2,10.296,10.265125,10.2627204861111,10.051,10.516
2019-05-18,2019,May,2018-2019,1,,2,10.369,10.357,10.4039288194444,10.173,10.712
2019-05-19,2019,May,2018-2019,1,,2,10.663,10.608,10.5798784722222,10.369,10.785
2019-05-20,2019,May,2018-2019,1,,2,10.541,10.647375,10.6867256944444,10.516,11.029
2019-05-21,2019,May,2018-2019,1,,2,10.858,10.892,10.896796875,10.541,11.419
2019-05-22,2019,May,2018-2019,1,,2,10.858,10.91325,10.9885277777778,10.761,11.492
2019-05-23,2019,May,2018-2019,1,,2,10.907,10.989375,10.9607552083333,10.638,11.346
2019-05-24,2019,May,2018-2019,1,,2,10.687,11.285,11.3106875,10.687,12.219
2019-05-25,2019,May,2018-2019,1,,2,10.565,10.733375,10.6042048611111,9.879,11.248
2019-05-26,2019,May,2018-2019,1,,2,10.663,10.5775,10.5752604166667,10.001,11.37
2019-05-27,2019,May,2018-2019,1,,2,10.614,10.6415,10.7548767361111,10.296,11.419
2019-05-28,2019,May,2018-2019,1,,2,11.297,11.083625,11.001890625,10.565,11.54
2019-05-29,2019,May,2018-2019,1,,2,11.54,11.458125,11.4516545138889,11.175,11.904
2019-05-30,2019,May,2018-2019,1,,2,11.224,11.540375,11.5066319444444,11.102,11.953
