Date,Year,Month,WaterYear,TWtrTriquet_bay01_Q_level,TWtrTriquet_bay01_Q_flags,TWtrTriquet_bay01_UNESCO_Q_level,TWtrTriquet_bay01,TWtrTriquet_bay01_Med,TWtrTriquet_bay01_Avg,TWtrTriquet_bay01_Min,TWtrTriquet_bay01_Max
PST,Year,Month,WaterYear,Quality level,Quality flags,UNESCO QC,deg C,deg C,deg C,deg C,deg C
date,Year,Month,WaterYear,NS_Triquet_bay01,NS_Triquet_bay01,NS_Triquet_bay01,NS_Triquet_bay01,NS_Triquet_bay01,NS_Triquet_bay01,NS_Triquet_bay01,NS_Triquet_bay01
date,year,month,waterYear,WaterTemp_QL,WaterTemp_QC,WaterTemp_UQL,WaterTemp,WaterTemp_Med,WaterTemp_Avg,WaterTemp_Min,WaterTemp_Max
2020-08-23,2020,Aug,2019-2020,1,,2,15.223,15.175,15.0906354166667,14.936,15.27
2020-08-24,2020,Aug,2019-2020,1,,2,15.342,15.2735,15.2581979166667,15.103,15.509
2020-08-25,2020,Aug,2019-2020,1,,2,15.247,15.294,15.3112604166667,15.199,15.605
2020-08-26,2020,Aug,2019-2020,1,,2,15.414,15.415,15.4388020833333,15.247,15.819
2020-08-27,2020,Aug,2019-2020,1,,2,15.414,15.403,15.4640208333333,15.366,15.652
2020-08-28,2020,Aug,2019-2020,1,,2,15.509,15.48,15.5281770833333,15.366,15.772
2020-08-29,2020,Aug,2019-2020,1,,2,15.485,15.485,15.469,15.247,15.676
2020-08-30,2020,Aug,2019-2020,1,,2,15.079,15.315,15.3077708333333,15.055,15.509
2020-08-31,2020,Aug,2019-2020,1,,2,14.888,15.0290416666667,15.01046875,14.864,15.079
2020-09-01,2020,Sep,2019-2020,1,,2,14.936,14.924,14.9325,14.888,15.008
2020-09-02,2020,Sep,2019-2020,1,,2,14.912,14.996,15.0143333333333,14.912,15.127
2020-09-03,2020,Sep,2019-2020,1,,2,14.84,14.973,14.9580416666667,14.84,15.031
2020-09-04,2020,Sep,2019-2020,1,,2,14.84,14.95,14.9761875,14.84,15.127
2020-09-05,2020,Sep,2019-2020,1,,2,15.461,15.0195,15.0518854166667,14.852,15.461
2020-09-06,2020,Sep,2019-2020,1,,2,15.27,15.378,15.30721875,15.079,15.509
2020-09-07,2020,Sep,2019-2020,1,,2,15.079,15.032,15.07778125,14.912,15.366
2020-09-08,2020,Sep,2019-2020,1,,2,15.461,15.507,15.4385,15.083,15.7
2020-09-09,2020,Sep,2019-2020,1,,2,15.008,15.0089583333333,15.0317395833333,14.673,15.4571666666667
2020-09-10,2020,Sep,2019-2020,1,,2,15.318,15.057,15.1149791666667,14.912,15.342
2020-09-11,2020,Sep,2019-2020,1,,2,15.557,15.4389583333333,15.45453125,15.318,15.581
2020-09-12,2020,Sep,2019-2020,1,,2,15.485,15.571,15.6133958333333,15.438,15.891
2020-09-13,2020,Sep,2019-2020,1,,2,15.223,15.474,15.4542083333333,15.199,15.676
2020-09-14,2020,Sep,2019-2020,1,,2,14.912,15.153,15.1381979166667,14.888,15.318
2020-09-15,2020,Sep,2019-2020,1,,2,14.96,15.055,15.0374375,14.912,15.151
2020-09-16,2020,Sep,2019-2020,1,,2,14.888,14.996,15.0083333333333,14.816,15.223
2020-09-17,2020,Sep,2019-2020,1,,2,14.864,14.851,14.844875,14.697,14.96
2020-09-18,2020,Sep,2019-2020,1,,2,14.721,14.791,14.7728020833333,14.673,14.864
2020-09-19,2020,Sep,2019-2020,1,,2,14.649,14.649,14.64725,14.577,14.721
2020-09-20,2020,Sep,2019-2020,1,,2,14.745,14.601,14.5152291666667,14.098,14.745
2020-09-21,2020,Sep,2019-2020,1,,2,14.745,14.721,14.71775,14.625,14.84
2020-09-22,2020,Sep,2019-2020,1,,2,14.433,14.456,14.4423541666667,14.266,14.725
2020-09-23,2020,Sep,2019-2020,1,,2,14.792,14.84,14.8183645833333,14.385,14.936
2020-09-24,2020,Sep,2019-2020,1,,2,14.409,14.409,14.45146875,14.361,14.792
2020-09-25,2020,Sep,2019-2020,1,,2,14.314,14.314,14.3376145833333,14.266,14.433
2020-09-26,2020,Sep,2019-2020,1,,2,14.242,14.242,14.2371875,14.098,14.337
2020-09-27,2020,Sep,2019-2020,1,,2,14.05,14.099,14.1259583333333,13.954,14.505
2020-09-28,2020,Sep,2019-2020,1,,2,13.81,13.809,13.8735,13.738,14.05
2020-09-29,2020,Sep,2019-2020,1,,2,14.074,13.909,13.95425,13.81,14.146
2020-09-30,2020,Sep,2019-2020,1,,2,13.353,13.858,13.8068854166667,13.353,14.074
2020-10-01,2020,Oct,2020-2021,1,,2,13.473,13.547,13.5032916666667,13.209,13.714
2020-10-02,2020,Oct,2020-2021,1,,2,13.209,13.232,13.2231041666667,12.992,13.465
2020-10-03,2020,Oct,2020-2021,1,,2,12.968,12.945,12.9156979166667,12.751,13.209
2020-10-04,2020,Oct,2020-2021,1,,2,13.04,12.92,12.9269166666667,12.823,13.088
2020-10-05,2020,Oct,2020-2021,1,,2,13.064,13.04,13.04425,13.016,13.064
2020-10-06,2020,Oct,2020-2021,1,,2,13.257,13.1,13.1223854166667,13.016,13.257
2020-10-07,2020,Oct,2020-2021,1,,2,13.161,13.1579583333333,13.14175,13.064,13.245
2020-10-08,2020,Oct,2020-2021,1,,2,13.209,13.16,13.1496666666667,13.088,13.209
2020-10-09,2020,Oct,2020-2021,1,,2,13.064,13.1245,13.1239895833333,13.064,13.233
2020-10-10,2020,Oct,2020-2021,1,,2,12.654,12.8720416666667,12.8358958333333,12.63,13.064
2020-10-11,2020,Oct,2020-2021,1,,2,12.316,12.3869583333333,12.42675,12.316,12.654
2020-10-12,2020,Oct,2020-2021,1,,2,12.195,12.196,12.2236354166667,12.171,12.308
2020-10-13,2020,Oct,2020-2021,1,,2,12.147,12.147,12.0855625,11.783,12.219
2020-10-14,2020,Oct,2020-2021,1,,2,12.025,12.073,12.0847708333333,12.001,12.195
2020-10-15,2020,Oct,2020-2021,1,,2,11.613,11.708,11.6804583333333,11.248,12.05
2020-10-16,2020,Oct,2020-2021,1,,2,11.686,11.734,11.7250729166667,11.617,11.807
2020-10-17,2020,Oct,2020-2021,1,,2,11.54,11.686,11.6520416666667,11.443,11.71
2020-10-18,2020,Oct,2020-2021,1,,2,11.637,11.589,11.6006354166667,11.54,11.662
2020-10-19,2020,Oct,2020-2021,1,,2,11.516,11.565,11.5653645833333,11.419,11.637
2020-10-20,2020,Oct,2020-2021,1,,2,11.492,11.54,11.5257708333333,11.419,11.589
2020-10-21,2020,Oct,2020-2021,1,,2,11.321,11.4909583333333,11.4701145833333,11.297,11.54
2020-10-22,2020,Oct,2020-2021,1,,2,10.712,11.0039583333333,11.0581145833333,10.712,11.492
2020-10-23,2020,Oct,2020-2021,1,,2,8.469,10.2845416666667,10.19359375,8.469,10.736
2020-10-24,2020,Oct,2020-2021,1,,2,10.075,9.86025,9.70285416666667,8.369,10.467
2020-10-25,2020,Oct,2020-2021,1,,2,8.792,8.61695833333333,8.71715625,7.945,10.0545
2020-10-26,2020,Oct,2020-2021,1,,2,9.829,9.64658333333333,9.42628125,8.79616666666667,9.829
2020-10-27,2020,Oct,2020-2021,1,,2,9.952,9.89304166666667,9.88390625,9.805,9.952
2020-10-28,2020,Oct,2020-2021,1,,2,10.222,9.97595833333333,9.97591666666667,9.952,10.222
2020-10-29,2020,Oct,2020-2021,1,,2,10.296,10.1969583333333,10.1918958333333,10.124,10.296
2020-10-30,2020,Oct,2020-2021,1,,2,10.247,10.3220833333333,10.3146770833333,10.222,10.369
2020-10-31,2020,Oct,2020-2021,1,,2,10.1,10.153,10.1447395833333,10.001,10.247
2020-11-01,2020,Nov,2020-2021,1,,2,10.001,10.1,10.10134375,10.001,10.198
2020-11-02,2020,Nov,2020-2021,1,,2,10.173,10.0650416666667,10.0692083333333,9.879,10.198
2020-11-03,2020,Nov,2020-2021,1,,2,10.198,10.247,10.22903125,10.173,10.271
2020-11-04,2020,Nov,2020-2021,1,,2,10.173,10.1740416666667,10.1715729166667,10.1,10.198
2020-11-05,2020,Nov,2020-2021,1,,2,9.928,10.1709583333333,10.1777395833333,9.928,10.296
2020-11-06,2020,Nov,2020-2021,1,,2,8.394,9.712625,9.45152083333333,8.319,10.001
2020-11-07,2020,Nov,2020-2021,1,,2,7.895,8.41370833333333,8.51505208333333,7.77,9.583
2020-11-08,2020,Nov,2020-2021,1,,2,7.97,8.14183333333333,8.39030208333333,7.494,9.583
2020-11-09,2020,Nov,2020-2021,1,,2,8.045,8.19395833333333,8.10463541666667,7.82,8.22
2020-11-10,2020,Nov,2020-2021,1,,2,8.668,8.6555,8.53457291666667,8.05333333333333,8.767
2020-11-11,2020,Nov,2020-2021,1,,2,8.519,8.64195833333333,8.66196875,8.519,8.841
2020-11-12,2020,Nov,2020-2021,1,,2,8.494,8.47004166666667,8.40473958333333,8.07,8.593
2020-11-13,2020,Nov,2020-2021,1,,2,8.668,8.542,8.55358333333333,8.419,8.693
2020-11-14,2020,Nov,2020-2021,1,,2,8.494,8.59816666666667,8.56433333333333,8.12,8.767
2020-11-15,2020,Nov,2020-2021,1,,2,8.792,8.75554166666667,8.68616666666667,8.22,8.941
2020-11-16,2020,Nov,2020-2021,1,,2,8.643,8.552375,8.48417708333333,8.02,8.792
2020-11-17,2020,Nov,2020-2021,1,,2,8.792,8.742,8.71417708333333,8.394,8.891
2020-11-18,2020,Nov,2020-2021,1,,2,8.767,8.829,8.77746875,8.394,8.99
2020-11-19,2020,Nov,2020-2021,1,,2,8.519,8.71804166666667,8.733875,8.519,8.916
2020-11-20,2020,Nov,2020-2021,1,,2,8.568,8.542,8.53515625,8.444,8.593
2020-11-21,2020,Nov,2020-2021,1,,2,8.394,8.394,8.41254166666667,8.27,8.56383333333333
2020-11-22,2020,Nov,2020-2021,1,,2,8.519,8.62425,8.59753125,8.344,8.742
2020-11-23,2020,Nov,2020-2021,1,,2,8.319,8.296,8.30289583333333,8.195,8.50233333333333
2020-11-24,2020,Nov,2020-2021,1,,2,8.444,8.444,8.44790625,8.319,8.519
2020-11-25,2020,Nov,2020-2021,1,,2,8.469,8.419,8.41878125,8.295,8.469
2020-11-26,2020,Nov,2020-2021,1,,2,8.519,8.39295833333333,8.38275,8.195,8.519
2020-11-27,2020,Nov,2020-2021,1,,2,8.494,8.494,8.50503125,8.469,8.593
2020-11-28,2020,Nov,2020-2021,1,,2,8.245,8.319,8.29284375,8.095,8.48983333333333
2020-11-29,2020,Nov,2020-2021,1,,2,8.195,8.05645833333333,8.07520833333333,7.845,8.27
2020-11-30,2020,Nov,2020-2021,1,,2,7.97,8.191875,8.14398958333333,7.795,8.344
2020-12-01,2020,Dec,2020-2021,1,,2,8.12,7.88354166666667,7.87870833333333,7.393,8.145
2020-12-02,2020,Dec,2020-2021,1,,2,7.945,7.904375,7.81626041666667,7.368,8.17
2020-12-03,2020,Dec,2020-2021,1,,2,7.82,7.7325,7.75496875,7.619,7.995
2020-12-04,2020,Dec,2020-2021,1,,2,7.995,7.92104166666667,7.91869791666667,7.82,7.995
2020-12-05,2020,Dec,2020-2021,1,,2,8.07,8.02,8.03067708333333,7.97,8.095
2020-12-06,2020,Dec,2020-2021,1,,2,8.27,8.1825,8.17,8.07,8.27
2020-12-07,2020,Dec,2020-2021,1,,2,8.369,8.3815,8.37217708333333,8.27,8.444
2020-12-08,2020,Dec,2020-2021,1,,2,8.17,8.39295833333333,8.38001041666667,8.17,8.444
2020-12-09,2020,Dec,2020-2021,1,,2,8.245,8.301,8.28332291666667,8.145,8.394
2020-12-10,2020,Dec,2020-2021,1,,2,7.77,7.90645833333333,7.91817708333333,7.745,8.24083333333333
2020-12-11,2020,Dec,2020-2021,1,,2,7.895,7.81895833333333,7.82798958333333,7.594,8.095
2020-12-12,2020,Dec,2020-2021,1,,2,7.67,7.62783333333333,7.57773958333333,6.965,8.12
2020-12-13,2020,Dec,2020-2021,1,,2,7.519,7.55541666666667,7.60065625,7.343,7.82
2020-12-14,2020,Dec,2020-2021,1,,2,7.594,7.58358333333333,7.59982291666667,7.368,7.72
2020-12-15,2020,Dec,2020-2021,1,,2,8.145,7.65854166666667,7.69457291666667,7.444,8.145
2020-12-16,2020,Dec,2020-2021,1,,2,7.82,7.88145833333333,7.94369791666667,7.72,8.195
2020-12-17,2020,Dec,2020-2021,1,,2,7.72,7.795,7.82352083333333,7.544,8.17
2020-12-18,2020,Dec,2020-2021,1,,2,8.045,8.02208333333333,7.98432291666667,7.72833333333333,8.095
2020-12-19,2020,Dec,2020-2021,1,,2,7.97,7.985625,7.97651041666667,7.795,8.095
2020-12-20,2020,Dec,2020-2021,1,,2,7.619,8.0075,7.97832291666667,7.619,8.095
2020-12-21,2020,Dec,2020-2021,1,,2,6.839,7.83979166666667,7.68866666666667,6.839,7.945
2020-12-22,2020,Dec,2020-2021,1,,2,6.661,6.937375,7.11145833333333,6.331,7.995
2020-12-23,2020,Dec,2020-2021,1,,2,6.153,6.79116666666667,6.74389583333333,6.153,7.066
2020-12-24,2020,Dec,2020-2021,1,,2,7.293,7.494,7.41975,6.153,7.619
2020-12-25,2020,Dec,2020-2021,1,,2,7.368,7.19304166666667,7.21055208333334,7.015,7.419
2020-12-26,2020,Dec,2020-2021,1,,2,7.368,7.16595833333333,7.16297916666667,6.914,7.393
2020-12-27,2020,Dec,2020-2021,1,,2,7.293,7.265875,7.25053125,7.066,7.368
2020-12-28,2020,Dec,2020-2021,1,,2,7.217,7.19408333333333,7.17647916666667,6.737,7.293
2020-12-29,2020,Dec,2020-2021,1,,2,7.116,6.83125,6.81019791666667,6.382,7.217
2020-12-30,2020,Dec,2020-2021,1,,2,7.142,7.07745833333333,7.062875,6.914,7.142
2020-12-31,2020,Dec,2020-2021,1,,2,7.041,7.16279166666667,7.13796875,7.015,7.217
2021-01-01,2021,Jan,2020-2021,1,,2,7.569,7.219125,7.243,7.041,7.569
2021-01-02,2021,Jan,2020-2021,1,,2,7.72,7.63933333333333,7.65807291666666,7.569,7.77
2021-01-03,2021,Jan,2020-2021,1,,2,6.99,7.78458333333333,7.6186875,6.965,7.895
2021-01-04,2021,Jan,2020-2021,1,,2,7.217,7.25395833333333,7.29607291666667,6.99416666666667,7.519
2021-01-05,2021,Jan,2020-2021,1,,2,7.72,7.569,7.59382291666667,7.259,7.795
2021-01-06,2021,Jan,2020-2021,1,,2,7.67,7.82,7.81010416666667,7.67,7.895
2021-01-07,2021,Jan,2020-2021,1,,2,7.318,7.553375,7.53204166666667,7.268,7.695
2021-01-08,2021,Jan,2020-2021,1,,2,7.619,7.6575,7.59128125,7.268,7.72
2021-01-09,2021,Jan,2020-2021,1,,2,7.419,7.38891666666667,7.36704166666667,7.015,7.645
2021-01-10,2021,Jan,2020-2021,1,,2,7.695,7.619,7.5961875,7.343,7.72
2021-01-11,2021,Jan,2020-2021,1,,2,7.695,7.72,7.729375,7.67,7.795
2021-01-12,2021,Jan,2020-2021,1,,2,7.72,7.695,7.67632291666667,7.519,7.745
2021-01-13,2021,Jan,2020-2021,1,,2,7.645,7.57004166666667,7.55538541666667,7.343,7.745
2021-01-14,2021,Jan,2020-2021,1,,2,7.569,7.569,7.5475,7.393,7.645
2021-01-15,2021,Jan,2020-2021,1,,2,7.77,7.69604166666667,7.68211458333333,7.569,7.77
2021-01-16,2021,Jan,2020-2021,1,,2,7.619,7.67,7.68007291666667,7.444,7.82
2021-01-17,2021,Jan,2020-2021,1,,2,7.67,7.67,7.67617708333333,7.619,7.72
2021-01-18,2021,Jan,2020-2021,1,,2,7.72,7.7575,7.73510416666667,7.645,7.77
2021-01-19,2021,Jan,2020-2021,1,,2,7.72,7.72,7.71164583333333,7.619,7.77
2021-01-20,2021,Jan,2020-2021,1,,2,7.393,7.46270833333333,7.39501041666667,6.914,7.72
2021-01-21,2021,Jan,2020-2021,1,,2,5.949,6.764625,6.83610416666667,5.949,7.469
2021-01-22,2021,Jan,2020-2021,1,,2,6.433,6.14370833333333,6.1350625,5.642,6.636
2021-01-23,2021,Jan,2020-2021,1,,2,6.23,5.95220833333333,5.96067708333333,5.719,6.42883333333333
2021-01-24,2021,Jan,2020-2021,1,,2,6.661,6.22020833333333,6.32778125,6.077,6.661
2021-01-25,2021,Jan,2020-2021,1,,2,6.813,6.692125,6.7071875,6.408,6.914
2021-01-26,2021,Jan,2020-2021,1,,2,6.585,6.24141666666667,6.214125,5.437,6.813
2021-01-27,2021,Jan,2020-2021,1,,2,6.408,5.83275,5.97532291666667,5.565,6.58083333333333
2021-01-28,2021,Jan,2020-2021,1,,2,6.204,5.70495833333333,5.68310416666667,4.947,6.3995
2021-01-29,2021,Jan,2020-2021,1,,2,5.975,5.86920833333333,5.83451041666667,5.154,6.306
2021-01-30,2021,Jan,2020-2021,1,,2,6.204,6.22779166666667,6.27523958333333,5.924,6.661
2021-01-31,2021,Jan,2020-2021,1,,2,6.382,6.30291666666667,6.27591666666667,6.128,6.408
2021-02-01,2021,Feb,2020-2021,1,,2,6.839,6.39391666666667,6.38073958333333,6.23,6.839
2021-02-02,2021,Feb,2020-2021,1,,2,6.661,6.83445833333333,6.84777083333333,6.611,6.99
2021-02-03,2021,Feb,2020-2021,1,,2,6.636,6.6485,6.58934375,5.898,7.066
2021-02-04,2021,Feb,2020-2021,1,,2,6.914,6.76404166666667,6.776,6.509,6.914
2021-02-05,2021,Feb,2020-2021,1,,2,6.839,6.83475,6.82934375,6.687,6.94
2021-02-06,2021,Feb,2020-2021,1,,2,6.813,6.914,6.9230625,6.788,7.167
2021-02-07,2021,Feb,2020-2021,1,,2,6.611,6.84420833333333,6.85170833333333,6.611,7.066
2021-02-08,2021,Feb,2020-2021,1,,2,6.509,6.468,6.29097916666667,5.385,6.94
2021-02-09,2021,Feb,2020-2021,1,,2,6.255,5.62379166666667,5.73466666666667,4.636,6.509
2021-02-10,2021,Feb,2020-2021,1,,2,5.847,5.19,5.15510416666667,3.88,6.357
2021-02-11,2021,Feb,2020-2021,1,,2,5.719,5.37066666666667,5.08977083333333,3.538,5.949
2021-02-12,2021,Feb,2020-2021,1,,2,5.539,4.83595833333333,4.77802083333333,3.643,5.71466666666667
2021-02-13,2021,Feb,2020-2021,1,,2,5.847,5.433375,5.26791666666667,4.402,5.898
2021-02-14,2021,Feb,2020-2021,1,,2,5.949,5.76195833333333,5.65054166666667,4.869,5.949
2021-02-15,2021,Feb,2020-2021,1,,2,6.281,6.053125,6.10808333333333,5.719,6.408
2021-02-16,2021,Feb,2020-2021,1,,2,6.179,6.23104166666667,6.268375,6.153,6.408
2021-02-17,2021,Feb,2020-2021,1,,2,6.306,6.24041666666667,6.13065625,5.36,6.458
2021-02-18,2021,Feb,2020-2021,1,,2,6.661,6.39925,6.49201041666667,5.847,6.839
2021-02-19,2021,Feb,2020-2021,1,,2,6.788,6.73808333333333,6.74553125,6.661,6.839
2021-02-20,2021,Feb,2020-2021,1,,2,6.661,6.712,6.66423958333333,6.458,6.78383333333333
2021-02-21,2021,Feb,2020-2021,1,,2,6.889,6.813,6.80710416666667,6.661,6.889
2021-02-22,2021,Feb,2020-2021,1,,2,6.813,6.889,6.9009375,6.813,7.015
2021-02-23,2021,Feb,2020-2021,1,,2,6.281,6.54933333333333,6.54525,6.179,6.813
2021-02-24,2021,Feb,2020-2021,1,,2,6.357,6.22845833333333,6.26985416666667,5.77,6.636
2021-02-25,2021,Feb,2020-2021,1,,2,6.712,6.61204166666667,6.62109375,6.36116666666667,6.864
2021-02-26,2021,Feb,2020-2021,1,,2,6.611,6.56933333333333,6.51853125,6.128,6.813
2021-02-27,2021,Feb,2020-2021,1,,2,6.56,6.51758333333333,6.40796875,5.924,6.611
2021-02-28,2021,Feb,2020-2021,1,,2,6.763,6.70054166666667,6.62855208333333,6.331,6.788
2021-03-01,2021,Mar,2020-2021,1,,2,6.636,6.76191666666667,6.74982291666667,6.611,6.864
2021-03-02,2021,Mar,2020-2021,1,,2,6.458,6.535,6.53485416666667,6.357,6.712
2021-03-03,2021,Mar,2020-2021,1,,2,6.661,6.62454166666667,6.62176041666666,6.4665,6.712
2021-03-04,2021,Mar,2020-2021,1,,2,6.687,6.661,6.664125,6.585,6.737
2021-03-05,2021,Mar,2020-2021,1,,2,6.763,6.698,6.65420833333333,6.306,6.864
2021-03-06,2021,Mar,2020-2021,1,,2,6.763,6.763,6.7611875,6.636,6.99
2021-03-07,2021,Mar,2020-2021,1,,2,6.788,6.7755,6.77498958333333,6.636,7.015
2021-03-08,2021,Mar,2020-2021,1,,2,6.737,6.71833333333333,6.73144791666667,6.509,6.965
2021-03-09,2021,Mar,2020-2021,1,,2,6.712,6.73595833333333,6.73394791666667,6.153,7.444
2021-03-10,2021,Mar,2020-2021,1,,2,6.763,6.763,6.84821875,6.484,7.519
2021-03-11,2021,Mar,2020-2021,1,,2,6.535,6.64854166666667,6.60929166666667,6.281,6.788
2021-03-12,2021,Mar,2020-2021,1,,2,6.763,6.688625,6.69614583333333,6.306,7.293
2021-03-13,2021,Mar,2020-2021,1,,2,6.712,6.82491666666667,6.83069791666667,6.687,6.965
2021-03-14,2021,Mar,2020-2021,1,,2,6.661,6.63175,6.62061458333333,6.331,6.864
2021-03-15,2021,Mar,2020-2021,1,,2,6.661,6.59908333333333,6.57991666666667,6.255,6.712
2021-03-16,2021,Mar,2020-2021,1,,2,6.687,6.67508333333333,6.6926875,6.306,6.864
2021-03-17,2021,Mar,2020-2021,1,,2,6.763,6.71308333333333,6.671625,6.357,6.839
2021-03-18,2021,Mar,2020-2021,1,,2,6.839,6.76508333333333,6.76877083333333,6.636,6.864
2021-03-19,2021,Mar,2020-2021,1,,2,6.99,6.889,6.88805208333333,6.788,7.041
2021-03-20,2021,Mar,2020-2021,1,,2,6.813,6.93345833333333,6.93140625,6.813,7.015
2021-03-21,2021,Mar,2020-2021,1,,2,6.839,6.739625,6.72377083333333,6.433,6.914
2021-03-22,2021,Mar,2020-2021,1,,2,7.015,7.015,7.01720833333333,6.839,7.368
2021-03-23,2021,Mar,2020-2021,1,,2,6.864,6.965,6.95492708333333,6.864,7.066
2021-03-24,2021,Mar,2020-2021,1,,2,6.864,6.92808333333333,6.96960416666667,6.864,7.217
2021-03-25,2021,Mar,2020-2021,1,,2,7.091,7.05245833333333,7.06959375,6.737,7.594
2021-03-26,2021,Mar,2020-2021,1,,2,7.091,7.09308333333333,7.13522916666667,7.015,7.343
2021-03-27,2021,Mar,2020-2021,1,,2,7.091,7.091,7.09310416666667,7.041,7.142
2021-03-28,2021,Mar,2020-2021,1,,2,7.041,7.116,7.22310416666666,6.99,7.82
2021-03-29,2021,Mar,2020-2021,1,,2,7.167,7.066,6.94852083333333,5.77,7.895
2021-03-30,2021,Mar,2020-2021,1,,2,7.217,7.217,7.19454166666667,6.914,7.494
2021-03-31,2021,Mar,2020-2021,1,,2,7.192,7.217,7.22680208333334,7.041,7.494
2021-04-01,2021,Apr,2020-2021,1,,2,7.217,7.25270833333333,7.23105208333333,6.94,7.419
2021-04-02,2021,Apr,2020-2021,1,,2,7.217,7.21804166666667,7.19560416666667,6.99,7.293
2021-04-03,2021,Apr,2020-2021,1,,2,7.318,7.268,7.23940625,7.116,7.419
2021-04-04,2021,Apr,2020-2021,1,,2,7.594,7.46170833333333,7.43,7.015,7.945
2021-04-05,2021,Apr,2020-2021,1,,2,7.469,7.48045833333333,7.53280208333333,7.343,8.02
2021-04-06,2021,Apr,2020-2021,1,,2,7.519,7.49504166666667,7.575,7.419,7.87
2021-04-07,2021,Apr,2020-2021,1,,2,7.444,7.53358333333333,7.58980208333333,7.444,7.995
2021-04-08,2021,Apr,2020-2021,1,,2,7.343,7.406,7.43465625,7.217,7.695
2021-04-09,2021,Apr,2020-2021,1,,2,7.293,7.293,7.28702083333333,7.091,7.444
2021-04-10,2021,Apr,2020-2021,1,,2,7.444,7.29404166666667,7.31292708333333,6.737,7.745
2021-04-11,2021,Apr,2020-2021,1,,2,7.519,7.47004166666667,7.56744791666666,7.167,8.593
2021-04-12,2021,Apr,2020-2021,1,,2,7.594,7.51795833333333,7.49163541666667,6.813,7.995
2021-04-13,2021,Apr,2020-2021,1,,2,7.745,7.62008333333333,7.60405208333333,7.066,7.92
2021-04-14,2021,Apr,2020-2021,1,,2,7.72,7.80020833333333,7.79767708333333,7.368,8.07
2021-04-15,2021,Apr,2020-2021,1,,2,7.995,7.966875,7.97803125,7.73666666666667,8.369
2021-04-16,2021,Apr,2020-2021,1,,2,8.419,8.16270833333333,8.18554166666667,7.92,8.469
2021-04-17,2021,Apr,2020-2021,1,,2,8.941,8.60341666666667,8.622125,8.319,9.04
2021-04-18,2021,Apr,2020-2021,1,,2,10.418,9.32179166666667,9.30565625,8.618,10.418
2021-04-19,2021,Apr,2020-2021,1,,2,10.32,10.5527916666667,10.555375,9.706,11.297
2021-04-20,2021,Apr,2020-2021,1,,2,9.756,10.0425833333333,10.0239791666667,9.583,10.541
2021-04-21,2021,Apr,2020-2021,1,,2,10.001,9.831125,9.86686458333333,9.558,10.492
2021-04-22,2021,Apr,2020-2021,1,,2,9.977,9.86929166666667,9.94666666666667,9.361,10.761
2021-04-23,2021,Apr,2020-2021,1,,2,9.238,9.34025,9.38494791666667,9.015,10.051
2021-04-24,2021,Apr,2020-2021,1,,2,8.693,9.23275,9.23580208333333,8.643,9.854
2021-04-25,2021,Apr,2020-2021,1,,2,8.618,8.97370833333333,9.03805208333333,8.593,9.558
2021-04-26,2021,Apr,2020-2021,1,,2,8.965,9.08070833333333,9.10290625,8.62633333333333,9.485
2021-04-27,2021,Apr,2020-2021,1,,2,9.139,9.11504166666667,9.13875,8.866,9.583
2021-04-28,2021,Apr,2020-2021,1,,2,9.064,9.13691666666667,9.14501041666667,9.064,9.262
2021-04-29,2021,Apr,2020-2021,1,,2,9.163,9.18904166666667,9.17732291666667,9.04,9.386
2021-04-30,2021,Apr,2020-2021,1,,2,9.114,9.163,9.16126041666667,9.114,9.213
2021-05-01,2021,May,2020-2021,1,,2,9.238,9.12958333333333,9.1549375,9.064,9.262
2021-05-02,2021,May,2020-2021,1,,2,9.262,9.21404166666667,9.23102083333333,8.99,9.682
2021-05-03,2021,May,2020-2021,1,,2,9.386,9.361,9.37675,9.213,9.829
2021-05-04,2021,May,2020-2021,1,,2,9.608,9.49595833333333,9.5441875,9.312,10.1
2021-05-05,2021,May,2020-2021,1,,2,9.46,9.50595833333333,9.5948125,9.386,10.075
2021-05-06,2021,May,2020-2021,1,,2,9.952,9.5245,9.77964583333334,9.435,10.541
2021-05-07,2021,May,2020-2021,1,,2,9.46,9.68254166666667,9.70925,9.46,10.075
2021-05-08,2021,May,2020-2021,1,,2,9.312,9.44645833333333,9.432625,9.312,9.509
2021-05-09,2021,May,2020-2021,1,,2,9.558,9.41004166666667,9.556625,9.312,10.051
2021-05-10,2021,May,2020-2021,1,,2,9.558,9.704,9.73241666666667,9.435,10.1
2021-05-11,2021,May,2020-2021,1,,2,9.608,9.731,9.7416875,9.558,9.928
2021-05-12,2021,May,2020-2021,1,,2,9.509,9.768,9.78513541666667,9.41,10.124
2021-05-13,2021,May,2020-2021,1,,2,9.534,9.79141666666667,9.85182291666666,9.41,10.418
2021-05-14,2021,May,2020-2021,1,,2,9.583,9.91770833333333,9.94948958333333,9.46,10.516
2021-05-15,2021,May,2020-2021,1,,2,9.78,9.80395833333333,9.82726041666667,9.5995,10.198
2021-05-16,2021,May,2020-2021,1,,2,9.756,9.74454166666667,9.73333333333333,9.632,9.879
2021-05-17,2021,May,2020-2021,1,,2,9.805,9.805,9.86017708333334,9.731,10.198
2021-05-18,2021,May,2020-2021,1,,2,9.977,9.929,9.95558333333333,9.805,10.394
2021-05-19,2021,May,2020-2021,1,,2,10.516,10.2520833333333,10.3169895833333,9.977,10.858
