Date,Year,Month,WaterYear,TWtrGooseSW_sgrassQ_level,TWtrGooseSW_sgrassQ_flags,TWtrGooseSW_sgrassUNESCO_Q_level,TWtrGooseSW_sgrass,TWtrGooseSW_sgrassMed,TWtrGooseSW_sgrassAvg,TWtrGooseSW_sgrassMin,TWtrGooseSW_sgrassMax
PST,Year,Month,WaterYear,Quality level,Quality flags,UNESCO QC,deg C,deg C,deg C,deg C,deg C
date,Year,Month,WaterYear,NS_Goose_SW_sgrass,NS_Goose_SW_sgrass,NS_Goose_SW_sgrass,NS_Goose_SW_sgrass,NS_Goose_SW_sgrass,NS_Goose_SW_sgrass,NS_Goose_SW_sgrass,NS_Goose_SW_sgrass
date,year,month,waterYear,WaterTemp_QL,WaterTemp_QC,WaterTemp_UQL,WaterTemp,WaterTemp_Med,WaterTemp_Avg,WaterTemp_Min,WaterTemp_Max
2017-04-26,2017,Apr,2016-2017,1,,2,10.124,10.154875,10.126578125,9.78,10.492
2017-04-27,2017,Apr,2016-2017,1,,2,9.608,9.8665,9.87997916666667,9.608,10.124
2017-04-28,2017,Apr,2016-2017,1,,2,9.952,9.8665,9.84053472222222,9.583,10.124
2017-04-29,2017,Apr,2016-2017,1,,2,9.805,10.075375,10.0803732638889,9.731,10.394
2017-04-30,2017,Apr,2016-2017,1,,2,9.706,9.657,9.664484375,9.435,9.829
2017-05-01,2017,May,2016-2017,1,,2,9.583,9.583,9.58918576388889,9.361,9.854
2017-05-02,2017,May,2016-2017,1,,2,9.854,9.854,9.76438368055556,9.435,10.1
2017-05-03,2017,May,2016-2017,1,,2,9.854,9.854,9.84747916666667,9.756,9.977
2017-05-04,2017,May,2016-2017,1,,2,10.051,9.95525,9.92392881944444,9.608,10.296
2017-05-05,2017,May,2016-2017,1,,2,9.657,9.7185,9.74062847222222,9.583,10.051
2017-05-06,2017,May,2016-2017,1,,2,9.632,9.7,9.712453125,9.632,9.903
2017-05-07,2017,May,2016-2017,1,,2,9.952,9.94,9.932375,9.632,10.394
2017-05-08,2017,May,2016-2017,1,,2,9.78,9.87275,9.88566666666667,9.731,10.1
2017-05-09,2017,May,2016-2017,1,,2,9.731,9.805,9.79786284722223,9.682,9.879
2017-05-10,2017,May,2016-2017,1,,2,10.051,9.961375,9.93596527777778,9.706,10.1
2017-05-11,2017,May,2016-2017,1,,2,10.173,10.222,10.2143993055556,10.001,10.369
2017-05-12,2017,May,2016-2017,1,,2,10.173,10.3295,10.3124583333333,10.149,10.541
2017-05-13,2017,May,2016-2017,1,,2,10.222,10.666,10.5753246527778,10.075,10.907
2017-05-14,2017,May,2016-2017,1,,2,10.834,10.406,10.460875,10.198,11.005
2017-05-15,2017,May,2016-2017,1,,2,10.075,10.1365,10.2064635416667,10.075,10.7975
2017-05-16,2017,May,2016-2017,1,,2,10.026,10.051,10.0532447916667,9.977,10.198
2017-05-17,2017,May,2016-2017,1,,2,11.053,11.041,10.7469809027778,10.026,11.175
2017-05-18,2017,May,2016-2017,1,,2,10.173,10.501,10.5276736111111,10.124,11.078
2017-05-19,2017,May,2016-2017,1,,2,11.029,10.5285,10.5060208333333,10.173,11.029
2017-05-20,2017,May,2016-2017,1,,2,11.783,11.139,11.3489826388889,10.516,12.195
2017-05-21,2017,May,2016-2017,1,,2,11.2,11.743625,11.4382482638889,10.345,12.63
2017-05-22,2017,May,2016-2017,1,,2,11.613,11.834625,11.722859375,10.736,13.137
2017-05-23,2017,May,2016-2017,1,,2,10.712,12.225125,12.1288211805556,10.541,13.088
2017-05-24,2017,May,2016-2017,1,,2,10.051,10.788125,10.7966545138889,10.026,12.364
2017-05-25,2017,May,2016-2017,1,,2,10.638,10.846,10.8770711805556,10.051,11.492
2017-05-26,2017,May,2016-2017,1,,2,10.858,11.041,10.9828194444444,10.614,11.346
2017-05-27,2017,May,2016-2017,1,,2,10.712,10.81,10.8923298611111,10.492,11.321
2017-05-28,2017,May,2016-2017,1,,2,10.956,11.06225,10.9787152777778,10.247,11.589
2017-05-29,2017,May,2016-2017,1,,2,10.394,10.5865,10.6789479166667,10.075,11.467
2017-05-30,2017,May,2016-2017,1,,2,11.273,10.761,10.8004322916667,10.345,11.321
2017-05-31,2017,May,2016-2017,1,,2,11.419,11.251375,11.2459895833333,11.029,11.419
2017-06-01,2017,Jun,2016-2017,1,,2,11.248,11.309,11.2715260416667,10.883,11.565
2017-06-02,2017,Jun,2016-2017,1,,2,11.492,11.391,11.4487013888889,11.2605,11.71
2017-06-03,2017,Jun,2016-2017,1,,2,11.078,11.403375,11.4376840277778,10.858,12.074
2017-06-04,2017,Jun,2016-2017,1,,2,11.394,11.492,11.4767222222222,11.1145,11.734
2017-06-05,2017,Jun,2016-2017,1,,2,11.394,11.2605,11.2627916666667,11.005,11.54
2017-06-06,2017,Jun,2016-2017,1,,2,11.492,11.54,11.5731284722222,11.37,11.904
2017-06-07,2017,Jun,2016-2017,1,,2,11.394,11.571,11.6390798611111,11.346,12.098
2017-06-08,2017,Jun,2016-2017,1,,2,11.807,11.71,11.6880260416667,11.394,11.953
2017-06-09,2017,Jun,2016-2017,1,,2,11.346,11.662,11.6699600694444,11.346,12.05
2017-06-10,2017,Jun,2016-2017,1,,2,11.248,11.224,11.1990520833333,10.956,11.856
2017-06-11,2017,Jun,2016-2017,1,,2,11.71,11.455,11.4128715277778,11.005,11.977
2017-06-12,2017,Jun,2016-2017,1,,2,12.001,12.307,12.242765625,11.71,12.509
2017-06-13,2017,Jun,2016-2017,1,,2,12.461,12.331125,12.2704930555556,11.856,12.63
2017-06-14,2017,Jun,2016-2017,1,,2,12.823,12.799,12.8019270833333,12.473,12.992
2017-06-15,2017,Jun,2016-2017,1,,2,11.929,12.195,12.2120104166667,11.856,12.823
2017-06-16,2017,Jun,2016-2017,1,,2,11.977,11.871,11.9125486111111,11.734,12.195
2017-06-17,2017,Jun,2016-2017,1,,2,12.243,12.0375,12.0566145833333,11.832,12.316
2017-06-18,2017,Jun,2016-2017,1,,2,13.497,12.829,12.7838298611111,12.243,13.497
2017-06-19,2017,Jun,2016-2017,1,,2,12.871,12.989,13.0429618055556,12.775,13.522
2017-06-20,2017,Jun,2016-2017,1,,2,12.799,12.751,12.5758333333333,11.977,12.896
2017-06-21,2017,Jun,2016-2017,1,,2,12.219,12.603,12.5699027777778,12.171,12.871
2017-06-22,2017,Jun,2016-2017,1,,2,12.243,12.534,12.5091388888889,12.219,12.703
2017-06-23,2017,Jun,2016-2017,1,,2,12.219,12.645,12.6505833333333,12.195,12.968
2017-06-24,2017,Jun,2016-2017,1,,2,12.243,12.871,12.7835208333333,12.219,13.305
2017-06-25,2017,Jun,2016-2017,1,,2,12.775,12.832,12.8635069444444,12.195,13.594
2017-06-26,2017,Jun,2016-2017,1,,2,12.437,12.63,12.7637534722222,12.437,13.377
2017-06-27,2017,Jun,2016-2017,1,,2,12.34,12.1405,12.2521753472222,11.88,12.896
2017-06-28,2017,Jun,2016-2017,1,,2,12.219,12.207,12.322140625,11.904,12.799
2017-06-29,2017,Jun,2016-2017,1,,2,12.389,12.370125,12.4435659722222,12.098,13.064
2017-06-30,2017,Jun,2016-2017,1,,2,12.389,12.34,12.3853541666667,12.243,12.727
2017-07-01,2017,Jul,2016-2017,1,,2,13.666,13.245,13.1919982638889,12.401,13.762
2017-07-02,2017,Jul,2016-2017,1,,2,12.582,13.497,13.1885347222222,12.243,13.654
2017-07-03,2017,Jul,2016-2017,1,,2,12.413,12.633,12.6087309027778,12.389,12.823
2017-07-04,2017,Jul,2016-2017,1,,2,12.558,12.706,12.7587274305556,12.413,13.185
2017-07-05,2017,Jul,2016-2017,1,,2,12.534,12.76,12.8403055555556,12.534,13.281
2017-07-06,2017,Jul,2016-2017,1,,2,12.678,13.317,13.2541319444444,12.534,13.714
2017-07-07,2017,Jul,2016-2017,1,,2,13.546,13.609,13.6333819444444,12.678,14.266
2017-07-08,2017,Jul,2016-2017,1,,2,14.194,13.636,13.79675,12.871,14.888
2017-07-09,2017,Jul,2016-2017,1,,2,12.871,13.69,13.791046875,12.847,14.529
2017-07-10,2017,Jul,2016-2017,1,,2,12.606,13.464,13.3626197916667,12.582,13.906
2017-07-11,2017,Jul,2016-2017,1,,2,13.738,13.978,13.7895625,12.195,14.481
2017-07-12,2017,Jul,2016-2017,1,,2,13.449,13.768,13.8319114583333,13.449,14.361
2017-07-13,2017,Jul,2016-2017,1,,2,13.425,13.912,13.7856319444444,12.703,14.601
2017-07-14,2017,Jul,2016-2017,1,,2,13.281,13.413,13.4625416666667,13.185,14.074
2017-07-15,2017,Jul,2016-2017,1,,2,14.17,14.095,13.8948385416667,13.257,14.577
2017-07-16,2017,Jul,2016-2017,1,,2,13.281,13.81,13.6535017361111,12.847,14.194
2017-07-17,2017,Jul,2016-2017,1,,2,13.064,13.32,13.3402239583333,13.04,13.642
2017-07-18,2017,Jul,2016-2017,1,,2,13.882,13.5005,13.4141284722222,13.064,14.122
2017-07-19,2017,Jul,2016-2017,1,,2,15.055,13.999,14.0866440972222,13.594,15.055
2017-07-20,2017,Jul,2016-2017,1,,2,14.385,14.394,14.4336006944444,14.002,15.031
2017-07-21,2017,Jul,2016-2017,1,,2,14.314,14.975,14.8705190972222,14.17,15.939
2017-07-22,2017,Jul,2016-2017,1,,2,13.401,14.487,14.4175086805556,13.401,14.816
2017-07-23,2017,Jul,2016-2017,1,,2,13.257,13.63,13.7928125,13.257,14.505
2017-07-24,2017,Jul,2016-2017,1,,2,14.074,13.765,13.6548802083333,13.064,14.457
2017-07-25,2017,Jul,2016-2017,1,,2,14.05,14.122,14.0200972222222,13.449,14.337
2017-07-26,2017,Jul,2016-2017,1,,2,13.786,14.244875,14.2845694444444,13.786,15.031
2017-07-27,2017,Jul,2016-2017,1,,2,13.738,13.75,13.8174652777778,13.497,14.84
2017-07-28,2017,Jul,2016-2017,1,,2,15.509,14.242,14.2440572916667,13.738,15.509
2017-07-29,2017,Jul,2016-2017,1,,2,15.652,15.440875,15.3958420138889,14.816,15.986
2017-07-30,2017,Jul,2016-2017,1,,2,14.768,15.321,15.1783263888889,14.361,15.867
2017-07-31,2017,Jul,2016-2017,1,,2,14.002,14.502,14.4535034722222,14.002,14.816
2017-08-01,2017,Aug,2016-2017,1,,2,14.122,14.185,14.3064791666667,14.002,14.816
2017-08-02,2017,Aug,2016-2017,1,,2,13.329,14.3045,14.2931545138889,13.281,15.127
2017-08-03,2017,Aug,2016-2017,1,,2,12.485,13.578875,13.4887916666667,12.147,14.122
2017-08-04,2017,Aug,2016-2017,1,,2,12.292,13.576,13.6015017361111,12.171,14.577
2017-08-05,2017,Aug,2016-2017,1,,2,11.783,14.185,13.967453125,11.37,15.294
2017-08-06,2017,Aug,2016-2017,1,,2,12.968,13.26,13.3325538194444,11.868,14.457
2017-08-07,2017,Aug,2016-2017,1,,2,12.001,13.425,13.2937552083333,11.977,14.098
2017-08-08,2017,Aug,2016-2017,1,,2,12.461,13.666,13.3946388888889,11.88,14.002
2017-08-09,2017,Aug,2016-2017,1,,2,13.377,13.335,13.3170694444444,11.856,14.361
2017-08-10,2017,Aug,2016-2017,1,"MV:16 of 24 missing:1 of 24 flagged",3,,12.620875,12.6070453318215,11.856,13.377
2017-08-11,2017,Aug,2016-2017,1,,9,,,,,
2017-08-12,2017,Aug,2016-2017,1,,9,,,,,
2017-08-13,2017,Aug,2016-2017,1,,9,,,,,
2017-08-14,2017,Aug,2016-2017,1,,9,,,,,
2017-08-15,2017,Aug,2016-2017,1,,9,,,,,
2017-08-16,2017,Aug,2016-2017,1,,9,,,,,
2017-08-17,2017,Aug,2016-2017,1,,9,,,,,
2017-08-18,2017,Aug,2016-2017,1,,9,,,,,
2017-08-19,2017,Aug,2016-2017,1,,9,,,,,
2017-08-20,2017,Aug,2016-2017,1,,9,,,,,
2017-08-21,2017,Aug,2016-2017,1,,9,,,,,
2017-08-22,2017,Aug,2016-2017,1,,9,,,,,
2017-08-23,2017,Aug,2016-2017,1,,9,,,,,
2017-08-24,2017,Aug,2016-2017,1,,9,,,,,
2017-08-25,2017,Aug,2016-2017,1,,9,,,,,
2017-08-26,2017,Aug,2016-2017,1,,9,,,,,
2017-08-27,2017,Aug,2016-2017,1,,9,,,,,
2017-08-28,2017,Aug,2016-2017,1,,9,,,,,
2017-08-29,2017,Aug,2016-2017,1,,9,,,,,
2017-08-30,2017,Aug,2016-2017,1,,9,,,,,
2017-08-31,2017,Aug,2016-2017,1,,9,,,,,
2017-09-01,2017,Sep,2016-2017,1,,9,,,,,
2017-09-02,2017,Sep,2016-2017,1,,9,,,,,
2017-09-03,2017,Sep,2016-2017,1,,9,,,,,
2017-09-04,2017,Sep,2016-2017,1,,9,,,,,
2017-09-05,2017,Sep,2016-2017,1,,9,,,,,
2017-09-06,2017,Sep,2016-2017,1,,9,,,,,
2017-09-07,2017,Sep,2016-2017,1,,9,,,,,
2017-09-08,2017,Sep,2016-2017,1,,9,,,,,
2017-09-09,2017,Sep,2016-2017,1,,9,,,,,
2017-09-10,2017,Sep,2016-2017,1,,9,,,,,
2017-09-11,2017,Sep,2016-2017,1,,9,,,,,
2017-09-12,2017,Sep,2016-2017,1,,9,,,,,
2017-09-13,2017,Sep,2016-2017,1,,9,,,,,
2017-09-14,2017,Sep,2016-2017,1,,9,,,,,
2017-09-15,2017,Sep,2016-2017,1,,9,,,,,
2017-09-16,2017,Sep,2016-2017,1,,9,,,,,
2017-09-17,2017,Sep,2016-2017,1,,9,,,,,
2017-09-18,2017,Sep,2016-2017,1,,9,,,,,
2017-09-19,2017,Sep,2016-2017,1,,9,,,,,
2017-09-20,2017,Sep,2016-2017,1,,9,,,,,
2017-09-21,2017,Sep,2016-2017,1,"MV:22 of 24 missing:1 of 24 flagged",3,13.2088888888889,13.3261111111111,13.3350231481481,13.2088888888889,13.4011111111111
2017-09-22,2017,Sep,2016-2017,1,,2,13.3527777777778,13.2631944444444,13.2678867669753,12.8711111111111,13.6661111111111
2017-09-23,2017,Sep,2016-2017,1,,2,13.2327777777778,13.0877777777778,13.0971990740741,12.8227777777778,13.4011111111111
2017-09-24,2017,Sep,2016-2017,1,,2,13.2811111111111,13.2480555555556,13.2417563657407,13.2088888888889,13.305
2017-09-25,2017,Sep,2016-2017,1,,2,13.3527777777778,13.3259027777778,13.3322482638889,13.2572222222222,13.4488888888889
2017-09-26,2017,Sep,2016-2017,1,,2,13.3772222222222,13.3802083333333,13.3878819444444,13.3288888888889,13.4488888888889
2017-09-27,2017,Sep,2016-2017,1,,2,13.5461111111111,13.5097222222222,13.4789814814815,13.3527777777778,13.6177777777778
2017-09-28,2017,Sep,2016-2017,1,,2,13.6177777777778,13.5222222222222,13.5211294367284,13.425,13.6422222222222
2017-09-29,2017,Sep,2016-2017,1,,2,13.9777777777778,13.8458333333333,13.7780324074074,13.5938888888889,13.9777777777778
2017-09-30,2017,Sep,2016-2017,1,,2,13.04,13.7138888888889,13.601099537037,13.04,14.0261111111111
2017-10-01,2017,Oct,2017-2018,1,,2,13.2572222222222,13.2572222222222,13.2069762731481,13.0161111111111,13.425
2017-10-02,2017,Oct,2017-2018,1,,2,13.185,13.1730555555556,13.1609394290123,13.04,13.2811111111111
2017-10-03,2017,Oct,2017-2018,1,,2,12.7027777777778,12.9017361111111,12.8196720679012,12.1711111111111,13.2811111111111
2017-10-04,2017,Oct,2017-2018,1,,2,12.6061111111111,12.6658333333333,12.5288175154321,11.6861111111111,13.1372222222222
2017-10-05,2017,Oct,2017-2018,1,,2,12.7027777777778,12.6090972222222,12.4260628858025,11.2972222222222,13.1122222222222
2017-10-06,2017,Oct,2017-2018,1,,2,12.485,12.8227777777778,12.8660223765432,12.485,13.3772222222222
2017-10-07,2017,Oct,2017-2018,1,,2,12.05,12.5397222222222,12.4782937885802,12.05,13.1372222222222
2017-10-08,2017,Oct,2017-2018,1,,2,12.2188888888889,12.0160416666667,12.0426813271605,11.3938888888889,12.3888888888889
2017-10-09,2017,Oct,2017-2018,1,,2,12.0977777777778,12.1222222222222,12.1230304783951,12.025,12.2188888888889
2017-10-10,2017,Oct,2017-2018,1,,2,11.54,11.6008333333333,11.6121527777778,11.37,12.0977777777778
2017-10-11,2017,Oct,2017-2018,1,,2,11.3211111111111,11.4063888888889,11.3910204475309,11.1511111111111,11.54
2017-10-12,2017,Oct,2017-2018,1,,2,11.2972222222222,11.3974305555556,11.4040769675926,11.2238888888889,11.54
2017-10-13,2017,Oct,2017-2018,1,,2,11.1511111111111,11.3304861111111,11.3382552083333,11.1511111111111,11.54
2017-10-14,2017,Oct,2017-2018,1,,2,11.0527777777778,11.1022222222222,11.094040316358,10.9322222222222,11.175
2017-10-15,2017,Oct,2017-2018,1,,2,10.8827777777778,10.9322222222222,10.9424324845679,10.8338888888889,11.0408333333333
2017-10-16,2017,Oct,2017-2018,1,,2,11.0527777777778,10.9322222222222,10.9452179783951,10.785,11.2
2017-10-17,2017,Oct,2017-2018,1,,2,11.1511111111111,11.1570833333333,11.1726996527778,11.0527777777778,11.3211111111111
2017-10-18,2017,Oct,2017-2018,1,,2,10.565,10.6377777777778,10.6848254243827,10.3938888888889,11.1391666666667
2017-10-19,2017,Oct,2017-2018,1,,2,10.1977777777778,10.3938888888889,10.3528520447531,9.92777777777778,10.59
2017-10-20,2017,Oct,2017-2018,1,,2,10.2711111111111,10.1025694444444,10.110162037037,9.82888888888889,10.4427777777778
2017-10-21,2017,Oct,2017-2018,1,,2,10.0011111111111,10.0011111111111,10.0183043981481,9.78,10.2591666666667
2017-10-22,2017,Oct,2017-2018,1,,2,9.82888888888889,9.85388888888889,9.85848186728395,9.70611111111111,10.0011111111111
2017-10-23,2017,Oct,2017-2018,1,,2,10.0011111111111,9.77104166666667,9.78704282407407,9.55777777777778,10.0011111111111
2017-10-24,2017,Oct,2017-2018,1,,2,10.1727777777778,9.98020833333334,9.99098283179012,9.82888888888889,10.2711111111111
2017-10-25,2017,Oct,2017-2018,1,,2,9.805,9.783125,9.85156442901234,9.73111111111111,10.1727777777778
2017-10-26,2017,Oct,2017-2018,1,,2,9.85388888888889,9.84138888888889,9.80946759259259,9.68222222222222,9.85388888888889
2017-10-27,2017,Oct,2017-2018,1,,2,9.85388888888889,9.85388888888889,9.85364583333333,9.82888888888889,9.90277777777778
2017-10-28,2017,Oct,2017-2018,1,,2,9.75611111111111,9.77388888888889,9.78572145061728,9.63222222222222,9.87888888888889
2017-10-29,2017,Oct,2017-2018,1,,2,9.90277777777778,9.75611111111111,9.76858410493827,9.60777777777778,9.92777777777778
2017-10-30,2017,Oct,2017-2018,1,,2,9.46,9.515,9.55074170524691,9.31222222222222,9.89083333333333
2017-10-31,2017,Oct,2017-2018,1,,2,9.485,9.49694444444444,9.35759162808642,8.66777777777778,9.65722222222222
2017-11-01,2017,Nov,2017-2018,1,,2,9.63222222222222,9.62,9.61544270833333,9.485,9.73111111111111
2017-11-02,2017,Nov,2017-2018,1,,2,9.50888888888889,9.59527777777778,9.40361304012346,7.995,9.73111111111111
2017-11-03,2017,Nov,2017-2018,1,,2,9.28722222222222,8.70194444444444,8.63402295524691,6.94,9.805
2017-11-04,2017,Nov,2017-2018,1,,2,8.94111111111111,7.9325,8.06712480709876,7.11611111111111,9.28722222222222
2017-11-05,2017,Nov,2017-2018,1,,2,7.21722222222222,7.17,7.151484375,5.05,9.13888888888889
2017-11-06,2017,Nov,2017-2018,1,,2,7.695,7.24861111111111,6.93770447530864,4.99888888888889,7.895
2017-11-07,2017,Nov,2017-2018,1,,2,7.44388888888889,7.46888888888889,7.47238040123457,7.24222222222222,7.745
2017-11-08,2017,Nov,2017-2018,1,,2,7.51888888888889,7.54388888888889,7.53755883487655,7.14222222222222,7.995
2017-11-09,2017,Nov,2017-2018,1,,2,7.645,7.61263888888889,7.54117766203704,7.16722222222222,7.72
2017-11-10,2017,Nov,2017-2018,1,,2,7.87,7.845,7.84408854166667,7.6575,7.92
2017-11-11,2017,Nov,2017-2018,1,,2,7.845,7.895,7.89417534722222,7.82,7.945
2017-11-12,2017,Nov,2017-2018,1,,2,8.095,7.87,7.93050347222222,7.77,8.295
2017-11-13,2017,Nov,2017-2018,1,,2,7.945,8.49701388888889,8.39784143518519,7.945,8.56777777777778
2017-11-14,2017,Nov,2017-2018,1,,2,8.39388888888889,7.77,7.86144290123457,7.645,8.44388888888889
2017-11-15,2017,Nov,2017-2018,1,,2,8.22,8.1575,8.17343846450617,7.97,8.38138888888889
2017-11-16,2017,Nov,2017-2018,1,,2,8.22,8.05125,8.06079861111111,7.945,8.22
2017-11-17,2017,Nov,2017-2018,1,,2,7.56888888888889,7.904375,7.91344135802469,7.56888888888889,8.245
2017-11-18,2017,Nov,2017-2018,1,,2,7.82,7.654375,7.64965663580247,7.51888888888889,7.87
2017-11-19,2017,Nov,2017-2018,1,,2,9.08888888888889,9.02423611111111,8.77372685185185,7.82,9.28722222222222
2017-11-20,2017,Nov,2017-2018,1,,2,8.51888888888889,8.99,8.8386824845679,8.195,9.16277777777778
2017-11-21,2017,Nov,2017-2018,1,,2,7.72,8.38152777777778,8.25976658950617,7.645,8.64277777777778
2017-11-22,2017,Nov,2017-2018,1,,2,8.56777777777778,8.12,8.16875192901235,7.7325,8.64277777777778
2017-11-23,2017,Nov,2017-2018,1,,2,8.79222222222222,8.60527777777778,8.74289351851852,8.46888888888889,9.26222222222222
2017-11-24,2017,Nov,2017-2018,1,,2,8.71722222222222,8.59277777777778,8.60954378858025,8.54277777777778,8.75472222222222
2017-11-25,2017,Nov,2017-2018,1,,2,8.86611111111111,8.69583333333333,8.69191358024691,8.49388888888889,8.86611111111111
2017-11-26,2017,Nov,2017-2018,1,,2,8.39388888888889,8.54277777777778,8.61147955246914,8.36888888888889,8.94111111111111
2017-11-27,2017,Nov,2017-2018,1,,2,8.12,8.27,8.30794077932099,8.12,8.54277777777778
2017-11-28,2017,Nov,2017-2018,1,,2,8.84111111111111,8.39701388888889,8.49744020061729,8.02,9.23777777777778
2017-11-29,2017,Nov,2017-2018,1,,2,8.74222222222222,8.55541666666667,8.56227430555556,8.31888888888889,8.82916666666667
2017-11-30,2017,Nov,2017-2018,1,,2,8.66777777777778,8.53395833333333,8.53373263888889,8.195,8.79222222222222
2017-12-01,2017,Dec,2017-2018,1,,2,8.61777777777778,8.54944444444444,8.52731288580247,8.22,8.71722222222222
2017-12-02,2017,Dec,2017-2018,1,,2,8.81722222222222,8.51888888888889,8.55630111882716,8.07,8.81722222222222
2017-12-03,2017,Dec,2017-2018,1,,2,7.795,8.116875,8.04369212962963,7.49388888888889,8.81722222222222
2017-12-04,2017,Dec,2017-2018,1,,2,7.67,7.65423611111111,7.63179108796296,7.14222222222222,7.82
2017-12-05,2017,Dec,2017-2018,1,,2,7.97,7.77,7.78582561728395,7.61888888888889,8.27
2017-12-06,2017,Dec,2017-2018,1,,2,7.61888888888889,7.823125,7.8120987654321,7.49388888888889,7.995
2017-12-07,2017,Dec,2017-2018,1,,2,7.54388888888889,7.55326388888889,7.44396508487654,6.35722222222222,7.72
2017-12-08,2017,Dec,2017-2018,1,,2,7.49388888888889,7.47826388888889,7.20498649691358,6.15277777777778,7.59388888888889
2017-12-09,2017,Dec,2017-2018,1,,2,7.695,7.61888888888889,7.59321566358025,7.29277777777778,7.695
2017-12-10,2017,Dec,2017-2018,1,,2,7.845,7.766875,7.75671875,7.67,7.945
2017-12-11,2017,Dec,2017-2018,1,,2,7.72,7.7575,7.77941840277777,7.645,7.92
2017-12-12,2017,Dec,2017-2018,1,,2,7.87,7.87,7.84248263888889,7.695,7.895
2017-12-13,2017,Dec,2017-2018,1,,2,7.945,7.91375,7.90580729166667,7.795,7.97
2017-12-14,2017,Dec,2017-2018,1,,2,7.745,7.745,7.77902777777778,7.67,7.945
2017-12-15,2017,Dec,2017-2018,1,,2,7.82,7.795,7.787578125,7.695,7.845
2017-12-16,2017,Dec,2017-2018,1,,2,7.46888888888889,7.51576388888889,7.52667052469136,7.34277777777778,7.82
2017-12-17,2017,Dec,2017-2018,1,,2,8.02,7.995,7.86015046296296,7.46888888888889,8.27
2017-12-18,2017,Dec,2017-2018,1,,2,7.41888888888889,7.945,7.79489390432099,7.36777777777778,8.12
2017-12-19,2017,Dec,2017-2018,1,,2,8.34388888888889,8.33805555555555,8.08935088734568,7.39277777777778,8.51888888888889
2017-12-20,2017,Dec,2017-2018,1,,2,7.21722222222222,7.255,7.44538580246914,6.86388888888889,8.36888888888889
2017-12-21,2017,Dec,2017-2018,1,,2,7.04111111111111,7.05305555555556,7.10502411265432,6.78777777777778,7.39277777777778
2017-12-22,2017,Dec,2017-2018,1,,2,5.41111111111111,6.42666666666667,6.32184992283951,4.97277777777778,7.09111111111111
2017-12-23,2017,Dec,2017-2018,1,,2,5.33388888888889,5.56520833333333,5.61067418981481,4.92111111111111,6.66111111111111
2017-12-24,2017,Dec,2017-2018,1,,2,5.94888888888889,5.76069444444444,5.79113136574074,5.30777777777778,6.56
2017-12-25,2017,Dec,2017-2018,1,,2,5.79611111111111,6.18826388888889,6.15601755401235,5.79611111111111,6.28111111111111
2017-12-26,2017,Dec,2017-2018,1,,2,5.82111111111111,5.83430555555555,5.76281539351852,4.92111111111111,6.15277777777778
2017-12-27,2017,Dec,2017-2018,1,,2,5.17888888888889,5.99388888888889,5.98957947530864,5.17888888888889,6.35722222222222
2017-12-28,2017,Dec,2017-2018,1,,2,5.10222222222222,5.46861111111111,5.51912615740741,5.10222222222222,6.17888888888889
2017-12-29,2017,Dec,2017-2018,1,,2,5.89777777777778,5.33104166666667,5.44185185185185,4.84388888888889,6.10222222222222
2017-12-30,2017,Dec,2017-2018,1,,2,5.53888888888889,5.58784722222222,5.53808834876543,4.74,5.89777777777778
2017-12-31,2017,Dec,2017-2018,1,,2,5.565,5.32409722222222,5.28255111882716,4.37611111111111,5.69277777777778
2018-01-01,2018,Jan,2017-2018,1,,2,6.07722222222222,5.52965277777778,5.6309587191358,5.30777777777778,6.15277777777778
2018-01-02,2018,Jan,2017-2018,1,,2,6.30611111111111,6.08,6.14951774691358,5.82111111111111,6.43277777777778
2018-01-03,2018,Jan,2017-2018,1,,2,6.585,6.45777777777778,6.53392168209877,6.05111111111111,7.34277777777778
2018-01-04,2018,Jan,2017-2018,1,,2,6.81277777777778,6.77527777777778,6.77469714506173,6.48388888888889,7.09111111111111
2018-01-05,2018,Jan,2017-2018,1,,2,7.11611111111111,7.10986111111111,7.08898726851852,6.82583333333333,7.16722222222222
2018-01-06,2018,Jan,2017-2018,1,,2,6.86388888888889,7.015,7.03740162037037,6.83888888888889,7.31777777777778
2018-01-07,2018,Jan,2017-2018,1,,2,6.99,6.87013888888889,6.84633198302469,6.68722222222222,6.99
2018-01-08,2018,Jan,2017-2018,1,,2,7.24222222222222,7.05673611111111,7.1111824845679,6.94,7.26777777777778
2018-01-09,2018,Jan,2017-2018,1,,2,7.24222222222222,7.46888888888889,7.43680941358025,7.24222222222222,7.51888888888889
2018-01-10,2018,Jan,2017-2018,1,,2,6.61111111111111,7.16722222222222,7.13316358024691,6.61111111111111,7.36777777777778
2018-01-11,2018,Jan,2017-2018,1,,2,5.66777777777778,6.41402777777778,6.32073109567901,5.66777777777778,6.71222222222222
2018-01-12,2018,Jan,2017-2018,1,,2,5.89777777777778,5.85305555555556,6.05154513888889,5.05,7.795
2018-01-13,2018,Jan,2017-2018,1,,2,6.45777777777778,6.43277777777778,6.39877314814815,5.89777777777778,6.535
2018-01-14,2018,Jan,2017-2018,1,,2,7.11611111111111,6.69034722222222,6.63848283179012,6.43277777777778,7.11611111111111
2018-01-15,2018,Jan,2017-2018,1,,2,7.39277777777778,7.31777777777778,7.29483217592593,6.86388888888889,7.72
