Date,Year,Month,WaterYear,TWtrGooseSW_sgrassQ_level,TWtrGooseSW_sgrassQ_flags,TWtrGooseSW_sgrassUNESCO_Q_level,TWtrGooseSW_sgrass,TWtrGooseSW_sgrassMed,TWtrGooseSW_sgrassAvg,TWtrGooseSW_sgrassMin,TWtrGooseSW_sgrassMax
PST,Year,Month,WaterYear,Quality level,Quality flags,UNESCO QC,deg C,deg C,deg C,deg C,deg C
date,Year,Month,WaterYear,NS_Goose_SW_sgrass,NS_Goose_SW_sgrass,NS_Goose_SW_sgrass,NS_Goose_SW_sgrass,NS_Goose_SW_sgrass,NS_Goose_SW_sgrass,NS_Goose_SW_sgrass,NS_Goose_SW_sgrass
date,year,month,waterYear,WaterTemp_QL,WaterTemp_QC,WaterTemp_UQL,WaterTemp,WaterTemp_Med,WaterTemp_Avg,WaterTemp_Min,WaterTemp_Max
2015-10-16,2015,Oct,2015-2016,1,,2,11.88,11.88,11.876453125,11.734,11.977
2015-10-17,2015,Oct,2015-2016,1,,2,11.977,11.856,11.8392760416667,11.686,12.05
2015-10-18,2015,Oct,2015-2016,1,,2,11.832,11.832,11.8053975694444,11.613,11.977
2015-10-19,2015,Oct,2015-2016,1,,2,11.929,11.856,11.8790399305556,11.832,12.074
2015-10-20,2015,Oct,2015-2016,1,,2,11.613,11.637,11.70775,11.565,11.929
2015-10-21,2015,Oct,2015-2016,1,,2,12.001,11.668,11.7733333333333,11.54,12.171
2015-10-22,2015,Oct,2015-2016,1,,2,11.953,11.8895,11.8861388888889,11.686,12.074
2015-10-23,2015,Oct,2015-2016,1,,2,12.122,12.03125,11.9538871527778,11.637,12.147
2015-10-24,2015,Oct,2015-2016,1,,2,12.122,12.177,12.1994166666667,12.098,12.413
2015-10-25,2015,Oct,2015-2016,1,,2,12.147,12.059,12.1084288194444,11.783,12.534
2015-10-26,2015,Oct,2015-2016,1,,2,11.783,11.734,11.7455069444444,11.565,12.147
2015-10-27,2015,Oct,2015-2016,1,,2,11.929,11.658875,11.6753645833333,11.005,12.292
2015-10-28,2015,Oct,2015-2016,1,,2,11.807,11.783,11.7988229166667,11.637,12.147
2015-10-29,2015,Oct,2015-2016,1,,2,11.807,11.807,11.8143333333333,11.686,12.05
2015-10-30,2015,Oct,2015-2016,1,,2,12.05,12.019125,11.9924809027778,11.759,12.34
2015-10-31,2015,Oct,2015-2016,1,,2,11.953,11.953,11.9481545138889,11.734,12.147
2015-11-01,2015,Nov,2015-2016,1,,2,11.856,11.759,11.8001336805556,11.637,11.977
2015-11-02,2015,Nov,2015-2016,1,,2,11.686,11.734,11.7372881944444,11.565,11.88
2015-11-03,2015,Nov,2015-2016,1,,2,11.516,11.7375,11.7473784722222,11.492,11.856
2015-11-04,2015,Nov,2015-2016,1,,2,11.662,11.37,11.4387951388889,11.321,11.759
2015-11-05,2015,Nov,2015-2016,1,,2,11.224,11.662,11.6472673611111,11.175,11.783
2015-11-06,2015,Nov,2015-2016,1,,2,11.224,11.001875,11.0416875,10.883,11.224
2015-11-07,2015,Nov,2015-2016,1,,2,10.956,11.123875,11.1224236111111,10.956,11.224
2015-11-08,2015,Nov,2015-2016,1,,2,11.273,11.050125,11.0754288194444,10.761,11.54
2015-11-09,2015,Nov,2015-2016,1,,2,10.834,10.858,10.9125260416667,10.59,11.273
2015-11-10,2015,Nov,2015-2016,1,,2,10.369,10.418,10.4154947916667,10.075,10.834
2015-11-11,2015,Nov,2015-2016,1,,2,9.977,10.1885,10.2893888888889,9.829,10.858
2015-11-12,2015,Nov,2015-2016,1,,2,10.467,10.207,10.0372881944444,9.583,10.467
2015-11-13,2015,Nov,2015-2016,1,,2,9.952,10.384375,10.3869982638889,9.854,11.029
2015-11-14,2015,Nov,2015-2016,1,,2,9.78,10.053625,10.0097152777778,9.485,10.394
2015-11-15,2015,Nov,2015-2016,1,,2,9.509,9.86025,9.86563715277778,9.509,10.149
2015-11-16,2015,Nov,2015-2016,1,,2,9.903,9.490875,9.50757986111111,9.089,9.903
2015-11-17,2015,Nov,2015-2016,1,,2,9.977,10.102875,10.1360173611111,9.731,10.565
2015-11-18,2015,Nov,2015-2016,1,,2,9.608,9.647625,9.747890625,9.435,10.247
2015-11-19,2015,Nov,2015-2016,1,,2,9.312,9.444375,9.45454861111111,9.139,9.657
2015-11-20,2015,Nov,2015-2016,1,,2,8.965,8.931625,8.79331076388889,7.695,9.2995
2015-11-21,2015,Nov,2015-2016,1,,2,9.064,9.085875,9.00852256944444,8.444,9.213
2015-11-22,2015,Nov,2015-2016,1,,2,10.271,9.24375,9.54686979166667,9.015,10.541
2015-11-23,2015,Nov,2015-2016,1,,2,9.238,9.23125,9.33316145833333,7.77,10.785
2015-11-24,2015,Nov,2015-2016,1,,2,8.22,7.92625,7.59784375,5.437,9.139
2015-11-25,2015,Nov,2015-2016,1,,2,8.344,7.6445,7.29545833333333,5.024,8.568
2015-11-26,2015,Nov,2015-2016,1,,2,8.27,7.779125,7.43810763888889,5.591,8.3315
2015-11-27,2015,Nov,2015-2016,1,,2,8.22,7.666875,7.45144097222222,5.693,8.841
2015-11-28,2015,Nov,2015-2016,1,,2,7.544,7.795,7.66118055555556,5.924,8.717
2015-11-29,2015,Nov,2015-2016,1,,2,7.393,7.82625,7.80008159722222,6.458,9.114
2015-11-30,2015,Nov,2015-2016,1,,2,7.845,8.1325,7.93854166666667,6.94,8.394
2015-12-01,2015,Dec,2015-2016,1,,2,8.568,8.459625,8.48980034722222,7.77,8.891
2015-12-02,2015,Dec,2015-2016,1,,2,8.717,8.717,8.68763715277778,8.543,8.866
2015-12-03,2015,Dec,2015-2016,1,,2,8.717,9.114,9.07570138888889,8.717,9.435
2015-12-04,2015,Dec,2015-2016,1,,2,8.817,8.844125,8.8124375,8.568,8.99
2015-12-05,2015,Dec,2015-2016,1,,2,8.693,8.742,8.75742361111111,8.693,8.866
2015-12-06,2015,Dec,2015-2016,1,,2,9.064,8.817,8.81496701388889,8.568,9.262
2015-12-07,2015,Dec,2015-2016,1,,2,9.163,9.142,9.13838368055555,9.04,9.238
2015-12-08,2015,Dec,2015-2016,1,,2,9.163,9.1015,9.06213194444444,8.841,9.188
2015-12-09,2015,Dec,2015-2016,1,,2,9.114,9.287,9.27654340277778,9.064,9.534
2015-12-10,2015,Dec,2015-2016,1,,2,8.792,8.891,8.88600347222222,8.469,9.188
2015-12-11,2015,Dec,2015-2016,1,,2,8.792,8.742,8.73748611111111,8.519,9.064
2015-12-12,2015,Dec,2015-2016,1,,2,9.064,9.039625,9.01066666666667,8.717,9.262
2015-12-13,2015,Dec,2015-2016,1,,2,8.593,8.74825,8.73865798611111,7.995,9.139
2015-12-14,2015,Dec,2015-2016,1,,2,8.07,8.41275,8.36390104166667,7.795,8.792
2015-12-15,2015,Dec,2015-2016,1,,2,8.295,8.279375,8.25530381944445,7.945,8.543
2015-12-16,2015,Dec,2015-2016,1,,2,7.67,8.02625,8.01116840277778,7.619,8.618
2015-12-17,2015,Dec,2015-2016,1,,2,7.444,7.60025,7.63787847222222,7.444,7.945
2015-12-18,2015,Dec,2015-2016,1,,2,7.745,7.81375,7.84358854166666,7.419,8.469
2015-12-19,2015,Dec,2015-2016,1,,2,8.22,7.76375,7.85902951388889,7.393,8.519
2015-12-20,2015,Dec,2015-2016,1,,2,7.82,8.23875,8.22502777777778,7.82,8.543
2015-12-21,2015,Dec,2015-2016,1,,2,7.845,7.895,7.83921354166667,7.469,8.17
2015-12-22,2015,Dec,2015-2016,1,,2,7.87,7.898125,7.92097743055555,7.594,8.27
2015-12-23,2015,Dec,2015-2016,1,,2,8.593,8.47825,8.46778645833333,7.895,8.891
2015-12-24,2015,Dec,2015-2016,1,,2,7.77,8.266875,8.11182465277778,7.217,8.643
2015-12-25,2015,Dec,2015-2016,1,,2,7.167,7.428,7.34988020833333,6.687,8.12
2015-12-26,2015,Dec,2015-2016,1,,2,7.469,7.308625,7.31135069444444,6.864,7.67
2015-12-27,2015,Dec,2015-2016,1,,2,8.444,8.15125,8.14718923611111,7.444,8.841
2015-12-28,2015,Dec,2015-2016,1,,2,8.17,8.434625,8.37490625,7.895,8.643
2015-12-29,2015,Dec,2015-2016,1,,2,7.67,7.966875,7.8793125,7.368,8.195
2015-12-30,2015,Dec,2015-2016,1,,2,6.687,7.217,7.22347743055556,6.458,7.795
2015-12-31,2015,Dec,2015-2016,1,,2,6.204,6.680625,6.59281076388889,5.385,7.368
2016-01-01,2016,Jan,2015-2016,1,,2,6.255,6.17225,6.109953125,5.437,6.99
2016-01-02,2016,Jan,2015-2016,1,,2,6.179,6.34075,6.17806944444444,5.282,6.889
2016-01-03,2016,Jan,2015-2016,1,,2,6.382,6.038375,5.83033506944444,4.324,6.965
2016-01-04,2016,Jan,2015-2016,1,,2,6.204,5.862625,5.46916319444445,3.459,6.661
2016-01-05,2016,Jan,2015-2016,1,,2,6.204,5.834,5.60909027777778,3.827,6.788
2016-01-06,2016,Jan,2015-2016,1,,2,6.331,5.732125,5.78879340277778,4.818,6.382
2016-01-07,2016,Jan,2015-2016,1,,2,6.128,5.92025,5.89641493055556,5.205,6.458
2016-01-08,2016,Jan,2015-2016,1,,2,6.357,6.2615,6.21764409722222,5.591,6.611
2016-01-09,2016,Jan,2015-2016,1,,2,6.687,6.64225,6.56304513888889,6.051,6.914
2016-01-10,2016,Jan,2015-2016,1,,2,6.788,6.63925,6.53993576388889,5.924,7.015
2016-01-11,2016,Jan,2015-2016,1,,2,7.268,6.895375,7.00104861111111,6.535,7.544
2016-01-12,2016,Jan,2015-2016,1,,2,7.393,7.419,7.41667881944444,7.293,7.494
2016-01-13,2016,Jan,2015-2016,1,,2,7.494,7.440875,7.43805381944444,7.318,7.594
2016-01-14,2016,Jan,2015-2016,1,,2,7.544,7.503375,7.50851736111111,7.444,7.645
2016-01-15,2016,Jan,2015-2016,1,,2,7.142,7.242,7.29021875,7.015,7.594
2016-01-16,2016,Jan,2015-2016,1,,2,7.318,7.167,7.20570138888889,7.066,7.594
2016-01-17,2016,Jan,2015-2016,1,,2,7.695,7.368,7.428234375,7.268,7.72
2016-01-18,2016,Jan,2015-2016,1,,2,7.695,7.75125,7.78143055555555,7.619,8.22
2016-01-19,2016,Jan,2015-2016,1,,2,8.02,7.848125,7.83413020833333,7.619,8.045
2016-01-20,2016,Jan,2015-2016,1,,2,7.594,7.67,7.69444791666666,7.419,8.0075
2016-01-21,2016,Jan,2015-2016,1,,2,8.02,7.645,7.62022569444445,7.469,8.045
2016-01-22,2016,Jan,2015-2016,1,,2,8.02,7.97,7.95731944444444,7.72,8.344
2016-01-23,2016,Jan,2015-2016,1,,2,8.02,8.085625,8.05993055555556,7.82,8.195
2016-01-24,2016,Jan,2015-2016,1,,2,7.494,7.57525,7.60456597222222,7.268,8.045
2016-01-25,2016,Jan,2015-2016,1,,2,7.695,7.469,7.47690798611111,7.167,7.695
2016-01-26,2016,Jan,2015-2016,1,,2,8.195,7.87,7.97534027777778,7.67,8.543
2016-01-27,2016,Jan,2015-2016,1,,2,8.593,8.3815,8.40928819444444,8.17,8.693
2016-01-28,2016,Jan,2015-2016,1,,2,8.593,8.61175,8.615,8.543,8.717
2016-01-29,2016,Jan,2015-2016,1,,2,8.095,8.4065,8.37426736111111,8.095,8.593
2016-01-30,2016,Jan,2015-2016,1,,2,8.07,7.945,7.96552951388889,7.745,8.12
2016-01-31,2016,Jan,2015-2016,1,,2,8.145,8.07,8.07872395833333,7.995,8.17
2016-02-01,2016,Feb,2015-2016,1,,2,7.594,7.87,7.89992881944444,7.594,8.17
2016-02-02,2016,Feb,2015-2016,1,,2,7.569,7.61275,7.60234895833333,7.318,7.695
2016-02-03,2016,Feb,2015-2016,1,,2,7.619,7.55025,7.53848263888889,7.343,7.87
2016-02-04,2016,Feb,2015-2016,1,,2,7.645,7.528375,7.54701041666667,7.343,7.845
2016-02-05,2016,Feb,2015-2016,1,,2,8.245,7.973125,7.88314583333333,7.619,8.245
2016-02-06,2016,Feb,2015-2016,1,,2,7.845,7.96375,7.97225694444444,7.845,8.27
2016-02-07,2016,Feb,2015-2016,1,,2,7.995,7.8825,7.87078125,7.72,7.995
2016-02-08,2016,Feb,2015-2016,1,,2,8.27,8.098125,8.14208506944444,7.92,8.344
2016-02-09,2016,Feb,2015-2016,1,,2,8.27,8.235625,8.22179861111111,8.095,8.344
2016-02-10,2016,Feb,2015-2016,1,,2,8.344,8.307,8.32110069444444,8.245,8.419
2016-02-11,2016,Feb,2015-2016,1,,2,8.295,8.295,8.29534895833334,8.22,8.419
2016-02-12,2016,Feb,2015-2016,1,,2,8.469,8.359625,8.38290625,8.27,8.519
2016-02-13,2016,Feb,2015-2016,1,,2,8.195,8.20125,8.25744097222222,8.095,8.4565
2016-02-14,2016,Feb,2015-2016,1,,2,8.27,8.195,8.19363368055555,8.095,8.319
2016-02-15,2016,Feb,2015-2016,1,,2,7.97,8.319,8.30243055555555,7.97,8.519
2016-02-16,2016,Feb,2015-2016,1,,2,8.17,8.091875,8.0810625,7.895,8.643
2016-02-17,2016,Feb,2015-2016,1,,2,8.469,8.4565,8.41350868055556,8.145,8.543
2016-02-18,2016,Feb,2015-2016,1,,2,8.394,8.419,8.37031770833333,8.17,8.543
2016-02-19,2016,Feb,2015-2016,1,,2,8.394,8.422125,8.43106944444444,8.344,8.643
2016-02-20,2016,Feb,2015-2016,1,,2,8.344,8.344,8.37464236111111,8.27,8.668
2016-02-21,2016,Feb,2015-2016,1,,2,8.469,8.248125,8.26706770833333,8.12,8.494
2016-02-22,2016,Feb,2015-2016,1,,2,8.494,8.4315,8.405359375,8.12,8.866
2016-02-23,2016,Feb,2015-2016,1,,2,8.419,8.4315,8.40635243055556,7.995,8.668
2016-02-24,2016,Feb,2015-2016,1,,2,8.941,8.5555,8.63717013888889,8.319,9.213
2016-02-25,2016,Feb,2015-2016,1,,2,9.04,8.919125,8.95174479166667,8.767,9.064
2016-02-26,2016,Feb,2015-2016,1,,2,9.163,9.07025,9.10304340277777,8.99,9.262
2016-02-27,2016,Feb,2015-2016,1,,2,9.04,9.09525,9.097109375,8.941,9.213
2016-02-28,2016,Feb,2015-2016,1,,2,9.114,9.02125,9.03305208333333,8.941,9.139
2016-02-29,2016,Feb,2015-2016,1,,2,8.965,9.049,9.03911979166667,8.891,9.163
2016-03-01,2016,Mar,2015-2016,1,,2,8.792,8.817,8.867765625,8.717,9.064
2016-03-02,2016,Mar,2015-2016,1,,2,8.742,8.742,8.76210069444444,8.543,8.891
2016-03-03,2016,Mar,2015-2016,1,,2,8.717,8.742,8.75360590277778,8.668,8.866
2016-03-04,2016,Mar,2015-2016,1,,2,8.941,8.720125,8.74254166666667,8.643,8.99
2016-03-05,2016,Mar,2015-2016,1,,2,8.99,8.90975,8.91269965277778,8.817,9.015
2016-03-06,2016,Mar,2015-2016,1,,2,8.742,8.817,8.82631944444445,8.693,8.9775
2016-03-07,2016,Mar,2015-2016,1,,2,8.891,8.742125,8.69909548611111,8.319,8.916
2016-03-08,2016,Mar,2015-2016,1,,2,8.543,8.689875,8.6678125,8.344,8.99
2016-03-09,2016,Mar,2015-2016,1,,2,8.941,8.695625,8.67117013888889,8.195,9.015
2016-03-10,2016,Mar,2015-2016,1,,2,8.693,8.717,8.73025,8.519,8.965
2016-03-11,2016,Mar,2015-2016,1,,2,8.469,8.46275,8.47619444444444,8.27,8.742
2016-03-12,2016,Mar,2015-2016,1,,2,8.12,8.1575,8.19117534722222,7.77,8.543
2016-03-13,2016,Mar,2015-2016,1,,2,8.469,8.378375,8.389546875,8.07,8.841
2016-03-14,2016,Mar,2015-2016,1,,2,8.145,8.307,8.30440277777778,8.12,8.593
2016-03-15,2016,Mar,2015-2016,1,,2,8.643,8.2975,8.33209375,8.07,8.866
2016-03-16,2016,Mar,2015-2016,1,,2,8.643,8.6055,8.60056944444444,8.419,8.742
2016-03-17,2016,Mar,2015-2016,1,,2,8.717,8.64925,8.64157986111111,8.419,8.767
2016-03-18,2016,Mar,2015-2016,1,,2,8.767,8.751375,8.74251736111111,8.643,8.841
2016-03-19,2016,Mar,2015-2016,1,,2,8.941,8.8535,8.85680208333333,8.742,8.99
2016-03-20,2016,Mar,2015-2016,1,,2,9.015,8.9775,8.99924652777778,8.891,9.213
2016-03-21,2016,Mar,2015-2016,1,,2,9.139,9.052,9.11003472222222,8.965,9.41
2016-03-22,2016,Mar,2015-2016,1,,2,9.04,9.148,9.20346354166666,9.04,9.46
2016-03-23,2016,Mar,2015-2016,1,,2,8.891,8.9685,8.961828125,8.817,9.312
2016-03-24,2016,Mar,2015-2016,1,,2,9.213,8.884625,8.94487847222222,8.543,9.238
2016-03-25,2016,Mar,2015-2016,1,,2,9.46,9.064,9.14377951388889,8.742,9.608
2016-03-26,2016,Mar,2015-2016,1,,2,9.04,9.092125,9.13186111111111,9.04,9.4475
2016-03-27,2016,Mar,2015-2016,1,,2,8.891,8.949875,8.97636979166666,8.668,9.361
2016-03-28,2016,Mar,2015-2016,1,,2,9.163,8.891,8.93614583333333,8.618,9.435
2016-03-29,2016,Mar,2015-2016,1,,2,9.163,9.0395,9.064,8.891,9.361
2016-03-30,2016,Mar,2015-2016,1,,2,9.46,9.312,9.26905381944445,9.04,9.46
2016-03-31,2016,Mar,2015-2016,1,,2,10.051,9.854,9.77982118055556,9.46,10.1
2016-04-01,2016,Apr,2015-2016,1,,2,10.198,10.204,10.2718975694444,10.051,10.541
2016-04-02,2016,Apr,2015-2016,1,,2,10.075,10.2225,10.3598385416667,10.001,10.81
2016-04-03,2016,Apr,2015-2016,1,,2,10.173,10.247,10.3264340277778,10.001,10.81
2016-04-04,2016,Apr,2015-2016,1,,2,10.1,10.179375,10.1647795138889,9.977,10.418
2016-04-05,2016,Apr,2015-2016,1,,2,9.41,9.6815,9.68569097222222,9.41,10.173
2016-04-06,2016,Apr,2015-2016,1,,2,9.163,9.34225,9.36360243055555,9.139,9.657
2016-04-07,2016,Apr,2015-2016,1,,2,9.731,9.28075,9.33615972222222,9.139,9.731
2016-04-08,2016,Apr,2015-2016,1,,2,9.854,9.841625,9.90930034722222,9.657,10.418
2016-04-09,2016,Apr,2015-2016,1,,2,9.632,9.488,9.46432986111111,9.262,10.761
2016-04-10,2016,Apr,2015-2016,1,,2,9.608,9.5,9.49527083333334,9.287,10.001
2016-04-11,2016,Apr,2015-2016,1,,2,9.78,9.7435,9.70258333333333,9.435,9.928
2016-04-12,2016,Apr,2015-2016,1,,2,9.608,9.6695,9.67458333333333,9.509,9.829
2016-04-13,2016,Apr,2015-2016,1,,2,9.608,9.546,9.53889583333333,9.336,9.657
2016-04-14,2016,Apr,2015-2016,1,,2,10.051,9.58925,9.60397395833333,9.238,10.394
2016-04-15,2016,Apr,2015-2016,1,,2,9.682,9.9,9.881765625,9.682,10.1
2016-04-16,2016,Apr,2015-2016,1,,2,9.706,9.706,9.70545833333333,9.608,9.78
2016-04-17,2016,Apr,2015-2016,1,,2,9.534,9.6445,9.63807638888889,9.509,9.731
2016-04-18,2016,Apr,2015-2016,1,,2,9.485,9.682,9.74738368055556,9.485,10.124
2016-04-19,2016,Apr,2015-2016,1,,2,9.608,9.5705,9.59498784722222,9.485,9.731
2016-04-20,2016,Apr,2015-2016,1,,2,9.879,9.82925,9.83519618055556,9.608,10.001
2016-04-21,2016,Apr,2015-2016,1,,2,10.001,10.277375,10.2726701388889,9.879,10.932
2016-04-22,2016,Apr,2015-2016,1,,2,10.149,10.151625,10.1416388888889,9.977,10.418
2016-04-23,2016,Apr,2015-2016,1,,2,10.443,10.443,10.5154618055556,10.075,10.98
2016-04-24,2016,Apr,2015-2016,1,,2,10.296,10.345,10.3304079861111,10.051,10.565
2016-04-25,2016,Apr,2015-2016,1,,2,10.712,10.5405,10.5460694444444,10.1,10.98
2016-04-26,2016,Apr,2015-2016,1,,2,10.394,10.394,10.4142465277778,10.32,10.675
2016-04-27,2016,Apr,2015-2016,1,,2,10.149,10.149,10.1400850694444,9.928,10.394
2016-04-28,2016,Apr,2015-2016,1,,2,10.271,10.393875,10.3743159722222,10.1735,10.59
2016-04-29,2016,Apr,2015-2016,1,,2,10.051,10.10275,10.0824930555556,9.805,10.296
2016-04-30,2016,Apr,2015-2016,1,,2,10.443,10.357,10.2917430555556,10.051,10.541
2016-05-01,2016,May,2015-2016,1,,2,10.638,10.59,10.5759600694444,10.394,10.907
2016-05-02,2016,May,2015-2016,1,,2,11.005,11.008,10.9385572916667,10.541,11.2
2016-05-03,2016,May,2015-2016,1,,2,10.443,10.721,10.7122881944444,10.418,11.078
2016-05-04,2016,May,2015-2016,1,,2,10.198,10.593,10.6083211805556,10.198,10.858
2016-05-05,2016,May,2015-2016,1,,2,10.247,10.384625,10.4104774305556,10.051,11.516
2016-05-06,2016,May,2015-2016,1,,2,10.418,10.59,10.6497795138889,10.259,12.171
2016-05-07,2016,May,2015-2016,1,,2,10.467,10.71175,10.6921440972222,10.418,11.102
2016-05-08,2016,May,2015-2016,1,,2,10.1,10.363,10.3771440972222,10.1,10.687
2016-05-09,2016,May,2015-2016,1,,2,10.271,10.176125,10.1997864583333,9.903,10.492
2016-05-10,2016,May,2015-2016,1,,2,10.198,10.29875,10.3440642361111,10.149,10.663
2016-05-11,2016,May,2015-2016,1,,2,10.124,10.213,10.2727604166667,10.124,10.59
2016-05-12,2016,May,2015-2016,1,,2,10.32,10.249625,10.4210972222222,10.1,11.224
2016-05-13,2016,May,2015-2016,1,,2,10.736,10.59,10.5369305555556,10.222,10.932
2016-05-14,2016,May,2015-2016,1,,2,11.516,11.202625,11.1372986111111,10.736,11.516
2016-05-15,2016,May,2015-2016,1,,2,11.127,11.37575,11.3549878472222,10.907,11.759
2016-05-16,2016,May,2015-2016,1,,2,11.419,11.355,11.4584097222222,11.102,12.074
2016-05-17,2016,May,2015-2016,1,,2,12.195,12.401,12.3478333333333,11.431,12.823
2016-05-18,2016,May,2015-2016,1,,2,11.613,11.986,11.9733854166667,11.54,12.268
2016-05-19,2016,May,2015-2016,1,,2,10.516,11.053125,11.1473211805556,10.516,12.025
2016-05-20,2016,May,2015-2016,1,,2,11.759,11.227,11.2648975694444,10.516,11.832
2016-05-21,2016,May,2015-2016,1,,2,11.832,12.113,12.0786371527778,11.759,12.34
2016-05-22,2016,May,2015-2016,1,,2,11.492,12.213,12.2124791666667,11.492,12.703
2016-05-23,2016,May,2015-2016,1,,2,11.224,11.273,11.3594930555556,10.98,12.606
2016-05-24,2016,May,2015-2016,1,,2,11.467,11.349,11.3564045138889,10.98,12.001
2016-05-25,2016,May,2015-2016,1,,2,11.127,11.218,11.2469444444444,11.078,11.54
2016-05-26,2016,May,2015-2016,1,,2,11.248,11.349,11.488734375,11.127,12.243
2016-05-27,2016,May,2015-2016,1,,2,11.856,11.686,11.6098958333333,11.175,11.953
2016-05-28,2016,May,2015-2016,1,,2,11.467,11.856,11.7156128472222,11.078,12.05
2016-05-29,2016,May,2015-2016,1,,2,11.832,11.722125,11.7683246527778,11.467,12.413
2016-05-30,2016,May,2015-2016,1,,2,11.516,11.76775,11.7566041666667,11.297,12.292
2016-05-31,2016,May,2015-2016,1,,2,13.088,12.122,12.0386319444444,11.516,13.112
2016-06-01,2016,Jun,2015-2016,1,,2,12.654,12.793,12.7373715277778,11.904,13.233
2016-06-02,2016,Jun,2015-2016,1,,2,12.944,13.088,13.1534965277778,12.6905,13.594
2016-06-03,2016,Jun,2015-2016,1,,2,11.321,12.847375,12.6373732638889,11.224,13.257
2016-06-04,2016,Jun,2015-2016,1,,2,11.467,11.519,11.6015104166667,11.2,12.025
2016-06-05,2016,Jun,2015-2016,1,,2,12.001,11.856,11.8053715277778,11.419,12.195
2016-06-06,2016,Jun,2015-2016,1,,2,11.856,12.071,12.2001336805556,11.856,12.871
2016-06-07,2016,Jun,2015-2016,1,,2,11.346,11.5155,11.5904548611111,11.029,12.485
