Date,Year,Month,WaterYear,TWtrPruth_pocketQ_level,TWtrPruth_pocketQ_flags,TWtrPruth_pocketUNESCO_Q_level,TWtrPruth_pocket,TWtrPruth_pocketMed,TWtrPruth_pocketAvg,TWtrPruth_pocketMin,TWtrPruth_pocketMax
PST,Year,Month,WaterYear,Quality level,Quality flags,UNESCO QC,deg C,deg C,deg C,deg C,deg C
date,Year,Month,WaterYear,NS_Pruth_pocket,NS_Pruth_pocket,NS_Pruth_pocket,NS_Pruth_pocket,NS_Pruth_pocket,NS_Pruth_pocket,NS_Pruth_pocket,NS_Pruth_pocket
date,year,month,waterYear,WaterTemp_QL,WaterTemp_QC,WaterTemp_UQL,WaterTemp,WaterTemp_Med,WaterTemp_Avg,WaterTemp_Min,WaterTemp_Max
2015-09-14,2015,Sep,2014-2015,1,"AR:MV:24 of 24 missing:2 of 24 flagged",9,,,,,
2015-09-15,2015,Sep,2014-2015,1,"AR:MV:9 of 24 missing:12 of 24 flagged",4,11.783,12.908,13.8872597222222,11.734,18.949
2015-09-16,2015,Sep,2014-2015,1,,2,12.292,11.952875,12.133671875,11.613,12.775
2015-09-17,2015,Sep,2014-2015,1,,2,11.953,11.949875,12.0252899305556,11.686,12.461
2015-09-18,2015,Sep,2014-2015,1,,2,11.977,11.962,12.0554444444444,11.734,12.678
2015-09-19,2015,Sep,2014-2015,1,,2,12.074,11.956,11.9662135416667,11.759,12.268
2015-09-20,2015,Sep,2014-2015,1,,2,12.437,12.15575,12.1361545138889,11.686,12.558
2015-09-21,2015,Sep,2014-2015,1,,2,12.195,12.001,12.0870381944444,11.856,12.534
2015-09-22,2015,Sep,2014-2015,1,,2,11.953,12.095,12.1375451388889,11.953,12.582
2015-09-23,2015,Sep,2014-2015,1,,2,12.147,12.147,12.12846875,11.856,12.268
2015-09-24,2015,Sep,2014-2015,1,,2,12.025,12.147,12.1297743055556,11.832,12.364
2015-09-25,2015,Sep,2014-2015,1,,2,11.977,12.107,12.0945416666667,11.88,12.485
2015-09-26,2015,Sep,2014-2015,1,,2,12.001,11.953,12.0067152777778,11.783,12.485
2015-09-27,2015,Sep,2014-2015,1,,2,11.686,11.886125,11.9192135416667,11.637,12.292
2015-09-28,2015,Sep,2014-2015,1,,2,11.565,11.85,11.9182378472222,11.565,12.799
2015-09-29,2015,Sep,2014-2015,1,,2,11.589,11.7285,11.8728263888889,11.467,12.703
2015-09-30,2015,Sep,2014-2015,1,,2,11.443,11.634125,11.7646979166667,11.346,12.558
2015-10-01,2015,Oct,2015-2016,1,,2,11.419,11.501,11.5817361111111,11.419,12.219
2015-10-02,2015,Oct,2015-2016,1,,2,11.613,11.494875,11.5393645833333,11.346,11.783
2015-10-03,2015,Oct,2015-2016,1,,2,11.71,11.56775,11.5435538194444,11.273,11.807
2015-10-04,2015,Oct,2015-2016,1,,2,11.516,11.577,11.5950381944444,11.394,11.832
2015-10-05,2015,Oct,2015-2016,1,,2,11.419,11.452125,11.4752517361111,11.297,11.807
2015-10-06,2015,Oct,2015-2016,1,,2,11.394,11.467,11.4766059027778,11.321,11.637
2015-10-07,2015,Oct,2015-2016,1,,2,11.346,11.47325,11.4683125,11.297,11.565
2015-10-08,2015,Oct,2015-2016,1,,2,11.394,11.55525,11.5749583333333,11.346,11.856
2015-10-09,2015,Oct,2015-2016,1,,2,11.419,11.671,11.7491857638889,11.321,12.364
2015-10-10,2015,Oct,2015-2016,1,,2,11.346,11.327375,11.3411753472222,11.005,11.613
2015-10-11,2015,Oct,2015-2016,1,,2,11.321,11.37,11.3711892361111,11.273,11.467
2015-10-12,2015,Oct,2015-2016,1,,2,11.053,11.12075,11.1605486111111,10.638,11.565
2015-10-13,2015,Oct,2015-2016,1,,2,11.224,11.142,11.1522517361111,10.883,11.54
2015-10-14,2015,Oct,2015-2016,1,,2,11.321,11.248,11.2420746527778,10.98,11.492
2015-10-15,2015,Oct,2015-2016,1,,2,11.248,11.169,11.1712725694444,10.834,11.37
2015-10-16,2015,Oct,2015-2016,1,,2,11.175,11.127,11.1407447916667,10.956,11.346
2015-10-17,2015,Oct,2015-2016,1,,2,11.2,11.175,11.1671232638889,11.078,11.248
2015-10-18,2015,Oct,2015-2016,1,,2,11.151,11.16,11.1594600694444,11.029,11.224
2015-10-19,2015,Oct,2015-2016,1,,2,11.273,11.273,11.23503125,11.102,11.321
2015-10-20,2015,Oct,2015-2016,1,,2,11.248,11.23,11.216453125,11.102,11.297
2015-10-21,2015,Oct,2015-2016,1,,2,11.346,11.248,11.2685520833333,11.175,11.443
2015-10-22,2015,Oct,2015-2016,1,,2,11.467,11.391,11.4516857638889,11.297,11.662
2015-10-23,2015,Oct,2015-2016,1,,2,11.88,11.66775,11.6785954861111,11.37,11.929
2015-10-24,2015,Oct,2015-2016,1,,2,11.88,11.758875,11.7527916666667,11.54,11.953
2015-10-25,2015,Oct,2015-2016,1,,2,11.078,11.068625,11.1802118055556,10.932,11.868
2015-10-26,2015,Oct,2015-2016,1,,2,11.175,10.833875,10.8844704861111,10.492,11.37
2015-10-27,2015,Oct,2015-2016,1,,2,11.224,11.172125,11.0925329861111,10.736,11.467
2015-10-28,2015,Oct,2015-2016,1,,2,10.834,10.87375,11.0073020833333,10.59,11.37
2015-10-29,2015,Oct,2015-2016,1,,2,11.273,11.196875,11.1520364583333,10.785,11.297
2015-10-30,2015,Oct,2015-2016,1,,2,11.273,11.346,11.3513611111111,11.175,11.467
2015-10-31,2015,Oct,2015-2016,1,,2,11.565,11.467,11.4382291666667,11.102,11.565
2015-11-01,2015,Nov,2015-2016,1,,2,11.443,11.470125,11.46384375,11.224,11.565
2015-11-02,2015,Nov,2015-2016,1,,2,11.273,11.492,11.4545520833333,11.224,11.565
2015-11-03,2015,Nov,2015-2016,1,,2,10.785,11.263625,11.2056875,10.785,11.467
2015-11-04,2015,Nov,2015-2016,1,,2,11.224,11.224,11.1691267361111,10.687,11.394
2015-11-05,2015,Nov,2015-2016,1,,2,10.956,11.028875,11.0760416666667,10.956,11.273
2015-11-06,2015,Nov,2015-2016,1,,2,11.078,10.935,10.8977951388889,10.467,11.127
2015-11-07,2015,Nov,2015-2016,1,,2,11.127,11.078,11.076859375,10.834,11.224
2015-11-08,2015,Nov,2015-2016,1,,2,10.858,11.151,11.035015625,10.712,11.248
2015-11-09,2015,Nov,2015-2016,1,,2,10.492,10.396875,10.4270520833333,9.854,11.029
2015-11-10,2015,Nov,2015-2016,1,,2,10.638,10.191375,10.0414618055556,9.064,10.907
2015-11-11,2015,Nov,2015-2016,1,,2,9.903,10.599,10.4961371527778,9.879,10.712
2015-11-12,2015,Nov,2015-2016,1,,2,10.834,10.056625,10.1939809027778,9.46,10.883
2015-11-13,2015,Nov,2015-2016,1,,2,10.858,10.834,10.8164236111111,10.565,10.907
2015-11-14,2015,Nov,2015-2016,1,,2,10.247,10.501,10.4983802083333,9.952,10.883
2015-11-15,2015,Nov,2015-2016,1,,2,9.435,10.3325,10.2392708333333,9.435,10.858
2015-11-16,2015,Nov,2015-2016,1,,2,10.026,9.41,9.37689756944445,8.668,10.124
2015-11-17,2015,Nov,2015-2016,1,,2,10.198,10.34775,10.2616597222222,9.089,10.565
2015-11-18,2015,Nov,2015-2016,1,,2,9.238,9.62925,9.76714583333333,8.841,10.492
2015-11-19,2015,Nov,2015-2016,1,,2,9.435,9.5215,9.567421875,8.941,10.124
2015-11-20,2015,Nov,2015-2016,1,,2,9.114,9.31775,9.31753645833333,8.965,9.657
2015-11-21,2015,Nov,2015-2016,1,,2,8.643,8.872375,8.92986631944444,8.27,9.706
2015-11-22,2015,Nov,2015-2016,1,,2,8.618,8.378625,8.51032118055555,8.07,9.41
2015-11-23,2015,Nov,2015-2016,1,,2,8.344,8.506,8.56356597222222,7.92,9.287
2015-11-24,2015,Nov,2015-2016,1,,2,9.509,8.881625,8.692546875,7.619,9.805
2015-11-25,2015,Nov,2015-2016,1,,2,9.262,9.22225,9.00949826388889,7.594,9.558
2015-11-26,2015,Nov,2015-2016,1,,2,9.089,8.86,8.88741145833333,7.72,9.534
2015-11-27,2015,Nov,2015-2016,1,,2,8.519,8.77925,8.81419791666667,7.594,9.386
2015-11-28,2015,Nov,2015-2016,1,,2,8.742,8.683125,8.64072395833333,7.544,9.336
2015-11-29,2015,Nov,2015-2016,1,,2,8.469,8.369,8.37271006944444,7.293,9.41
2015-11-30,2015,Nov,2015-2016,1,,2,8.12,8.160625,8.20087673611111,7.419,9.336
2015-12-01,2015,Dec,2015-2016,1,,2,8.22,8.195,8.18718055555556,8.07,8.319
2015-12-02,2015,Dec,2015-2016,1,,2,8.17,8.278875,8.39455208333333,8.045,8.841
2015-12-03,2015,Dec,2015-2016,1,,2,8.965,8.431375,8.59793923611111,8.22,8.99
2015-12-04,2015,Dec,2015-2016,1,,2,8.419,8.9285,8.92818402777778,8.419,9.361
2015-12-05,2015,Dec,2015-2016,1,,2,8.841,8.55275,8.63010763888889,8.27,9.213
2015-12-06,2015,Dec,2015-2016,1,,2,9.386,9.188,9.13980381944444,8.817,9.485
2015-12-07,2015,Dec,2015-2016,1,,2,9.336,9.29025,9.27890625,8.965,9.485
2015-12-08,2015,Dec,2015-2016,1,,2,9.386,9.312,9.24760069444445,8.693,9.509
2015-12-09,2015,Dec,2015-2016,1,,2,9.41,9.435,9.42340277777778,9.089,9.583
2015-12-10,2015,Dec,2015-2016,1,,2,9.114,9.283875,9.20095833333333,8.519,9.46
2015-12-11,2015,Dec,2015-2016,1,,2,8.965,8.63675,8.69527951388889,8.444,9.238
2015-12-12,2015,Dec,2015-2016,1,,2,8.444,8.680125,8.66785590277778,8.245,9.114
2015-12-13,2015,Dec,2015-2016,1,,2,8.817,8.723375,8.713046875,8.319,9.163
2015-12-14,2015,Dec,2015-2016,1,,2,8.145,8.195,8.20323611111111,6.965,8.916
2015-12-15,2015,Dec,2015-2016,1,,2,8.245,8.5125,8.46221527777778,7.87,9.238
2015-12-16,2015,Dec,2015-2016,1,,2,8.02,8.288625,8.46761284722222,7.041,9.238
2015-12-17,2015,Dec,2015-2016,1,,2,7.92,8.27925,8.290625,7.569,9.163
2015-12-18,2015,Dec,2015-2016,1,,2,7.645,8.3565,8.33013715277778,7.569,8.693
2015-12-19,2015,Dec,2015-2016,1,,2,7.77,7.58775,7.60685243055556,7.217,7.97
2015-12-20,2015,Dec,2015-2016,1,,2,8.866,8.210625,8.22214583333333,7.419,9.015
2015-12-21,2015,Dec,2015-2016,1,,2,8.965,8.674125,8.56211284722222,7.695,9.015
2015-12-22,2015,Dec,2015-2016,1,,2,8.494,8.288625,8.363234375,7.619,9.089
2015-12-23,2015,Dec,2015-2016,1,,2,8.494,8.2915,8.24656944444444,7.192,8.767
2015-12-24,2015,Dec,2015-2016,1,,2,7.795,7.676125,7.73770659722222,6.864,8.792
2015-12-25,2015,Dec,2015-2016,1,,2,7.393,7.343,7.43177430555556,6.23,8.394
2015-12-26,2015,Dec,2015-2016,1,,2,7.77,7.1035,7.09699131944445,6.306,8.295
2015-12-27,2015,Dec,2015-2016,1,,2,8.195,8.08875,8.07933854166667,7.544,8.444
2015-12-28,2015,Dec,2015-2016,1,,2,8.02,8.347125,8.30137326388889,7.67,8.494
2015-12-29,2015,Dec,2015-2016,1,,2,7.519,8.073125,8.07041840277778,6.813,8.469
2015-12-30,2015,Dec,2015-2016,1,,2,7.167,7.885625,7.93952083333333,7.167,8.519
2015-12-31,2015,Dec,2015-2016,1,,2,7.544,7.71675,7.69752604166667,6.687,8.295
2016-01-01,2016,Jan,2015-2016,1,,2,7.015,7.34925,7.24831423611111,6.484,8.17
2016-01-02,2016,Jan,2015-2016,1,,2,6.965,6.926875,6.92182291666667,6.585,7.066
2016-01-03,2016,Jan,2015-2016,1,,2,6.763,6.848375,6.85510069444444,6.661,7.393
2016-01-04,2016,Jan,2015-2016,1,,2,6.509,6.661,6.64352430555556,6.433,6.914
2016-01-05,2016,Jan,2015-2016,1,,2,6.712,6.538125,6.576765625,5.975,6.965
2016-01-06,2016,Jan,2015-2016,1,,2,6.737,6.759375,6.78975520833333,6.23,8.045
2016-01-07,2016,Jan,2015-2016,1,,2,6.839,6.693125,6.70759375,6.357,7.569
2016-01-08,2016,Jan,2015-2016,1,,2,6.788,6.759375,6.65294270833333,5.616,7.72
2016-01-09,2016,Jan,2015-2016,1,,2,6.864,6.927,6.95890277777778,6.306,7.645
2016-01-10,2016,Jan,2015-2016,1,,2,6.763,7.028,6.97598090277778,6.153,7.695
2016-01-11,2016,Jan,2015-2016,1,,2,7.015,7.015,7.04261111111111,6.788,7.72
2016-01-12,2016,Jan,2015-2016,1,,2,7.167,7.148,7.13023611111111,6.965,7.469
2016-01-13,2016,Jan,2015-2016,1,,2,7.569,7.27375,7.33653125,6.914,7.895
2016-01-14,2016,Jan,2015-2016,1,,2,8.095,7.52525,7.55128819444444,7.293,8.095
2016-01-15,2016,Jan,2015-2016,1,,2,7.519,7.779375,7.80393055555556,6.813,8.12
2016-01-16,2016,Jan,2015-2016,1,,2,7.469,7.597125,7.59015625,6.965,8.07
2016-01-17,2016,Jan,2015-2016,1,,2,7.795,7.519,7.54253125,7.167,7.995
2016-01-18,2016,Jan,2015-2016,1,,2,7.945,7.829375,7.73687152777778,7.116,8.195
2016-01-19,2016,Jan,2015-2016,1,,2,7.995,7.92,7.90967013888889,7.72,8.095
2016-01-20,2016,Jan,2015-2016,1,,2,7.343,7.945,7.83686111111111,6.965,8.27
2016-01-21,2016,Jan,2015-2016,1,,2,8.095,7.973125,7.84264583333333,7.293,8.095
2016-01-22,2016,Jan,2015-2016,1,,2,8.095,8.173125,8.17138888888889,7.97,8.295
2016-01-23,2016,Jan,2015-2016,1,,2,8.045,8.12,8.11939236111111,7.995,8.195
2016-01-24,2016,Jan,2015-2016,1,,2,7.895,7.960625,7.96435763888889,7.745,8.095
2016-01-25,2016,Jan,2015-2016,1,,2,7.594,7.92,7.84168229166667,7.444,8.07
2016-01-26,2016,Jan,2015-2016,1,,2,7.995,8.07,8.05922743055556,7.594,8.12
2016-01-27,2016,Jan,2015-2016,1,,2,8.17,8.110625,8.11515451388889,7.995,8.369
2016-01-28,2016,Jan,2015-2016,1,,2,8.22,8.195,8.19317708333333,8.145,8.295
2016-01-29,2016,Jan,2015-2016,1,,2,7.895,8.17625,8.126640625,7.87,8.27
2016-01-30,2016,Jan,2015-2016,1,,2,8.195,8.12,8.08579166666667,7.619,8.245
2016-01-31,2016,Jan,2015-2016,1,,2,8.22,8.229375,8.228984375,8.12,8.295
2016-02-01,2016,Feb,2015-2016,1,,2,8.195,8.22,8.22247395833334,8.02,8.245
2016-02-02,2016,Feb,2015-2016,1,,2,8.02,8.195,8.13419270833333,7.72,8.295
2016-02-03,2016,Feb,2015-2016,1,,2,7.87,7.823125,7.81048958333333,7.368,8.02
2016-02-04,2016,Feb,2015-2016,1,,2,7.368,7.713625,7.60786458333333,7.167,8.07
2016-02-05,2016,Feb,2015-2016,1,,2,7.845,7.66375,7.65826215277778,7.318,7.945
2016-02-06,2016,Feb,2015-2016,1,,2,7.67,7.96375,7.94113715277777,7.67,8.12
2016-02-07,2016,Feb,2015-2016,1,,2,7.97,7.745,7.75901388888889,7.494,7.995
2016-02-08,2016,Feb,2015-2016,1,,2,8.045,8.045,8.03219618055556,7.92,8.07
2016-02-09,2016,Feb,2015-2016,1,,2,7.945,8.029375,8.02659722222222,7.795,8.095
2016-02-10,2016,Feb,2015-2016,1,,2,7.945,7.954375,7.95802083333333,7.87,8.045
2016-02-11,2016,Feb,2015-2016,1,,2,7.87,7.895,7.89981770833333,7.845,7.97
2016-02-12,2016,Feb,2015-2016,1,,2,7.97,7.945,7.935625,7.87,8.02
2016-02-13,2016,Feb,2015-2016,1,,2,7.87,7.945,7.89274305555556,7.645,8.02
2016-02-14,2016,Feb,2015-2016,1,,2,8.095,7.995,7.99287326388889,7.87,8.095
2016-02-15,2016,Feb,2015-2016,1,,2,8.195,8.0825,8.09309027777778,7.795,8.245
2016-02-16,2016,Feb,2015-2016,1,,2,8.195,8.204375,8.19413194444444,8.02,8.27
2016-02-17,2016,Feb,2015-2016,1,,2,8.22,8.27,8.26049826388889,8.145,8.369
2016-02-18,2016,Feb,2015-2016,1,,2,8.17,8.223125,8.19271180555556,7.895,8.394
2016-02-19,2016,Feb,2015-2016,1,,2,8.12,8.095,8.09161458333333,7.945,8.195
2016-02-20,2016,Feb,2015-2016,1,,2,8.145,8.129375,8.13002604166667,7.87,8.22
2016-02-21,2016,Feb,2015-2016,1,,2,8.195,8.229375,8.23044791666666,7.92,8.419
2016-02-22,2016,Feb,2015-2016,1,,2,8.22,8.391,8.36362326388889,8.12,8.469
2016-02-23,2016,Feb,2015-2016,1,,2,8.02,8.17,8.20340972222222,7.97,8.469
2016-02-24,2016,Feb,2015-2016,1,,2,8.095,8.116875,8.090140625,7.67,8.319
2016-02-25,2016,Feb,2015-2016,1,,2,8.245,8.1325,8.13934375,7.77,8.394
2016-02-26,2016,Feb,2015-2016,1,,2,8.519,8.384625,8.38261458333333,8.195,8.618
2016-02-27,2016,Feb,2015-2016,1,,2,8.469,8.5555,8.56519097222222,8.245,8.841
2016-02-28,2016,Feb,2015-2016,1,,2,8.792,8.643,8.60334895833333,8.295,8.792
2016-02-29,2016,Feb,2015-2016,1,,2,8.866,8.767,8.76387152777778,8.344,8.916
2016-03-01,2016,Mar,2015-2016,1,,2,8.841,8.866,8.82606423611111,8.494,8.916
2016-03-02,2016,Mar,2015-2016,1,,2,8.295,8.307,8.38376041666667,8.22,8.891
2016-03-03,2016,Mar,2015-2016,1,,2,8.319,8.319,8.30248611111111,8.195,8.344
2016-03-04,2016,Mar,2015-2016,1,,2,8.668,8.334625,8.42587326388889,8.22,8.866
2016-03-05,2016,Mar,2015-2016,1,,2,8.817,8.770125,8.71560243055555,8.369,8.866
2016-03-06,2016,Mar,2015-2016,1,,2,8.817,8.817,8.78734722222222,8.668,8.866
2016-03-07,2016,Mar,2015-2016,1,,2,8.841,8.850375,8.84703472222222,8.792,8.866
2016-03-08,2016,Mar,2015-2016,1,,2,8.742,8.817,8.80413715277778,8.444,8.841
2016-03-09,2016,Mar,2015-2016,1,,2,8.792,8.792,8.79156597222222,8.717,8.817
2016-03-10,2016,Mar,2015-2016,1,,2,8.792,8.792,8.71702083333333,8.17,8.841
2016-03-11,2016,Mar,2015-2016,1,,2,8.668,8.767,8.62813194444444,8.12,8.817
2016-03-12,2016,Mar,2015-2016,1,,2,8.519,8.693,8.63663368055556,8.045,8.767
2016-03-13,2016,Mar,2015-2016,1,,2,8.767,8.696,8.68199305555556,8.519,8.767
2016-03-14,2016,Mar,2015-2016,1,,2,8.693,8.738875,8.66610763888889,8.195,8.792
2016-03-15,2016,Mar,2015-2016,1,,2,8.767,8.763875,8.75047569444444,8.568,8.817
2016-03-16,2016,Mar,2015-2016,1,,2,8.792,8.767,8.76256770833333,8.593,8.817
2016-03-17,2016,Mar,2015-2016,1,,2,8.792,8.757625,8.65165972222222,8.344,8.817
2016-03-18,2016,Mar,2015-2016,1,,2,8.693,8.618,8.62815798611111,8.494,8.792
2016-03-19,2016,Mar,2015-2016,1,,2,8.693,8.668,8.65836805555556,8.394,8.767
2016-03-20,2016,Mar,2015-2016,1,,2,8.693,8.693,8.68638888888889,8.643,8.742
2016-03-21,2016,Mar,2015-2016,1,,2,8.717,8.717,8.7374375,8.693,9.361
2016-03-22,2016,Mar,2015-2016,1,,2,8.717,8.742,8.74356944444445,8.618,9.064
2016-03-23,2016,Mar,2015-2016,1,,2,8.643,8.668,8.68154513888889,8.618,8.767
2016-03-24,2016,Mar,2015-2016,1,,2,8.792,8.742,8.73706076388889,8.643,8.792
2016-03-25,2016,Mar,2015-2016,1,,2,8.792,8.77325,8.77638194444445,8.668,8.817
2016-03-26,2016,Mar,2015-2016,1,,2,8.817,8.792,8.796109375,8.767,8.841
2016-03-27,2016,Mar,2015-2016,1,,2,8.817,8.817,8.83884722222223,8.817,8.916
2016-03-28,2016,Mar,2015-2016,1,,2,9.089,8.912875,8.91385416666667,8.841,9.139
2016-03-29,2016,Mar,2015-2016,1,,2,9.262,8.993125,8.99745659722222,8.618,9.41
2016-03-30,2016,Mar,2015-2016,1,,2,8.891,9.018125,9.07613715277778,8.841,9.386
2016-03-31,2016,Mar,2015-2016,1,,2,8.891,8.949875,8.99579861111111,8.841,9.583
2016-04-01,2016,Apr,2015-2016,1,,2,9.213,8.959375,9.11515625,8.841,9.952
2016-04-02,2016,Apr,2015-2016,1,,2,9.608,9.184875,9.33377256944444,9.04,10.075
2016-04-03,2016,Apr,2015-2016,1,,2,9.238,9.30575,9.29795486111111,9.015,10.026
2016-04-04,2016,Apr,2015-2016,1,,2,9.312,9.277625,9.27792013888889,9.04,9.534
2016-04-05,2016,Apr,2015-2016,1,,2,9.213,9.234875,9.26030381944444,9.163,9.435
2016-04-06,2016,Apr,2015-2016,1,,2,9.139,9.213,9.18868402777778,9.064,9.312
2016-04-07,2016,Apr,2015-2016,1,,2,9.064,9.139,9.14713715277778,9.015,9.682
2016-04-08,2016,Apr,2015-2016,1,,2,9.163,9.089,9.12617534722222,9.015,9.756
2016-04-09,2016,Apr,2015-2016,1,,2,9.485,9.231625,9.27740625,9.064,9.854
2016-04-10,2016,Apr,2015-2016,1,,2,9.485,9.357875,9.37514583333333,9.114,9.829
2016-04-11,2016,Apr,2015-2016,1,,2,9.46,9.283875,9.33410590277778,9.139,9.805
2016-04-12,2016,Apr,2015-2016,1,,2,9.238,9.3025,9.36177430555556,9.188,9.657
2016-04-13,2016,Apr,2015-2016,1,,2,9.213,9.299375,9.29709895833333,9.163,9.534
2016-04-14,2016,Apr,2015-2016,1,,2,9.312,9.287,9.30141145833333,9.188,9.509
2016-04-15,2016,Apr,2015-2016,1,,2,9.435,9.33975,9.38981423611111,9.238,9.731
2016-04-16,2016,Apr,2015-2016,1,,2,9.361,9.456625,9.46447569444444,9.361,9.632
2016-04-17,2016,Apr,2015-2016,1,,2,9.41,9.41,9.443734375,9.312,9.756
2016-04-18,2016,Apr,2015-2016,1,,2,9.632,9.4725,9.59402430555556,9.41,10.443
2016-04-19,2016,Apr,2015-2016,1,,2,9.952,10.022875,10.1684583333333,9.632,11.759
2016-04-20,2016,Apr,2015-2016,1,,2,9.977,10.051,10.2504913194444,9.731,12.025
2016-04-21,2016,Apr,2015-2016,1,,2,10.1,10.038125,10.147078125,9.583,11.248
2016-04-22,2016,Apr,2015-2016,1,,2,9.706,9.942875,10.0762951388889,9.632,10.956
2016-04-23,2016,Apr,2015-2016,1,,2,9.977,9.805,9.85050868055556,9.435,11.053
2016-04-24,2016,Apr,2015-2016,1,,2,9.706,9.912375,9.93572048611111,9.657,10.541
2016-04-25,2016,Apr,2015-2016,1,,2,9.928,9.805,9.84062152777778,9.509,10.443
2016-04-26,2016,Apr,2015-2016,1,,2,9.756,9.688,9.74595833333333,9.534,10.1
2016-04-27,2016,Apr,2015-2016,1,,2,9.78,9.731,9.74096527777778,9.534,10.149
2016-04-28,2016,Apr,2015-2016,1,,2,10.222,9.832125,9.88926736111111,9.632,10.418
2016-04-29,2016,Apr,2015-2016,1,,2,10.345,9.844625,9.93868229166666,9.509,10.394
2016-04-30,2016,Apr,2015-2016,1,,2,9.829,9.983,10.1041597222222,9.632,10.858
2016-05-01,2016,May,2015-2016,1,,2,10.051,10.161,10.3170173611111,9.78,11.492
2016-05-02,2016,May,2015-2016,1,,2,11.419,10.751375,10.8469513888889,10.0755,11.977
2016-05-03,2016,May,2015-2016,1,,2,10.907,10.31725,10.5070416666667,9.632,11.807
2016-05-04,2016,May,2015-2016,1,,2,9.706,10.32025,10.5281197916667,9.706,11.953
2016-05-05,2016,May,2015-2016,1,,2,10.296,10.185375,10.32296875,9.632,11.807
2016-05-06,2016,May,2015-2016,1,,2,9.952,9.888,10.0186875,9.534,11.54
2016-05-07,2016,May,2015-2016,1,,2,9.952,9.745875,9.86557638888889,9.336,11.078
2016-05-08,2016,May,2015-2016,1,,2,9.682,9.669375,9.73144791666667,9.361,10.394
2016-05-09,2016,May,2015-2016,1,,2,10.516,9.774125,9.90297569444445,9.287,11.224
2016-05-10,2016,May,2015-2016,1,,2,10.565,9.613875,9.776609375,9.287,10.932
2016-05-11,2016,May,2015-2016,1,,2,10.222,9.5955,9.638921875,9.262,11.175
2016-05-12,2016,May,2015-2016,1,,2,11.953,9.811125,9.89135590277778,9.312,12.122
2016-05-13,2016,May,2015-2016,1,,2,11.321,11.285125,11.2870833333333,10.1,12.389
2016-05-14,2016,May,2015-2016,1,,2,10.712,11.233125,11.2166892361111,10.638,12.05
2016-05-15,2016,May,2015-2016,1,,2,10.369,10.98,10.918734375,10.345,12.001
2016-05-16,2016,May,2015-2016,1,,2,10.614,10.641125,10.6160677083333,10.369,10.932
2016-05-17,2016,May,2015-2016,1,,2,10.59,10.5775,10.56075,10.32,10.736
2016-05-18,2016,May,2015-2016,1,,2,10.687,10.632,10.6309496527778,10.271,11.005
2016-05-19,2016,May,2015-2016,1,,2,10.663,10.733375,10.7243333333333,10.394,11.127
2016-05-20,2016,May,2015-2016,1,,2,11.71,11.09625,11.0696753472222,10.345,11.88
2016-05-21,2016,May,2015-2016,1,,2,11.759,11.661875,11.7113454861111,11.346,12.219
2016-05-22,2016,May,2015-2016,1,,2,11.783,11.606875,11.5645555555556,10.785,12.219
2016-05-23,2016,May,2015-2016,1,,2,11.053,10.677875,10.8555798611111,10.198,12.05
2016-05-24,2016,May,2015-2016,1,,2,9.903,10.216125,10.2496493055556,9.706,11.224
2016-05-25,2016,May,2015-2016,1,,2,9.952,10.115,10.1794427083333,9.509,11.37
2016-05-26,2016,May,2015-2016,1,,2,9.632,10.00425,10.1477638888889,9.386,11.443
2016-05-27,2016,May,2015-2016,1,,2,9.509,9.860125,10.0307899305556,9.336,11.492
2016-05-28,2016,May,2015-2016,1,,2,9.706,9.811125,9.91209548611111,9.312,11.273
2016-05-29,2016,May,2015-2016,1,,2,10.467,10.0935,10.0646579861111,9.608,11.224
2016-05-30,2016,May,2015-2016,1,,2,10.59,10.397,10.5236336805556,9.78,11.977
2016-05-31,2016,May,2015-2016,1,,2,10.712,10.586625,10.7605243055556,10.173,12.364
2016-06-01,2016,Jun,2015-2016,1,,2,10.785,10.760625,11.0113315972222,10.198,12.074
2016-06-02,2016,Jun,2015-2016,1,,2,10.736,10.816,10.9258420138889,10.271,12.292
2016-06-03,2016,Jun,2015-2016,1,,2,10.834,11.0045,11.1441979166667,10.59,12.268
2016-06-04,2016,Jun,2015-2016,1,,2,11.029,10.92575,10.9672100694444,10.541,11.321
2016-06-05,2016,Jun,2015-2016,1,,2,11.273,10.96225,11.0400416666667,10.492,12.534
2016-06-06,2016,Jun,2015-2016,1,,2,11.686,11.294125,11.5306024305556,10.687,12.871
2016-06-07,2016,Jun,2015-2016,1,,2,11.832,11.15425,11.2994618055556,10.198,13.473
2016-06-08,2016,Jun,2015-2016,1,,2,12.074,11.4125,11.4007743055556,10.1,13.088
2016-06-09,2016,Jun,2015-2016,1,,2,10.541,10.937625,10.9467586805556,10.198,12.025
2016-06-10,2016,Jun,2015-2016,1,,2,10.663,10.678,10.7241770833333,10.369,11.71
2016-06-11,2016,Jun,2015-2016,1,,2,10.858,11.01975,11.1503489583333,10.467,12.775
2016-06-12,2016,Jun,2015-2016,1,,2,11.443,11.91,11.9131232638889,10.736,12.968
2016-06-13,2016,Jun,2015-2016,1,,2,11.589,11.3215,11.29990625,10.956,11.589
2016-06-14,2016,Jun,2015-2016,1,,2,11.88,11.613,11.6300711805556,11.127,12.025
2016-06-15,2016,Jun,2015-2016,1,,2,11.832,11.740625,11.7316666666667,11.273,12.074
