Date,Year,Month,WaterYear,TWtrPruth_pocketQ_level,TWtrPruth_pocketQ_flags,TWtrPruth_pocketUNESCO_Q_level,TWtrPruth_pocket,TWtrPruth_pocketMed,TWtrPruth_pocketAvg,TWtrPruth_pocketMin,TWtrPruth_pocketMax
PST,Year,Month,WaterYear,Quality level,Quality flags,UNESCO QC,deg C,deg C,deg C,deg C,deg C
date,Year,Month,WaterYear,NS_Pruth_pocket,NS_Pruth_pocket,NS_Pruth_pocket,NS_Pruth_pocket,NS_Pruth_pocket,NS_Pruth_pocket,NS_Pruth_pocket,NS_Pruth_pocket
date,year,month,waterYear,WaterTemp_QL,WaterTemp_QC,WaterTemp_UQL,WaterTemp,WaterTemp_Med,WaterTemp_Avg,WaterTemp_Min,WaterTemp_Max
2019-03-18,2019,Mar,2018-2019,1,,9,,,,,
2019-03-19,2019,Mar,2018-2019,1,,9,,,,,
2019-03-20,2019,Mar,2018-2019,1,"MV:15 of 24 missing:1 of 24 flagged",3,7.582,7.682,7.69912962962963,7.582,7.882
2019-03-21,2019,Mar,2018-2019,1,,2,7.582,7.682,7.69034027777778,7.582,7.983
2019-03-22,2019,Mar,2018-2019,1,,2,7.682,7.682,7.72766666666667,7.582,8.182
2019-03-23,2019,Mar,2018-2019,1,,2,7.782,7.782,7.81321527777778,7.682,8.082
2019-03-24,2019,Mar,2018-2019,1,,2,7.782,7.782,7.76672222222222,7.682,7.882
2019-03-25,2019,Mar,2018-2019,1,,2,7.882,7.882,7.90414583333334,7.682,8.382
2019-03-26,2019,Mar,2018-2019,1,,2,7.983,8.132,8.14856770833333,7.782,8.68
2019-03-27,2019,Mar,2018-2019,1,,2,8.082,8.169625,8.221953125,7.882,8.879
2019-03-28,2019,Mar,2018-2019,1,,2,8.082,8.481,8.41715972222222,7.983,8.879
2019-03-29,2019,Mar,2018-2019,1,,2,8.282,7.995375,8.12082638888889,7.882,8.581
2019-03-30,2019,Mar,2018-2019,1,,2,8.282,8.531,8.57830555555555,8.082,9.176
2019-03-31,2019,Mar,2018-2019,1,,2,8.282,8.89125,8.79289583333333,8.182,9.373
2019-04-01,2019,Apr,2018-2019,1,,2,8.68,8.940875,8.95112152777778,8.282,9.669
2019-04-02,2019,Apr,2018-2019,1,,2,9.275,9.571,9.36964756944444,8.282,9.768
2019-04-03,2019,Apr,2018-2019,1,,2,8.481,9.05225,9.04468402777778,8.182,9.768
2019-04-04,2019,Apr,2018-2019,1,,2,9.275,8.8415,9.03542013888889,8.382,9.768
2019-04-05,2019,Apr,2018-2019,1,,2,8.68,9.150625,9.12386631944445,8.481,9.669
2019-04-06,2019,Apr,2018-2019,1,,2,8.481,8.86625,8.89740798611111,8.481,9.373
2019-04-07,2019,Apr,2018-2019,1,,2,8.581,8.68,8.67161805555556,8.382,8.978
2019-04-08,2019,Apr,2018-2019,1,,2,8.481,8.581,8.57404861111111,8.382,8.879
2019-04-09,2019,Apr,2018-2019,1,,2,8.68,8.75425,8.729328125,8.382,9.176
2019-04-10,2019,Apr,2018-2019,1,,2,8.68,8.779,8.79653472222222,8.481,9.275
2019-04-11,2019,Apr,2018-2019,1,,2,8.382,8.68,8.70531597222222,8.382,9.275
2019-04-12,2019,Apr,2018-2019,1,,2,8.382,8.581,8.55999305555556,8.382,8.978
2019-04-13,2019,Apr,2018-2019,1,,2,8.382,8.481,8.53906944444444,8.282,9.176
2019-04-14,2019,Apr,2018-2019,1,,2,8.779,8.481,8.51430381944444,8.282,8.779
2019-04-15,2019,Apr,2018-2019,1,,2,8.581,8.667625,8.66384375,8.581,8.779
2019-04-16,2019,Apr,2018-2019,1,,2,8.581,8.667625,8.64011805555556,8.481,8.779
2019-04-17,2019,Apr,2018-2019,1,,2,8.581,8.581,8.57886805555555,8.481,8.68
2019-04-18,2019,Apr,2018-2019,1,,2,8.581,8.581,8.604375,8.581,8.68
2019-04-19,2019,Apr,2018-2019,1,,2,8.68,8.581,8.58268923611111,8.481,8.68
2019-04-20,2019,Apr,2018-2019,1,,2,9.077,8.717125,8.745546875,8.481,9.176
2019-04-21,2019,Apr,2018-2019,1,,2,8.978,9.0275,9.01249826388889,8.68,9.176
2019-04-22,2019,Apr,2018-2019,1,,2,8.581,8.829,8.83107118055555,8.581,8.978
2019-04-23,2019,Apr,2018-2019,1,,2,8.779,8.779,8.76030208333333,8.581,8.879
2019-04-24,2019,Apr,2018-2019,1,,2,8.879,8.866375,8.90377777777778,8.581,9.373
2019-04-25,2019,Apr,2018-2019,1,,2,8.978,8.978,9.02773090277778,8.581,9.571
2019-04-26,2019,Apr,2018-2019,1,,2,9.176,9.373,9.31805208333333,8.779,9.768
2019-04-27,2019,Apr,2018-2019,1,,2,9.275,9.176,9.196890625,8.879,9.965
2019-04-28,2019,Apr,2018-2019,1,"MV:4 of 24 missing:1 of 24 flagged",3,,9.385375,9.35902004145626,9.077,9.768
2019-04-29,2019,Apr,2018-2019,1,,9,,,,,
2019-04-30,2019,Apr,2018-2019,1,,9,,,,,
2019-05-01,2019,May,2018-2019,1,,9,,,,,
2019-05-02,2019,May,2018-2019,1,,9,,,,,
2019-05-03,2019,May,2018-2019,1,,9,,,,,
2019-05-04,2019,May,2018-2019,1,,9,,,,,
2019-05-05,2019,May,2018-2019,1,,9,,,,,
2019-05-06,2019,May,2018-2019,1,,9,,,,,
2019-05-07,2019,May,2018-2019,1,,9,,,,,
2019-05-08,2019,May,2018-2019,1,,9,,,,,
2019-05-09,2019,May,2018-2019,1,,9,,,,,
2019-05-10,2019,May,2018-2019,1,,9,,,,,
2019-05-11,2019,May,2018-2019,1,,9,,,,,
2019-05-12,2019,May,2018-2019,1,,9,,,,,
2019-05-13,2019,May,2018-2019,1,,9,,,,,
2019-05-14,2019,May,2018-2019,1,,9,,,,,
2019-05-15,2019,May,2018-2019,1,,9,,,,,
2019-05-16,2019,May,2018-2019,1,,9,,,,,
2019-05-17,2019,May,2018-2019,1,,9,,,,,
2019-05-18,2019,May,2018-2019,1,,9,,,,,
2019-05-19,2019,May,2018-2019,1,,9,,,,,
2019-05-20,2019,May,2018-2019,1,,9,,,,,
2019-05-21,2019,May,2018-2019,1,,9,,,,,
2019-05-22,2019,May,2018-2019,1,,9,,,,,
2019-05-23,2019,May,2018-2019,1,,9,,,,,
2019-05-24,2019,May,2018-2019,1,,9,,,,,
2019-05-25,2019,May,2018-2019,1,,9,,,,,
2019-05-26,2019,May,2018-2019,1,,9,,,,,
2019-05-27,2019,May,2018-2019,1,,9,,,,,
2019-05-28,2019,May,2018-2019,1,,9,,,,,
2019-05-29,2019,May,2018-2019,1,,9,,,,,
2019-05-30,2019,May,2018-2019,1,,9,,,,,
2019-05-31,2019,May,2018-2019,1,,9,,,,,
2019-06-01,2019,Jun,2018-2019,1,,9,,,,,
2019-06-02,2019,Jun,2018-2019,1,,9,,,,,
2019-06-03,2019,Jun,2018-2019,1,,9,,,,,
2019-06-04,2019,Jun,2018-2019,1,,9,,,,,
2019-06-05,2019,Jun,2018-2019,1,,9,,,,,
2019-06-06,2019,Jun,2018-2019,1,,9,,,,,
2019-06-07,2019,Jun,2018-2019,1,,9,,,,,
2019-06-08,2019,Jun,2018-2019,1,,9,,,,,
2019-06-09,2019,Jun,2018-2019,1,,9,,,,,
2019-06-10,2019,Jun,2018-2019,1,,9,,,,,
2019-06-11,2019,Jun,2018-2019,1,,9,,,,,
2019-06-12,2019,Jun,2018-2019,1,,9,,,,,
2019-06-13,2019,Jun,2018-2019,1,,9,,,,,
2019-06-14,2019,Jun,2018-2019,1,,9,,,,,
2019-06-15,2019,Jun,2018-2019,1,,9,,,,,
2019-06-16,2019,Jun,2018-2019,1,,9,,,,,
2019-06-17,2019,Jun,2018-2019,1,,9,,,,,
2019-06-18,2019,Jun,2018-2019,1,,9,,,,,
2019-06-19,2019,Jun,2018-2019,1,,9,,,,,
2019-06-20,2019,Jun,2018-2019,1,,9,,,,,
2019-06-21,2019,Jun,2018-2019,1,,9,,,,,
2019-06-22,2019,Jun,2018-2019,1,,9,,,,,
2019-06-23,2019,Jun,2018-2019,1,,9,,,,,
2019-06-24,2019,Jun,2018-2019,1,,9,,,,,
2019-06-25,2019,Jun,2018-2019,1,,9,,,,,
2019-06-26,2019,Jun,2018-2019,1,,9,,,,,
2019-06-27,2019,Jun,2018-2019,1,,9,,,,,
2019-06-28,2019,Jun,2018-2019,1,,9,,,,,
2019-06-29,2019,Jun,2018-2019,1,,9,,,,,
2019-06-30,2019,Jun,2018-2019,1,,9,,,,,
2019-07-01,2019,Jul,2018-2019,1,,9,,,,,
2019-07-02,2019,Jul,2018-2019,1,,9,,,,,
2019-07-03,2019,Jul,2018-2019,1,,9,,,,,
2019-07-04,2019,Jul,2018-2019,1,,9,,,,,
2019-07-05,2019,Jul,2018-2019,1,,9,,,,,
2019-07-06,2019,Jul,2018-2019,1,,9,,,,,
2019-07-07,2019,Jul,2018-2019,1,,9,,,,,
2019-07-08,2019,Jul,2018-2019,1,,9,,,,,
2019-07-09,2019,Jul,2018-2019,1,,9,,,,,
2019-07-10,2019,Jul,2018-2019,1,,9,,,,,
2019-07-11,2019,Jul,2018-2019,1,,9,,,,,
2019-07-12,2019,Jul,2018-2019,1,,9,,,,,
2019-07-13,2019,Jul,2018-2019,1,,9,,,,,
2019-07-14,2019,Jul,2018-2019,1,,9,,,,,
2019-07-15,2019,Jul,2018-2019,1,,9,,,,,
2019-07-16,2019,Jul,2018-2019,1,,9,,,,,
2019-07-17,2019,Jul,2018-2019,1,,9,,,,,
2019-07-18,2019,Jul,2018-2019,1,,9,,,,,
2019-07-19,2019,Jul,2018-2019,1,,9,,,,,
2019-07-20,2019,Jul,2018-2019,1,,9,,,,,
2019-07-21,2019,Jul,2018-2019,1,,9,,,,,
2019-07-22,2019,Jul,2018-2019,1,,9,,,,,
2019-07-23,2019,Jul,2018-2019,1,,9,,,,,
2019-07-24,2019,Jul,2018-2019,1,,9,,,,,
2019-07-25,2019,Jul,2018-2019,1,,9,,,,,
2019-07-26,2019,Jul,2018-2019,1,,9,,,,,
2019-07-27,2019,Jul,2018-2019,1,,9,,,,,
2019-07-28,2019,Jul,2018-2019,1,,9,,,,,
2019-07-29,2019,Jul,2018-2019,1,,9,,,,,
2019-07-30,2019,Jul,2018-2019,1,,9,,,,,
2019-07-31,2019,Jul,2018-2019,1,,9,,,,,
2019-08-01,2019,Aug,2018-2019,1,,9,,,,,
2019-08-02,2019,Aug,2018-2019,1,,9,,,,,
2019-08-03,2019,Aug,2018-2019,1,,9,,,,,
2019-08-04,2019,Aug,2018-2019,1,,9,,,,,
2019-08-05,2019,Aug,2018-2019,1,,9,,,,,
2019-08-06,2019,Aug,2018-2019,1,,9,,,,,
2019-08-07,2019,Aug,2018-2019,1,,9,,,,,
2019-08-08,2019,Aug,2018-2019,1,,9,,,,,
2019-08-09,2019,Aug,2018-2019,1,,9,,,,,
2019-08-10,2019,Aug,2018-2019,1,,9,,,,,
2019-08-11,2019,Aug,2018-2019,1,,9,,,,,
2019-08-12,2019,Aug,2018-2019,1,,9,,,,,
2019-08-13,2019,Aug,2018-2019,1,,9,,,,,
2019-08-14,2019,Aug,2018-2019,1,,9,,,,,
2019-08-15,2019,Aug,2018-2019,1,,9,,,,,
2019-08-16,2019,Aug,2018-2019,1,,9,,,,,
2019-08-17,2019,Aug,2018-2019,1,,9,,,,,
2019-08-18,2019,Aug,2018-2019,1,,9,,,,,
2019-08-19,2019,Aug,2018-2019,1,,9,,,,,
2019-08-20,2019,Aug,2018-2019,1,,9,,,,,
2019-08-21,2019,Aug,2018-2019,1,,9,,,,,
2019-08-22,2019,Aug,2018-2019,1,,9,,,,,
2019-08-23,2019,Aug,2018-2019,1,,9,,,,,
2019-08-24,2019,Aug,2018-2019,1,,9,,,,,
2019-08-25,2019,Aug,2018-2019,1,,9,,,,,
2019-08-26,2019,Aug,2018-2019,1,,9,,,,,
2019-08-27,2019,Aug,2018-2019,1,,9,,,,,
2019-08-28,2019,Aug,2018-2019,1,,9,,,,,
2019-08-29,2019,Aug,2018-2019,1,,9,,,,,
2019-08-30,2019,Aug,2018-2019,1,,9,,,,,
2019-08-31,2019,Aug,2018-2019,1,,9,,,,,
2019-09-01,2019,Sep,2018-2019,1,,9,,,,,
2019-09-02,2019,Sep,2018-2019,1,,9,,,,,
2019-09-03,2019,Sep,2018-2019,1,,9,,,,,
2019-09-04,2019,Sep,2018-2019,1,,9,,,,,
2019-09-05,2019,Sep,2018-2019,1,,9,,,,,
2019-09-06,2019,Sep,2018-2019,1,,9,,,,,
2019-09-07,2019,Sep,2018-2019,1,,9,,,,,
2019-09-08,2019,Sep,2018-2019,1,,9,,,,,
2019-09-09,2019,Sep,2018-2019,1,,9,,,,,
2019-09-10,2019,Sep,2018-2019,1,,9,,,,,
2019-09-11,2019,Sep,2018-2019,1,,9,,,,,
2019-09-12,2019,Sep,2018-2019,1,,9,,,,,
2019-09-13,2019,Sep,2018-2019,1,,9,,,,,
2019-09-14,2019,Sep,2018-2019,1,,9,,,,,
2019-09-15,2019,Sep,2018-2019,1,,9,,,,,
2019-09-16,2019,Sep,2018-2019,1,,9,,,,,
2019-09-17,2019,Sep,2018-2019,1,,9,,,,,
2019-09-18,2019,Sep,2018-2019,1,,9,,,,,
2019-09-19,2019,Sep,2018-2019,1,,9,,,,,
2019-09-20,2019,Sep,2018-2019,1,,9,,,,,
2019-09-21,2019,Sep,2018-2019,1,,9,,,,,
2019-09-22,2019,Sep,2018-2019,1,,9,,,,,
2019-09-23,2019,Sep,2018-2019,1,,9,,,,,
2019-09-24,2019,Sep,2018-2019,1,,9,,,,,
2019-09-25,2019,Sep,2018-2019,1,,9,,,,,
2019-09-26,2019,Sep,2018-2019,1,,9,,,,,
2019-09-27,2019,Sep,2018-2019,1,,9,,,,,
2019-09-28,2019,Sep,2018-2019,1,,9,,,,,
2019-09-29,2019,Sep,2018-2019,1,,9,,,,,
2019-09-30,2019,Sep,2018-2019,1,,9,,,,,
2019-10-01,2019,Oct,2019-2020,1,,9,,,,,
2019-10-02,2019,Oct,2019-2020,1,,9,,,,,
2019-10-03,2019,Oct,2019-2020,1,,9,,,,,
2019-10-04,2019,Oct,2019-2020,1,,9,,,,,
2019-10-05,2019,Oct,2019-2020,1,,9,,,,,
2019-10-06,2019,Oct,2019-2020,1,,9,,,,,
2019-10-07,2019,Oct,2019-2020,1,,9,,,,,
2019-10-08,2019,Oct,2019-2020,1,,9,,,,,
2019-10-09,2019,Oct,2019-2020,1,,9,,,,,
2019-10-10,2019,Oct,2019-2020,1,,9,,,,,
2019-10-11,2019,Oct,2019-2020,1,,9,,,,,
2019-10-12,2019,Oct,2019-2020,1,,9,,,,,
2019-10-13,2019,Oct,2019-2020,1,,9,,,,,
2019-10-14,2019,Oct,2019-2020,1,,9,,,,,
2019-10-15,2019,Oct,2019-2020,1,,9,,,,,
2019-10-16,2019,Oct,2019-2020,1,,9,,,,,
2019-10-17,2019,Oct,2019-2020,1,,9,,,,,
2019-10-18,2019,Oct,2019-2020,1,,9,,,,,
2019-10-19,2019,Oct,2019-2020,1,,9,,,,,
2019-10-20,2019,Oct,2019-2020,1,,9,,,,,
2019-10-21,2019,Oct,2019-2020,1,,9,,,,,
2019-10-22,2019,Oct,2019-2020,1,,9,,,,,
2019-10-23,2019,Oct,2019-2020,1,,9,,,,,
2019-10-24,2019,Oct,2019-2020,1,,9,,,,,
2019-10-25,2019,Oct,2019-2020,1,,9,,,,,
2019-10-26,2019,Oct,2019-2020,1,,9,,,,,
2019-10-27,2019,Oct,2019-2020,1,,9,,,,,
2019-10-28,2019,Oct,2019-2020,1,,9,,,,,
2019-10-29,2019,Oct,2019-2020,1,,9,,,,,
2019-10-30,2019,Oct,2019-2020,1,,9,,,,,
2019-10-31,2019,Oct,2019-2020,1,,9,,,,,
2019-11-01,2019,Nov,2019-2020,1,,9,,,,,
2019-11-02,2019,Nov,2019-2020,1,,9,,,,,
2019-11-03,2019,Nov,2019-2020,1,,9,,,,,
2019-11-04,2019,Nov,2019-2020,1,,9,,,,,
2019-11-05,2019,Nov,2019-2020,1,,9,,,,,
2019-11-06,2019,Nov,2019-2020,1,,9,,,,,
2019-11-07,2019,Nov,2019-2020,1,,9,,,,,
2019-11-08,2019,Nov,2019-2020,1,,9,,,,,
2019-11-09,2019,Nov,2019-2020,1,,9,,,,,
2019-11-10,2019,Nov,2019-2020,1,,9,,,,,
2019-11-11,2019,Nov,2019-2020,1,,9,,,,,
2019-11-12,2019,Nov,2019-2020,1,,9,,,,,
2019-11-13,2019,Nov,2019-2020,1,,9,,,,,
2019-11-14,2019,Nov,2019-2020,1,,9,,,,,
2019-11-15,2019,Nov,2019-2020,1,,9,,,,,
2019-11-16,2019,Nov,2019-2020,1,,9,,,,,
2019-11-17,2019,Nov,2019-2020,1,,9,,,,,
2019-11-18,2019,Nov,2019-2020,1,,9,,,,,
2019-11-19,2019,Nov,2019-2020,1,,9,,,,,
2019-11-20,2019,Nov,2019-2020,1,,9,,,,,
2019-11-21,2019,Nov,2019-2020,1,,9,,,,,
2019-11-22,2019,Nov,2019-2020,1,,9,,,,,
2019-11-23,2019,Nov,2019-2020,1,,9,,,,,
2019-11-24,2019,Nov,2019-2020,1,,9,,,,,
2019-11-25,2019,Nov,2019-2020,1,,9,,,,,
2019-11-26,2019,Nov,2019-2020,1,,9,,,,,
2019-11-27,2019,Nov,2019-2020,1,,9,,,,,
2019-11-28,2019,Nov,2019-2020,1,,9,,,,,
2019-11-29,2019,Nov,2019-2020,1,,9,,,,,
2019-11-30,2019,Nov,2019-2020,1,,9,,,,,
2019-12-01,2019,Dec,2019-2020,1,,9,,,,,
2019-12-02,2019,Dec,2019-2020,1,,9,,,,,
2019-12-03,2019,Dec,2019-2020,1,,9,,,,,
2019-12-04,2019,Dec,2019-2020,1,,9,,,,,
2019-12-05,2019,Dec,2019-2020,1,,9,,,,,
2019-12-06,2019,Dec,2019-2020,1,,9,,,,,
2019-12-07,2019,Dec,2019-2020,1,,9,,,,,
2019-12-08,2019,Dec,2019-2020,1,,9,,,,,
2019-12-09,2019,Dec,2019-2020,1,,9,,,,,
2019-12-10,2019,Dec,2019-2020,1,,9,,,,,
2019-12-11,2019,Dec,2019-2020,1,,9,,,,,
2019-12-12,2019,Dec,2019-2020,1,,9,,,,,
2019-12-13,2019,Dec,2019-2020,1,,9,,,,,
2019-12-14,2019,Dec,2019-2020,1,,9,,,,,
2019-12-15,2019,Dec,2019-2020,1,,9,,,,,
2019-12-16,2019,Dec,2019-2020,1,,9,,,,,
2019-12-17,2019,Dec,2019-2020,1,,9,,,,,
2019-12-18,2019,Dec,2019-2020,1,,9,,,,,
2019-12-19,2019,Dec,2019-2020,1,,9,,,,,
2019-12-20,2019,Dec,2019-2020,1,,9,,,,,
2019-12-21,2019,Dec,2019-2020,1,,9,,,,,
2019-12-22,2019,Dec,2019-2020,1,,9,,,,,
2019-12-23,2019,Dec,2019-2020,1,,9,,,,,
2019-12-24,2019,Dec,2019-2020,1,,9,,,,,
2019-12-25,2019,Dec,2019-2020,1,,9,,,,,
2019-12-26,2019,Dec,2019-2020,1,,9,,,,,
2019-12-27,2019,Dec,2019-2020,1,,9,,,,,
2019-12-28,2019,Dec,2019-2020,1,,9,,,,,
2019-12-29,2019,Dec,2019-2020,1,,9,,,,,
2019-12-30,2019,Dec,2019-2020,1,,9,,,,,
2019-12-31,2019,Dec,2019-2020,1,,9,,,,,
2020-01-01,2020,Jan,2019-2020,1,,9,,,,,
2020-01-02,2020,Jan,2019-2020,1,,9,,,,,
2020-01-03,2020,Jan,2019-2020,1,,9,,,,,
2020-01-04,2020,Jan,2019-2020,1,,9,,,,,
2020-01-05,2020,Jan,2019-2020,1,,9,,,,,
2020-01-06,2020,Jan,2019-2020,1,,9,,,,,
2020-01-07,2020,Jan,2019-2020,1,,9,,,,,
2020-01-08,2020,Jan,2019-2020,1,,9,,,,,
2020-01-09,2020,Jan,2019-2020,1,,9,,,,,
2020-01-10,2020,Jan,2019-2020,1,,9,,,,,
2020-01-11,2020,Jan,2019-2020,1,,9,,,,,
2020-01-12,2020,Jan,2019-2020,1,,9,,,,,
2020-01-13,2020,Jan,2019-2020,1,,9,,,,,
2020-01-14,2020,Jan,2019-2020,1,,9,,,,,
2020-01-15,2020,Jan,2019-2020,1,,9,,,,,
2020-01-16,2020,Jan,2019-2020,1,,9,,,,,
2020-01-17,2020,Jan,2019-2020,1,,9,,,,,
2020-01-18,2020,Jan,2019-2020,1,,9,,,,,
2020-01-19,2020,Jan,2019-2020,1,,9,,,,,
2020-01-20,2020,Jan,2019-2020,1,,9,,,,,
2020-01-21,2020,Jan,2019-2020,1,,9,,,,,
2020-01-22,2020,Jan,2019-2020,1,,9,,,,,
2020-01-23,2020,Jan,2019-2020,1,,9,,,,,
2020-01-24,2020,Jan,2019-2020,1,,9,,,,,
2020-01-25,2020,Jan,2019-2020,1,,9,,,,,
2020-01-26,2020,Jan,2019-2020,1,,9,,,,,
2020-01-27,2020,Jan,2019-2020,1,,9,,,,,
2020-01-28,2020,Jan,2019-2020,1,,9,,,,,
2020-01-29,2020,Jan,2019-2020,1,,9,,,,,
2020-01-30,2020,Jan,2019-2020,1,,9,,,,,
2020-01-31,2020,Jan,2019-2020,1,,9,,,,,
2020-02-01,2020,Feb,2019-2020,1,,9,,,,,
2020-02-02,2020,Feb,2019-2020,1,,9,,,,,
2020-02-03,2020,Feb,2019-2020,1,,9,,,,,
2020-02-04,2020,Feb,2019-2020,1,,9,,,,,
2020-02-05,2020,Feb,2019-2020,1,,9,,,,,
2020-02-06,2020,Feb,2019-2020,1,,9,,,,,
2020-02-07,2020,Feb,2019-2020,1,,9,,,,,
2020-02-08,2020,Feb,2019-2020,1,,9,,,,,
2020-02-09,2020,Feb,2019-2020,1,,9,,,,,
2020-02-10,2020,Feb,2019-2020,1,,9,,,,,
2020-02-11,2020,Feb,2019-2020,1,,9,,,,,
2020-02-12,2020,Feb,2019-2020,1,,9,,,,,
2020-02-13,2020,Feb,2019-2020,1,,9,,,,,
2020-02-14,2020,Feb,2019-2020,1,,9,,,,,
2020-02-15,2020,Feb,2019-2020,1,,9,,,,,
2020-02-16,2020,Feb,2019-2020,1,,9,,,,,
2020-02-17,2020,Feb,2019-2020,1,,9,,,,,
2020-02-18,2020,Feb,2019-2020,1,,9,,,,,
2020-02-19,2020,Feb,2019-2020,1,,9,,,,,
2020-02-20,2020,Feb,2019-2020,1,,9,,,,,
2020-02-21,2020,Feb,2019-2020,1,,9,,,,,
2020-02-22,2020,Feb,2019-2020,1,,9,,,,,
2020-02-23,2020,Feb,2019-2020,1,,9,,,,,
2020-02-24,2020,Feb,2019-2020,1,,9,,,,,
2020-02-25,2020,Feb,2019-2020,1,,9,,,,,
2020-02-26,2020,Feb,2019-2020,1,,9,,,,,
2020-02-27,2020,Feb,2019-2020,1,,9,,,,,
2020-02-28,2020,Feb,2019-2020,1,,9,,,,,
2020-02-29,2020,Feb,2019-2020,1,,9,,,,,
2020-03-01,2020,Mar,2019-2020,1,,9,,,,,
2020-03-02,2020,Mar,2019-2020,1,,9,,,,,
2020-03-03,2020,Mar,2019-2020,1,,9,,,,,
2020-03-04,2020,Mar,2019-2020,1,,9,,,,,
2020-03-05,2020,Mar,2019-2020,1,,9,,,,,
2020-03-06,2020,Mar,2019-2020,1,,9,,,,,
2020-03-07,2020,Mar,2019-2020,1,,9,,,,,
2020-03-08,2020,Mar,2019-2020,1,,9,,,,,
2020-03-09,2020,Mar,2019-2020,1,,9,,,,,
2020-03-10,2020,Mar,2019-2020,1,,9,,,,,
2020-03-11,2020,Mar,2019-2020,1,,9,,,,,
2020-03-12,2020,Mar,2019-2020,1,,9,,,,,
2020-03-13,2020,Mar,2019-2020,1,,9,,,,,
2020-03-14,2020,Mar,2019-2020,1,,9,,,,,
2020-03-15,2020,Mar,2019-2020,1,,9,,,,,
2020-03-16,2020,Mar,2019-2020,1,,9,,,,,
2020-03-17,2020,Mar,2019-2020,1,,9,,,,,
2020-03-18,2020,Mar,2019-2020,1,,9,,,,,
2020-03-19,2020,Mar,2019-2020,1,,9,,,,,
2020-03-20,2020,Mar,2019-2020,1,,9,,,,,
2020-03-21,2020,Mar,2019-2020,1,,9,,,,,
2020-03-22,2020,Mar,2019-2020,1,,9,,,,,
2020-03-23,2020,Mar,2019-2020,1,,9,,,,,
2020-03-24,2020,Mar,2019-2020,1,,9,,,,,
2020-03-25,2020,Mar,2019-2020,1,,9,,,,,
2020-03-26,2020,Mar,2019-2020,1,,9,,,,,
2020-03-27,2020,Mar,2019-2020,1,,9,,,,,
2020-03-28,2020,Mar,2019-2020,1,,9,,,,,
2020-03-29,2020,Mar,2019-2020,1,,9,,,,,
2020-03-30,2020,Mar,2019-2020,1,,9,,,,,
2020-03-31,2020,Mar,2019-2020,1,,9,,,,,
2020-04-01,2020,Apr,2019-2020,1,,9,,,,,
2020-04-02,2020,Apr,2019-2020,1,,9,,,,,
2020-04-03,2020,Apr,2019-2020,1,,9,,,,,
2020-04-04,2020,Apr,2019-2020,1,,9,,,,,
2020-04-05,2020,Apr,2019-2020,1,,9,,,,,
2020-04-06,2020,Apr,2019-2020,1,,9,,,,,
2020-04-07,2020,Apr,2019-2020,1,,9,,,,,
2020-04-08,2020,Apr,2019-2020,1,,9,,,,,
2020-04-09,2020,Apr,2019-2020,1,,9,,,,,
2020-04-10,2020,Apr,2019-2020,1,,9,,,,,
2020-04-11,2020,Apr,2019-2020,1,,9,,,,,
2020-04-12,2020,Apr,2019-2020,1,,9,,,,,
2020-04-13,2020,Apr,2019-2020,1,,9,,,,,
2020-04-14,2020,Apr,2019-2020,1,,9,,,,,
2020-04-15,2020,Apr,2019-2020,1,,9,,,,,
2020-04-16,2020,Apr,2019-2020,1,,9,,,,,
2020-04-17,2020,Apr,2019-2020,1,,9,,,,,
2020-04-18,2020,Apr,2019-2020,1,,9,,,,,
2020-04-19,2020,Apr,2019-2020,1,,9,,,,,
2020-04-20,2020,Apr,2019-2020,1,,9,,,,,
2020-04-21,2020,Apr,2019-2020,1,,9,,,,,
2020-04-22,2020,Apr,2019-2020,1,,9,,,,,
2020-04-23,2020,Apr,2019-2020,1,,9,,,,,
2020-04-24,2020,Apr,2019-2020,1,,9,,,,,
2020-04-25,2020,Apr,2019-2020,1,,9,,,,,
2020-04-26,2020,Apr,2019-2020,1,,9,,,,,
2020-04-27,2020,Apr,2019-2020,1,,9,,,,,
2020-04-28,2020,Apr,2019-2020,1,,9,,,,,
2020-04-29,2020,Apr,2019-2020,1,,9,,,,,
2020-04-30,2020,Apr,2019-2020,1,,9,,,,,
2020-05-01,2020,May,2019-2020,1,,9,,,,,
2020-05-02,2020,May,2019-2020,1,,9,,,,,
2020-05-03,2020,May,2019-2020,1,,9,,,,,
2020-05-04,2020,May,2019-2020,1,,9,,,,,
2020-05-05,2020,May,2019-2020,1,,9,,,,,
2020-05-06,2020,May,2019-2020,1,,9,,,,,
2020-05-07,2020,May,2019-2020,1,,9,,,,,
2020-05-08,2020,May,2019-2020,1,,9,,,,,
2020-05-09,2020,May,2019-2020,1,,9,,,,,
2020-05-10,2020,May,2019-2020,1,,9,,,,,
2020-05-11,2020,May,2019-2020,1,,9,,,,,
2020-05-12,2020,May,2019-2020,1,,9,,,,,
2020-05-13,2020,May,2019-2020,1,,9,,,,,
2020-05-14,2020,May,2019-2020,1,,9,,,,,
2020-05-15,2020,May,2019-2020,1,,9,,,,,
2020-05-16,2020,May,2019-2020,1,,9,,,,,
2020-05-17,2020,May,2019-2020,1,,9,,,,,
2020-05-18,2020,May,2019-2020,1,,9,,,,,
2020-05-19,2020,May,2019-2020,1,,9,,,,,
2020-05-20,2020,May,2019-2020,1,,9,,,,,
