Date,Year,Month,WaterYear,TWtrMcmullin_southQ_level,TWtrMcmullin_southQ_flags,TWtrMcmullin_southUNESCO_Q_level,TWtrMcmullin_south,TWtrMcmullin_southMed,TWtrMcmullin_southAvg,TWtrMcmullin_southMin,TWtrMcmullin_southMax
PST,Year,Month,WaterYear,Quality level,Quality flags,UNESCO QC,deg C,deg C,deg C,deg C,deg C
date,Year,Month,WaterYear,NS_Mcmullin_south,NS_Mcmullin_south,NS_Mcmullin_south,NS_Mcmullin_south,NS_Mcmullin_south,NS_Mcmullin_south,NS_Mcmullin_south,NS_Mcmullin_south
date,year,month,waterYear,WaterTemp_QL,WaterTemp_QC,WaterTemp_UQL,WaterTemp,WaterTemp_Med,WaterTemp_Avg,WaterTemp_Min,WaterTemp_Max
2015-09-15,2015,Sep,2014-2015,1,"MV:15 of 24 missing:1 of 24 flagged",3,17.177,17.439,17.352712962963,15.939,18.271
2015-09-16,2015,Sep,2014-2015,1,,2,12.34,12.576,13.9591267361111,12.074,18.152
2015-09-17,2015,Sep,2014-2015,1,,2,12.654,12.651125,12.6664548611111,12.292,13.088
2015-09-18,2015,Sep,2014-2015,1,,2,12.896,12.778,12.8042743055556,12.666,12.92
2015-09-19,2015,Sep,2014-2015,1,,2,13.016,12.947,12.970375,12.823,13.185
2015-09-20,2015,Sep,2014-2015,1,,2,13.281,13.185,13.1490954861111,13.016,13.305
2015-09-21,2015,Sep,2014-2015,1,,2,12.992,13.112,13.1179322916667,12.944,13.305
2015-09-22,2015,Sep,2014-2015,1,,2,12.703,12.853,12.8502864583333,12.703,13.04
2015-09-23,2015,Sep,2014-2015,1,,2,12.823,12.663,12.6964930555556,12.485,12.847
2015-09-24,2015,Sep,2014-2015,1,,2,12.823,12.835,12.8556041666667,12.775,13.088
2015-09-25,2015,Sep,2014-2015,1,,2,12.703,12.73,12.7428263888889,12.678,12.823
2015-09-26,2015,Sep,2014-2015,1,,2,12.509,12.612,12.6642048611111,12.437,13.064
2015-09-27,2015,Sep,2014-2015,1,,2,12.437,12.534,12.5697291666667,12.437,12.775
2015-09-28,2015,Sep,2014-2015,1,,2,12.122,12.449,12.4805260416667,12.122,12.654
2015-09-29,2015,Sep,2014-2015,1,,2,12.05,12.3765,12.3401319444444,12.05,12.534
2015-09-30,2015,Sep,2014-2015,1,,2,12.05,12.192,12.1598958333333,11.977,12.34
2015-10-01,2015,Oct,2015-2016,1,,2,11.977,12.046875,12.0625086805556,11.71,12.34
2015-10-02,2015,Oct,2015-2016,1,,2,11.856,11.868,11.8298211805556,11.516,12.05
2015-10-03,2015,Oct,2015-2016,1,,2,11.516,11.504,11.5002430555556,11.37,11.953
2015-10-04,2015,Oct,2015-2016,1,,2,11.37,11.452,11.4359548611111,11.297,11.734
2015-10-05,2015,Oct,2015-2016,1,,2,11.88,11.63125,11.7153923611111,11.346,12.05
2015-10-06,2015,Oct,2015-2016,1,,2,11.904,11.974,11.9643194444444,11.856,12.074
2015-10-07,2015,Oct,2015-2016,1,,2,11.71,11.832,11.8312673611111,11.686,11.929
2015-10-08,2015,Oct,2015-2016,1,,2,11.929,11.901,11.8693836805556,11.71,11.953
2015-10-09,2015,Oct,2015-2016,1,,2,12.05,12.001,11.9970746527778,11.856,12.147
2015-10-10,2015,Oct,2015-2016,1,,2,11.953,12.01,12.0364670138889,11.953,12.147
2015-10-11,2015,Oct,2015-2016,1,,2,11.783,11.832,11.83359375,11.734,11.953
2015-10-12,2015,Oct,2015-2016,1,,2,11.832,11.8135,11.8355677083333,11.686,12.025
2015-10-13,2015,Oct,2015-2016,1,,2,11.662,11.832,11.8488020833333,11.662,11.953
2015-10-14,2015,Oct,2015-2016,1,,2,11.637,11.668,11.6889461805556,11.565,11.832
2015-10-15,2015,Oct,2015-2016,1,,2,11.492,11.565,11.5924600694444,11.492,11.807
2015-10-16,2015,Oct,2015-2016,1,,2,11.516,11.470125,11.4662013888889,11.394,11.613
2015-10-17,2015,Oct,2015-2016,1,,2,11.589,11.589,11.5862413194444,11.516,11.734
2015-10-18,2015,Oct,2015-2016,1,,2,11.54,11.54,11.5504392361111,11.443,11.637
2015-10-19,2015,Oct,2015-2016,1,,2,11.637,11.613,11.6291649305556,11.54,11.759
2015-10-20,2015,Oct,2015-2016,1,,2,11.516,11.54325,11.5533350694444,11.492,11.637
2015-10-21,2015,Oct,2015-2016,1,,2,11.613,11.677,11.6725954861111,11.516,11.807
2015-10-22,2015,Oct,2015-2016,1,,2,11.589,11.613,11.6176319444444,11.565,11.686
2015-10-23,2015,Oct,2015-2016,1,,2,11.467,11.565,11.5520729166667,11.467,11.637
2015-10-24,2015,Oct,2015-2016,1,,2,11.394,11.585875,11.5787239583333,11.37,11.832
2015-10-25,2015,Oct,2015-2016,1,,2,11.248,11.38225,11.3756909722222,11.248,11.492
2015-10-26,2015,Oct,2015-2016,1,,2,11.224,11.248,11.2962986111111,11.102,11.516
2015-10-27,2015,Oct,2015-2016,1,,2,11.686,11.385125,11.3517048611111,11.029,11.759
2015-10-28,2015,Oct,2015-2016,1,,2,11.589,11.461,11.4791267361111,11.394,11.686
2015-10-29,2015,Oct,2015-2016,1,,2,11.904,11.565,11.5631059027778,11.467,11.904
2015-10-30,2015,Oct,2015-2016,1,,2,11.613,11.759,11.7594774305556,11.613,11.904
2015-10-31,2015,Oct,2015-2016,1,,2,11.686,11.728,11.7180399305556,11.613,11.783
2015-11-01,2015,Nov,2015-2016,1,,2,11.662,11.565,11.5550416666667,11.394,11.686
2015-11-02,2015,Nov,2015-2016,1,,2,11.37,11.433875,11.3912847222222,11.127,11.662
2015-11-03,2015,Nov,2015-2016,1,,2,11.248,11.37,11.3439340277778,11.127,11.516
2015-11-04,2015,Nov,2015-2016,1,,2,11.565,11.565,11.543859375,11.175,11.759
2015-11-05,2015,Nov,2015-2016,1,,2,11.2,11.46425,11.4344670138889,11.2,11.565
2015-11-06,2015,Nov,2015-2016,1,,2,11.2,11.297,11.2690138888889,11.102,11.394
2015-11-07,2015,Nov,2015-2016,1,,2,11.078,11.139,11.1331979166667,11.029,11.2
2015-11-08,2015,Nov,2015-2016,1,,2,10.687,10.968,10.953046875,10.687,11.078
2015-11-09,2015,Nov,2015-2016,1,,2,10.736,10.761,10.7845052083333,10.59,10.932
2015-11-10,2015,Nov,2015-2016,1,,2,10.712,10.687,10.6641319444444,10.443,10.883
2015-11-11,2015,Nov,2015-2016,1,,2,10.785,10.43675,10.4421371527778,10.075,10.785
2015-11-12,2015,Nov,2015-2016,1,,2,10.761,10.761,10.7420763888889,10.565,10.834
2015-11-13,2015,Nov,2015-2016,1,,2,10.394,10.531625,10.5579079861111,10.394,10.785
2015-11-14,2015,Nov,2015-2016,1,,2,10.541,10.308,10.3367309027778,10.001,10.736
2015-11-15,2015,Nov,2015-2016,1,,2,10.198,10.308,10.3291927083333,10.001,10.565
2015-11-16,2015,Nov,2015-2016,1,,2,10.149,10.247,10.2558628472222,10.149,10.443
2015-11-17,2015,Nov,2015-2016,1,,2,9.558,10.173,10.0703038194444,9.558,10.345
2015-11-18,2015,Nov,2015-2016,1,,2,9.682,9.629375,9.63729861111111,9.386,10.001
2015-11-19,2015,Nov,2015-2016,1,,2,9.485,9.749375,9.75227256944444,9.485,10.1
2015-11-20,2015,Nov,2015-2016,1,,2,9.46,9.598625,9.67277256944445,9.312,10.075
2015-11-21,2015,Nov,2015-2016,1,,2,9.262,9.435,9.43166319444444,9.213,9.558
2015-11-22,2015,Nov,2015-2016,1,,2,9.089,9.46,9.44777256944444,9.089,9.608
2015-11-23,2015,Nov,2015-2016,1,,2,9.336,9.50625,9.57635590277778,8.965,10.247
2015-11-24,2015,Nov,2015-2016,1,,2,9.928,9.299375,9.29974305555555,8.742,10.198
2015-11-25,2015,Nov,2015-2016,1,,2,9.608,9.456625,9.37890277777778,8.693,9.928
2015-11-26,2015,Nov,2015-2016,1,,2,9.608,9.40425,9.418125,9.163,9.731
2015-11-27,2015,Nov,2015-2016,1,,2,9.188,9.287,9.32000694444444,9.163,9.608
2015-11-28,2015,Nov,2015-2016,1,,2,8.941,9.024375,9.039296875,8.841,9.213
2015-11-29,2015,Nov,2015-2016,1,,2,8.693,8.8505,8.84830555555556,8.618,9.188
2015-11-30,2015,Nov,2015-2016,1,,2,8.742,8.87225,8.86415104166666,8.593,9.139
2015-12-01,2015,Dec,2015-2016,1,,2,9.262,9.2005,9.13124305555555,8.742,9.336
2015-12-02,2015,Dec,2015-2016,1,,2,9.287,9.312,9.31980381944445,9.188,9.509
2015-12-03,2015,Dec,2015-2016,1,,2,9.064,9.2005,9.18699131944444,9.064,9.287
2015-12-04,2015,Dec,2015-2016,1,,2,9.287,9.26825,9.26415451388889,9.04,9.485
2015-12-05,2015,Dec,2015-2016,1,,2,9.163,9.213,9.21860416666667,9.114,9.287
2015-12-06,2015,Dec,2015-2016,1,,2,9.114,9.114,9.10779340277778,9.064,9.163
2015-12-07,2015,Dec,2015-2016,1,,2,9.089,9.0765,9.08031423611111,9.04,9.139
2015-12-08,2015,Dec,2015-2016,1,,2,9.064,9.0765,9.08183506944444,9.04,9.163
2015-12-09,2015,Dec,2015-2016,1,,2,8.941,8.999375,8.99690104166667,8.941,9.064
2015-12-10,2015,Dec,2015-2016,1,,2,8.99,8.9285,8.92108159722222,8.693,9.064
2015-12-11,2015,Dec,2015-2016,1,,2,8.916,8.900375,8.90351736111111,8.817,8.99
2015-12-12,2015,Dec,2015-2016,1,,2,8.916,8.841,8.84231944444444,8.668,8.941
2015-12-13,2015,Dec,2015-2016,1,,2,8.419,8.5435,8.54472395833333,8.195,8.916
2015-12-14,2015,Dec,2015-2016,1,,2,8.693,8.5065,8.44776041666667,7.82,8.941
2015-12-15,2015,Dec,2015-2016,1,,2,8.519,8.602375,8.63737152777778,8.444,8.866
2015-12-16,2015,Dec,2015-2016,1,,2,8.27,8.3815,8.47568229166666,8.195,8.841
2015-12-17,2015,Dec,2015-2016,1,,2,8.369,8.33775,8.34050868055555,8.17,8.543
2015-12-18,2015,Dec,2015-2016,1,,2,7.97,8.3315,8.31619270833333,7.97,8.543
2015-12-19,2015,Dec,2015-2016,1,,2,8.295,8.1575,8.17330381944444,7.945,8.369
2015-12-20,2015,Dec,2015-2016,1,,2,8.22,8.313125,8.355296875,8.07,8.593
2015-12-21,2015,Dec,2015-2016,1,,2,8.145,8.519,8.46013715277778,8.12,8.668
2015-12-22,2015,Dec,2015-2016,1,,2,7.995,8.465875,8.44966319444444,7.995,8.668
2015-12-23,2015,Dec,2015-2016,1,,2,8.145,8.369,8.31094791666666,7.97,8.519
2015-12-24,2015,Dec,2015-2016,1,,2,8.07,8.03875,8.10034548611111,7.87,8.519
2015-12-25,2015,Dec,2015-2016,1,,2,8.419,7.898125,7.99451215277778,7.544,8.469
2015-12-26,2015,Dec,2015-2016,1,,2,8.245,8.191875,8.15629513888889,7.695,8.444
2015-12-27,2015,Dec,2015-2016,1,,2,8.344,8.279375,8.28284201388889,8.12,8.444
2015-12-28,2015,Dec,2015-2016,1,,2,8.12,8.160625,8.2404375,7.97,8.618
2015-12-29,2015,Dec,2015-2016,1,,2,7.845,8.1575,8.19261631944445,7.82,8.469
2015-12-30,2015,Dec,2015-2016,1,,2,7.494,7.845,7.93640104166667,7.494,8.344
2015-12-31,2015,Dec,2015-2016,1,,2,7.318,7.547125,7.65642361111111,7.318,8.095
2016-01-01,2016,Jan,2015-2016,1,,2,7.066,7.2045,7.18522222222222,7.015,7.494
2016-01-02,2016,Jan,2015-2016,1,,2,6.914,7.142,7.17203472222222,6.914,7.645
2016-01-03,2016,Jan,2015-2016,1,,2,6.737,6.94,6.96692534722222,6.737,7.343
2016-01-04,2016,Jan,2015-2016,1,,2,6.737,6.94575,7.00327777777778,6.661,7.419
2016-01-05,2016,Jan,2015-2016,1,,2,6.661,6.848375,6.83871527777778,6.56,7.217
2016-01-06,2016,Jan,2015-2016,1,,2,7.116,7.09725,7.05403645833333,6.636,7.318
2016-01-07,2016,Jan,2015-2016,1,,2,7.217,7.091,7.11557465277778,6.965,7.343
2016-01-08,2016,Jan,2015-2016,1,,2,7.494,7.1795,7.16477604166667,6.788,7.494
2016-01-09,2016,Jan,2015-2016,1,,2,7.318,7.368,7.36332638888889,7.192,7.519
2016-01-10,2016,Jan,2015-2016,1,,2,7.368,7.2295,7.22523958333333,6.99,7.393
2016-01-11,2016,Jan,2015-2016,1,,2,7.544,7.343,7.29686805555555,6.965,7.569
2016-01-12,2016,Jan,2015-2016,1,,2,7.494,7.48775,7.49998958333333,7.419,7.594
2016-01-13,2016,Jan,2015-2016,1,,2,7.67,7.597125,7.57840277777778,7.469,7.67
2016-01-14,2016,Jan,2015-2016,1,,2,7.594,7.64175,7.63838888888889,7.544,7.72
2016-01-15,2016,Jan,2015-2016,1,,2,7.368,7.406,7.46571875,7.242,7.67
2016-01-16,2016,Jan,2015-2016,1,,2,7.343,7.352375,7.34083506944444,7.217,7.419
2016-01-17,2016,Jan,2015-2016,1,,2,7.569,7.4565,7.45704513888889,7.293,7.569
2016-01-18,2016,Jan,2015-2016,1,,2,7.544,7.544,7.53918229166667,7.469,7.619
2016-01-19,2016,Jan,2015-2016,1,,2,7.444,7.544,7.54365277777778,7.419,7.594
2016-01-20,2016,Jan,2015-2016,1,,2,7.343,7.419,7.43123090277778,7.318,7.519
2016-01-21,2016,Jan,2015-2016,1,,2,7.469,7.5065,7.47728125,7.343,7.544
2016-01-22,2016,Jan,2015-2016,1,,2,7.77,7.7075,7.67119965277778,7.469,7.87
2016-01-23,2016,Jan,2015-2016,1,,2,7.67,7.7075,7.70280555555556,7.619,7.77
2016-01-24,2016,Jan,2015-2016,1,,2,7.619,7.522125,7.56012326388889,7.444,7.72
2016-01-25,2016,Jan,2015-2016,1,,2,7.82,7.594,7.57753298611111,7.368,7.82
2016-01-26,2016,Jan,2015-2016,1,,2,8.02,7.985625,7.98684027777778,7.8325,8.12
2016-01-27,2016,Jan,2015-2016,1,,2,8.195,8.02,8.04730034722222,7.87,8.195
2016-01-28,2016,Jan,2015-2016,1,,2,8.22,8.17,8.13471354166667,7.945,8.245
2016-01-29,2016,Jan,2015-2016,1,,2,7.895,8.22,8.17479340277778,7.895,8.394
2016-01-30,2016,Jan,2015-2016,1,,2,7.945,7.945,7.94873263888889,7.87,8.045
2016-01-31,2016,Jan,2015-2016,1,,2,7.695,7.7575,7.77147569444444,7.645,7.945
2016-02-01,2016,Feb,2015-2016,1,,2,7.695,7.904375,7.86496527777777,7.645,7.97
2016-02-02,2016,Feb,2015-2016,1,,2,7.569,7.594,7.58264236111111,7.343,7.72
2016-02-03,2016,Feb,2015-2016,1,,2,7.494,7.5815,7.58218576388889,7.494,7.695
2016-02-04,2016,Feb,2015-2016,1,,2,7.87,7.77625,7.72603472222222,7.494,7.895
2016-02-05,2016,Feb,2015-2016,1,,2,7.845,7.945,7.95546006944445,7.845,8.07
2016-02-06,2016,Feb,2015-2016,1,,2,7.795,7.760625,7.77112847222222,7.67,7.945
2016-02-07,2016,Feb,2015-2016,1,,2,7.97,7.82,7.79818923611111,7.594,7.995
2016-02-08,2016,Feb,2015-2016,1,,2,8.195,8.123125,8.14006770833334,7.97,8.319
2016-02-09,2016,Feb,2015-2016,1,,2,8.095,8.16375,8.14951388888889,8.02,8.27
2016-02-10,2016,Feb,2015-2016,1,,2,8.095,8.160625,8.17052083333334,8.095,8.245
2016-02-11,2016,Feb,2015-2016,1,,2,8.17,8.095,8.08983506944444,8.02,8.17
2016-02-12,2016,Feb,2015-2016,1,,2,8.095,8.17,8.17065104166666,8.095,8.245
2016-02-13,2016,Feb,2015-2016,1,,2,8.095,8.07,8.06635416666667,7.945,8.17
2016-02-14,2016,Feb,2015-2016,1,,2,8.17,8.195,8.18358506944444,8.045,8.22
2016-02-15,2016,Feb,2015-2016,1,,2,8.22,8.17,8.14369791666666,8.02,8.27
2016-02-16,2016,Feb,2015-2016,1,,2,8.195,8.22,8.20786979166667,8.07,8.319
2016-02-17,2016,Feb,2015-2016,1,,2,8.295,8.266875,8.25671527777778,8.17,8.319
2016-02-18,2016,Feb,2015-2016,1,,2,8.319,8.301,8.32990277777778,8.22,8.543
2016-02-19,2016,Feb,2015-2016,1,,2,8.145,8.273125,8.28253125,8.145,8.369
2016-02-20,2016,Feb,2015-2016,1,,2,8.22,8.17,8.14955729166667,7.97,8.295
2016-02-21,2016,Feb,2015-2016,1,,2,8.145,8.129375,8.08749131944444,7.87,8.245
2016-02-22,2016,Feb,2015-2016,1,,2,8.444,8.2075,8.16796701388889,7.845,8.494
2016-02-23,2016,Feb,2015-2016,1,,2,8.27,8.28875,8.22569097222222,7.97,8.469
2016-02-24,2016,Feb,2015-2016,1,,2,8.618,8.365875,8.38911805555555,8.07,8.693
2016-02-25,2016,Feb,2015-2016,1,,2,8.817,8.5745,8.597828125,8.444,8.817
2016-02-26,2016,Feb,2015-2016,1,,2,8.916,8.912875,8.93417534722222,8.817,9.089
2016-02-27,2016,Feb,2015-2016,1,,2,8.742,8.792,8.78519791666667,8.618,8.941
2016-02-28,2016,Feb,2015-2016,1,,2,8.866,8.77325,8.803125,8.668,8.99
2016-02-29,2016,Feb,2015-2016,1,,2,8.891,8.866,8.87696354166667,8.668,9.114
2016-03-01,2016,Mar,2015-2016,1,,2,8.792,8.813875,8.80569965277778,8.693,8.891
2016-03-02,2016,Mar,2015-2016,1,,2,8.866,8.807625,8.81051041666667,8.717,8.916
2016-03-03,2016,Mar,2015-2016,1,,2,8.817,8.826,8.84205729166667,8.717,9.015
2016-03-04,2016,Mar,2015-2016,1,,2,8.817,8.82,8.84517361111111,8.767,8.965
2016-03-05,2016,Mar,2015-2016,1,,2,8.99,8.941,8.94650520833333,8.817,9.114
2016-03-06,2016,Mar,2015-2016,1,,2,8.817,8.891,8.90405729166667,8.817,9.015
2016-03-07,2016,Mar,2015-2016,1,,2,8.817,8.767,8.77006944444444,8.568,8.965
2016-03-08,2016,Mar,2015-2016,1,,2,8.717,8.671125,8.67788888888889,8.568,8.817
2016-03-09,2016,Mar,2015-2016,1,,2,8.792,8.66175,8.70118923611111,8.519,8.866
2016-03-10,2016,Mar,2015-2016,1,,2,8.717,8.693,8.682171875,8.568,8.792
2016-03-11,2016,Mar,2015-2016,1,,2,8.519,8.519,8.53004513888889,8.419,8.717
2016-03-12,2016,Mar,2015-2016,1,,2,8.369,8.447125,8.46330902777778,8.27,8.643
2016-03-13,2016,Mar,2015-2016,1,,2,8.519,8.506,8.47653819444445,8.22,8.643
2016-03-14,2016,Mar,2015-2016,1,,2,8.295,8.503375,8.5149375,8.295,8.717
2016-03-15,2016,Mar,2015-2016,1,,2,8.767,8.5495,8.59229166666667,8.245,8.99
2016-03-16,2016,Mar,2015-2016,1,,2,8.693,8.742,8.72623263888889,8.519,8.916
2016-03-17,2016,Mar,2015-2016,1,,2,8.568,8.683375,8.68896006944445,8.494,8.941
2016-03-18,2016,Mar,2015-2016,1,,2,8.693,8.618,8.59199826388889,8.419,8.742
2016-03-19,2016,Mar,2015-2016,1,,2,8.643,8.646125,8.66645486111111,8.568,8.817
2016-03-20,2016,Mar,2015-2016,1,,2,8.593,8.646125,8.69119097222222,8.593,8.866
2016-03-21,2016,Mar,2015-2016,1,,2,8.693,8.6305,8.68799305555555,8.568,8.99
2016-03-22,2016,Mar,2015-2016,1,,2,8.717,8.7295,8.79537500000001,8.643,9.262
2016-03-23,2016,Mar,2015-2016,1,,2,8.792,8.792,8.78369618055556,8.693,8.866
2016-03-24,2016,Mar,2015-2016,1,,2,8.767,8.717,8.74552951388889,8.643,8.866
2016-03-25,2016,Mar,2015-2016,1,,2,8.817,8.8045,8.82396180555555,8.568,9.213
2016-03-26,2016,Mar,2015-2016,1,,2,8.767,8.817,8.79657291666667,8.717,8.866
2016-03-27,2016,Mar,2015-2016,1,,2,8.941,8.83525,8.81996180555555,8.519,9.213
2016-03-28,2016,Mar,2015-2016,1,,2,9.04,8.99,8.96209895833333,8.742,9.139
2016-03-29,2016,Mar,2015-2016,1,,2,8.891,8.959,8.97502951388889,8.792,9.213
2016-03-30,2016,Mar,2015-2016,1,,2,8.891,8.98375,9.00106944444445,8.891,9.213
2016-03-31,2016,Mar,2015-2016,1,,2,9.089,9.110875,9.09164930555555,8.841,9.386
2016-04-01,2016,Apr,2015-2016,1,,2,9.213,9.188,9.17671527777778,9.064,9.386
2016-04-02,2016,Apr,2015-2016,1,,2,9.435,9.435,9.40958680555556,9.213,9.657
2016-04-03,2016,Apr,2015-2016,1,,2,9.509,9.46,9.48476736111111,9.312,9.756
2016-04-04,2016,Apr,2015-2016,1,,2,9.534,9.49075,9.50483159722222,9.336,9.706
2016-04-05,2016,Apr,2015-2016,1,,2,9.213,9.283875,9.29958506944444,9.213,9.558
2016-04-06,2016,Apr,2015-2016,1,,2,9.213,9.213,9.27147916666666,9.188,9.534
2016-04-07,2016,Apr,2015-2016,1,,2,9.435,9.315,9.46221180555556,9.213,9.903
2016-04-08,2016,Apr,2015-2016,1,,2,9.361,9.5215,9.59025347222222,9.361,9.952
2016-04-09,2016,Apr,2015-2016,1,,2,9.386,9.41,9.45458854166666,9.089,9.928
2016-04-10,2016,Apr,2015-2016,1,,2,9.361,9.392,9.39305034722222,9.262,9.558
2016-04-11,2016,Apr,2015-2016,1,,2,9.435,9.456875,9.44328125,9.213,9.78
2016-04-12,2016,Apr,2015-2016,1,,2,9.361,9.395,9.42967013888889,9.312,9.657
2016-04-13,2016,Apr,2015-2016,1,,2,9.41,9.3765,9.40180381944444,9.114,9.706
2016-04-14,2016,Apr,2015-2016,1,,2,9.657,9.481375,9.47974479166667,9.262,9.731
2016-04-15,2016,Apr,2015-2016,1,,2,9.336,9.534,9.51642534722222,9.336,9.706
2016-04-16,2016,Apr,2015-2016,1,,2,9.485,9.4475,9.43240104166667,9.312,9.509
2016-04-17,2016,Apr,2015-2016,1,,2,9.485,9.485,9.48821527777778,9.46,9.558
2016-04-18,2016,Apr,2015-2016,1,,2,9.558,9.561125,9.62326909722222,9.485,9.903
2016-04-19,2016,Apr,2015-2016,1,,2,9.558,9.5955,9.60370833333333,9.485,9.731
2016-04-20,2016,Apr,2015-2016,1,,2,9.756,9.721625,9.73623958333333,9.558,10.051
2016-04-21,2016,Apr,2015-2016,1,,2,9.682,9.792375,9.81298958333334,9.682,10.001
2016-04-22,2016,Apr,2015-2016,1,,2,9.928,9.878875,9.84173958333333,9.682,10.001
2016-04-23,2016,Apr,2015-2016,1,,2,9.829,10.001,9.98364409722222,9.805,10.1
2016-04-24,2016,Apr,2015-2016,1,,2,10.075,9.9645,9.95143402777778,9.805,10.198
2016-04-25,2016,Apr,2015-2016,1,,2,10.1,10.1365,10.1499496527778,9.977,10.345
2016-04-26,2016,Apr,2015-2016,1,,2,10.051,10.051,10.055703125,10.001,10.149
2016-04-27,2016,Apr,2015-2016,1,,2,10.345,10.161,10.1229618055556,9.952,10.394
2016-04-28,2016,Apr,2015-2016,1,,2,10.026,10.296,10.2372552083333,10.026,10.369
2016-04-29,2016,Apr,2015-2016,1,,2,10.296,10.23475,10.1354756944444,9.854,10.345
2016-04-30,2016,Apr,2015-2016,1,,2,10.418,10.418,10.3925173611111,10.247,10.516
2016-05-01,2016,May,2015-2016,1,,2,10.712,10.574375,10.5640381944444,10.345,10.785
2016-05-02,2016,May,2015-2016,1,,2,10.907,10.907,10.9145434027778,10.712,11.151
2016-05-03,2016,May,2015-2016,1,,2,10.712,10.907,10.8592482638889,10.59,11.029
2016-05-04,2016,May,2015-2016,1,,2,10.492,10.602,10.6381388888889,10.443,10.98
2016-05-05,2016,May,2015-2016,1,,2,10.173,10.464,10.4536302083333,10.173,10.736
2016-05-06,2016,May,2015-2016,1,,2,10.026,10.222,10.2299774305556,10.001,10.516
2016-05-07,2016,May,2015-2016,1,,2,9.879,10.176125,10.1702135416667,9.879,10.369
2016-05-08,2016,May,2015-2016,1,,2,9.977,10.19775,10.1861493055556,9.879,10.394
2016-05-09,2016,May,2015-2016,1,,2,10.1,10.1365,10.1391059027778,9.928,10.369
2016-05-10,2016,May,2015-2016,1,,2,10.124,10.124,10.1288194444444,9.952,10.467
2016-05-11,2016,May,2015-2016,1,,2,10.1,10.075,10.1069583333333,9.928,10.443
2016-05-12,2016,May,2015-2016,1,,2,10.59,10.455,10.40715625,10.1,10.687
2016-05-13,2016,May,2015-2016,1,,2,10.418,10.544,10.5808333333333,10.394,10.834
2016-05-14,2016,May,2015-2016,1,,2,10.956,10.9165,10.9377881944444,10.345,11.637
2016-05-15,2016,May,2015-2016,1,,2,11.224,11.282,11.2175208333333,10.687,11.686
2016-05-16,2016,May,2015-2016,1,,2,11.102,11.312,11.3218159722222,11.102,11.71
2016-05-17,2016,May,2015-2016,1,,2,11.419,11.5465,11.4957899305556,11.102,11.783
2016-05-18,2016,May,2015-2016,1,,2,11.856,11.4795,11.5618177083333,11.321,11.904
2016-05-19,2016,May,2015-2016,1,,2,11.175,11.7465,11.7075711805556,11.175,12.025
2016-05-20,2016,May,2015-2016,1,,2,11.175,11.519,11.4530833333333,11.127,11.734
2016-05-21,2016,May,2015-2016,1,,2,11.053,11.39125,11.3896423611111,11.029,11.662
2016-05-22,2016,May,2015-2016,1,,2,11.127,11.419,11.3364340277778,11.053,11.637
2016-05-23,2016,May,2015-2016,1,,2,11.029,11.309,11.3060034722222,11.029,11.516
2016-05-24,2016,May,2015-2016,1,,2,11.029,11.086875,11.0819444444444,10.834,11.297
2016-05-25,2016,May,2015-2016,1,,2,10.932,11.120875,11.0556197916667,10.834,11.248
2016-05-26,2016,May,2015-2016,1,,2,11.127,11.007625,11.0131614583333,10.883,11.321
2016-05-27,2016,May,2015-2016,1,,2,11.078,11.16,11.1417239583333,10.907,11.443
2016-05-28,2016,May,2015-2016,1,,2,11.273,11.102125,11.1109461805556,10.883,11.419
2016-05-29,2016,May,2015-2016,1,,2,11.467,11.227,11.2309201388889,10.907,11.977
2016-05-30,2016,May,2015-2016,1,,2,11.37,11.358,11.387140625,11.175,11.734
2016-05-31,2016,May,2015-2016,1,,2,12.122,11.528375,11.6044861111111,11.297,12.243
2016-06-01,2016,Jun,2015-2016,1,,2,11.783,12.004375,11.8689357638889,11.175,12.389
2016-06-02,2016,Jun,2015-2016,1,,2,12.195,12.313,12.2811736111111,11.759,12.678
2016-06-03,2016,Jun,2015-2016,1,,2,11.929,12.219,12.1966770833333,11.904,12.509
2016-06-04,2016,Jun,2015-2016,1,"MV:10 of 24 missing:1 of 24 flagged",3,,12.01,12.0423604473818,11.904,12.268
2016-06-05,2016,Jun,2015-2016,1,,9,,,,,
2016-06-06,2016,Jun,2015-2016,1,,9,,,,,
2016-06-07,2016,Jun,2015-2016,1,,9,,,,,
2016-06-08,2016,Jun,2015-2016,1,,9,,,,,
2016-06-09,2016,Jun,2015-2016,1,,9,,,,,
2016-06-10,2016,Jun,2015-2016,1,,9,,,,,
2016-06-11,2016,Jun,2015-2016,1,,9,,,,,
2016-06-12,2016,Jun,2015-2016,1,,9,,,,,
2016-06-13,2016,Jun,2015-2016,1,,9,,,,,
2016-06-14,2016,Jun,2015-2016,1,,9,,,,,
2016-06-15,2016,Jun,2015-2016,1,,9,,,,,
2016-06-16,2016,Jun,2015-2016,1,,9,,,,,
2016-06-17,2016,Jun,2015-2016,1,,9,,,,,
2016-06-18,2016,Jun,2015-2016,1,,9,,,,,
2016-06-19,2016,Jun,2015-2016,1,,9,,,,,
2016-06-20,2016,Jun,2015-2016,1,,9,,,,,
2016-06-21,2016,Jun,2015-2016,1,,9,,,,,
2016-06-22,2016,Jun,2015-2016,1,,9,,,,,
2016-06-23,2016,Jun,2015-2016,1,,9,,,,,
2016-06-24,2016,Jun,2015-2016,1,,9,,,,,
