Date,Year,Month,WaterYear,TWtrMcmullin_southQ_level,TWtrMcmullin_southQ_flags,TWtrMcmullin_southUNESCO_Q_level,TWtrMcmullin_south,TWtrMcmullin_southMed,TWtrMcmullin_southAvg,TWtrMcmullin_southMin,TWtrMcmullin_southMax
PST,Year,Month,WaterYear,Quality level,Quality flags,UNESCO QC,deg C,deg C,deg C,deg C,deg C
date,Year,Month,WaterYear,NS_Mcmullin_south,NS_Mcmullin_south,NS_Mcmullin_south,NS_Mcmullin_south,NS_Mcmullin_south,NS_Mcmullin_south,NS_Mcmullin_south,NS_Mcmullin_south
date,year,month,waterYear,WaterTemp_QL,WaterTemp_QC,WaterTemp_UQL,WaterTemp,WaterTemp_Med,WaterTemp_Avg,WaterTemp_Min,WaterTemp_Max
2020-09-10,2020,Sep,2019-2020,1,,2,15.187,14.513,14.5627395833333,14.325,15.187
2020-09-11,2020,Sep,2019-2020,1,,2,14.996,14.613,14.5769479166667,14.23,15.378
2020-09-12,2020,Sep,2019-2020,1,,2,15.664,14.7327083333333,14.7551666666667,14.23,15.76
2020-09-13,2020,Sep,2019-2020,1,,2,15.282,14.705,14.9790833333333,14.23,16.141
2020-09-14,2020,Sep,2019-2020,1,,2,14.325,14.7089583333333,14.77209375,14.038,15.473
2020-09-15,2020,Sep,2019-2020,1,,2,14.038,14.2775,14.2343854166667,13.461,14.804
2020-09-16,2020,Sep,2019-2020,1,,2,13.654,14.2812916666667,14.1472708333333,13.365,14.996
2020-09-17,2020,Sep,2019-2020,1,,2,12.69,13.706,13.6029583333333,12.69,14.709
2020-09-18,2020,Sep,2019-2020,1,,2,12.304,12.9233333333333,13.0734791666667,12.304,14.421
2020-09-19,2020,Sep,2019-2020,1,,2,12.69,13.1365,13.1175,12.207,14.613
2020-09-20,2020,Sep,2019-2020,1,,2,14.038,14.078,13.8250625,12.594,14.517
2020-09-21,2020,Sep,2019-2020,1,,2,14.134,13.942,14.0446875,13.654,14.517
2020-09-22,2020,Sep,2019-2020,1,,2,13.846,13.942,14.0089583333333,13.75,14.325
2020-09-23,2020,Sep,2019-2020,1,,2,13.846,13.846,13.83,13.75,13.942
2020-09-24,2020,Sep,2019-2020,1,,2,14.134,14.23,14.1569583333333,13.75,14.325
2020-09-25,2020,Sep,2019-2020,1,,2,14.134,14.09,14.07,13.942,14.23
2020-09-26,2020,Sep,2019-2020,1,,2,14.134,14.134,14.1678125,14.038,14.325
2020-09-27,2020,Sep,2019-2020,1,,2,14.134,14.134,14.056,13.846,14.134
2020-09-28,2020,Sep,2019-2020,1,,2,14.038,13.97,13.985,13.942,14.134
2020-09-29,2020,Sep,2019-2020,1,,2,14.134,14.03,13.983,13.846,14.134
2020-09-30,2020,Sep,2019-2020,1,,2,14.038,13.95,14.007,13.75,14.23
2020-10-01,2020,Oct,2020-2021,1,,2,13.846,13.846,13.848,13.654,14.038
2020-10-02,2020,Oct,2020-2021,1,,2,13.076,13.461,13.5174375,13.076,13.942
2020-10-03,2020,Oct,2020-2021,1,,2,12.98,13.365,13.3801875,12.98,13.75
2020-10-04,2020,Oct,2020-2021,1,,2,13.461,13.369,13.3980729166667,12.98,13.942
2020-10-05,2020,Oct,2020-2021,1,,2,13.269,13.269,13.2849375,13.076,13.461
2020-10-06,2020,Oct,2020-2021,1,,2,13.269,13.173,13.2067708333333,13.076,13.461
2020-10-07,2020,Oct,2020-2021,1,,2,12.883,12.9759583333333,12.9897083333333,12.883,13.269
2020-10-08,2020,Oct,2020-2021,1,,2,12.883,12.883,12.895125,12.883,12.98
2020-10-09,2020,Oct,2020-2021,1,,2,12.883,12.831,12.7946041666667,12.69,12.98
2020-10-10,2020,Oct,2020-2021,1,,2,12.69,12.98,12.9818020833333,12.69,13.076
2020-10-11,2020,Oct,2020-2021,1,,2,12.401,12.787,12.7414895833333,12.401,12.883
2020-10-12,2020,Oct,2020-2021,1,,2,12.401,12.594,12.5192708333333,12.207,12.787
2020-10-13,2020,Oct,2020-2021,1,,2,12.594,12.594,12.56559375,12.304,12.787
2020-10-14,2020,Oct,2020-2021,1,,2,12.304,12.401,12.4299375,12.304,12.594
2020-10-15,2020,Oct,2020-2021,1,,2,12.11,12.11,12.1140416666667,11.819,12.304
2020-10-16,2020,Oct,2020-2021,1,,2,12.013,12.2150833333333,12.2241770833333,12.013,12.304
2020-10-17,2020,Oct,2020-2021,1,,2,11.916,11.94025,11.9513645833333,11.819,12.11
2020-10-18,2020,Oct,2020-2021,1,,2,11.819,11.819,11.8119270833333,11.722,11.8836666666667
2020-10-19,2020,Oct,2020-2021,1,,2,11.431,11.625,11.6411666666667,11.431,11.819
2020-10-20,2020,Oct,2020-2021,1,,2,11.431,11.431,11.4490833333333,11.236,11.625
2020-10-21,2020,Oct,2020-2021,1,,2,11.041,11.2809583333333,11.2607083333333,11.041,11.431
2020-10-22,2020,Oct,2020-2021,1,,2,10.651,10.7929583333333,10.8133333333333,10.553,11.139
2020-10-23,2020,Oct,2020-2021,1,,2,10.748,10.7561666666667,10.7736770833333,10.553,10.846
2020-10-24,2020,Oct,2020-2021,1,,2,10.357,10.2345,10.2934895833333,9.768,10.846
2020-10-25,2020,Oct,2020-2021,1,,2,9.571,10.0096666666667,9.93983333333333,9.472,10.455
2020-10-26,2020,Oct,2020-2021,1,,2,9.965,9.768,9.79858333333333,9.571,10.063
2020-10-27,2020,Oct,2020-2021,1,,2,10.063,10.063,10.0681041666667,9.965,10.161
2020-10-28,2020,Oct,2020-2021,1,,2,10.063,10.063,10.081375,10.063,10.161
2020-10-29,2020,Oct,2020-2021,1,,2,10.357,10.0711666666667,10.1293541666667,10.063,10.357
2020-10-30,2020,Oct,2020-2021,1,,2,10.161,10.259,10.2120416666667,10.063,10.357
2020-10-31,2020,Oct,2020-2021,1,,2,10.063,10.063,10.0415625,9.965,10.161
2020-11-01,2020,Nov,2020-2021,1,,2,10.161,10.161,10.1518125,9.965,10.259
2020-11-02,2020,Nov,2020-2021,1,,2,10.357,10.357,10.29575,10.161,10.455
2020-11-03,2020,Nov,2020-2021,1,,2,10.357,10.357,10.3467916666667,10.259,10.357
2020-11-04,2020,Nov,2020-2021,1,,2,10.259,10.357,10.3600625,10.259,10.455
2020-11-05,2020,Nov,2020-2021,1,,2,10.259,10.3325,10.326375,10.161,10.455
2020-11-06,2020,Nov,2020-2021,1,,2,9.669,9.768,9.80452083333333,9.472,10.259
2020-11-07,2020,Nov,2020-2021,1,,2,9.176,9.51720833333333,9.41115625,8.879,9.768
2020-11-08,2020,Nov,2020-2021,1,,2,9.472,9.62,9.59225,9.176,9.866
2020-11-09,2020,Nov,2020-2021,1,,2,9.571,9.57508333333333,9.54076041666667,9.176,9.669
2020-11-10,2020,Nov,2020-2021,1,,2,9.176,9.472,9.48021875,9.176,9.669
2020-11-11,2020,Nov,2020-2021,1,,2,9.077,8.982125,8.99923958333333,8.581,9.373
2020-11-12,2020,Nov,2020-2021,1,,2,9.176,9.077,9.04503125,8.879,9.176
2020-11-13,2020,Nov,2020-2021,1,,2,8.879,9.077,9.11103125,8.879,9.275
2020-11-14,2020,Nov,2020-2021,1,,2,8.978,8.87483333333333,8.88578125,8.68,9.077
2020-11-15,2020,Nov,2020-2021,1,,2,8.978,8.978,9.0130625,8.879,9.176
2020-11-16,2020,Nov,2020-2021,1,,2,8.978,8.87483333333333,8.84966666666667,8.68,9.077
2020-11-17,2020,Nov,2020-2021,1,,2,8.978,8.9285,8.90766666666667,8.779,8.978
2020-11-18,2020,Nov,2020-2021,1,,2,8.879,8.98625,9.05121875,8.879,9.176
2020-11-19,2020,Nov,2020-2021,1,,2,8.779,8.879,8.8591875,8.581,8.978
2020-11-20,2020,Nov,2020-2021,1,,2,8.879,8.949125,8.925375,8.779,8.978
2020-11-21,2020,Nov,2020-2021,1,,2,8.779,8.879,8.838375,8.779,8.879
2020-11-22,2020,Nov,2020-2021,1,,2,8.879,8.774875,8.73879166666667,8.68,8.879
2020-11-23,2020,Nov,2020-2021,1,,2,8.779,8.78733333333333,8.79697916666667,8.581,8.879
2020-11-24,2020,Nov,2020-2021,1,,2,8.68,8.879,8.83628125,8.581,8.978
2020-11-25,2020,Nov,2020-2021,1,,2,8.581,8.68,8.67690625,8.581,8.779
2020-11-26,2020,Nov,2020-2021,1,,2,8.779,8.779,8.75852083333333,8.581,8.879
2020-11-27,2020,Nov,2020-2021,1,,2,8.581,8.68,8.6655625,8.581,8.779
2020-11-28,2020,Nov,2020-2021,1,,2,8.68,8.581,8.55286458333333,8.382,8.68
2020-11-29,2020,Nov,2020-2021,1,,2,8.68,8.581,8.5600625,8.481,8.68
2020-11-30,2020,Nov,2020-2021,1,,2,8.481,8.581,8.56830208333334,8.382,8.68
2020-12-01,2020,Dec,2020-2021,1,,2,8.182,8.282,8.28298958333333,8.082,8.481
2020-12-02,2020,Dec,2020-2021,1,,2,7.983,7.97879166666667,7.96353125,7.782,8.16533333333333
2020-12-03,2020,Dec,2020-2021,1,,2,8.481,8.182,8.18516666666667,7.983,8.481
2020-12-04,2020,Dec,2020-2021,1,,2,8.282,8.35283333333333,8.37951041666666,8.282,8.481
2020-12-05,2020,Dec,2020-2021,1,,2,8.382,8.382,8.40970833333333,8.282,8.481
2020-12-06,2020,Dec,2020-2021,1,,2,8.581,8.48516666666667,8.49590625,8.382,8.68
2020-12-07,2020,Dec,2020-2021,1,,2,8.581,8.651125,8.634625,8.581,8.68
2020-12-08,2020,Dec,2020-2021,1,,2,8.282,8.481,8.45326041666666,8.282,8.581
2020-12-09,2020,Dec,2020-2021,1,,2,8.382,8.386125,8.42216666666667,8.282,8.581
2020-12-10,2020,Dec,2020-2021,1,,2,8.382,8.382,8.36310416666667,8.182,8.481
2020-12-11,2020,Dec,2020-2021,1,,2,8.182,8.21116666666667,8.2195,8.082,8.382
2020-12-12,2020,Dec,2020-2021,1,,2,7.682,7.882,7.93310416666667,7.582,8.382
2020-12-13,2020,Dec,2020-2021,1,,2,7.882,7.78616666666667,7.81535416666666,7.682,8.082
2020-12-14,2020,Dec,2020-2021,1,,2,7.983,7.882,7.91046875,7.782,7.983
2020-12-15,2020,Dec,2020-2021,1,,2,8.082,7.983,7.99813541666667,7.782,8.082
2020-12-16,2020,Dec,2020-2021,1,,2,8.082,8.082,8.082,8.082,8.082
2020-12-17,2020,Dec,2020-2021,1,,2,8.082,8.077875,8.03016666666667,7.882,8.182
2020-12-18,2020,Dec,2020-2021,1,,2,8.182,8.082,8.110125,8.082,8.182
2020-12-19,2020,Dec,2020-2021,1,,2,8.182,8.082,8.09679166666667,7.882,8.182
2020-12-20,2020,Dec,2020-2021,1,,2,8.082,8.11116666666667,8.1226875,7.983,8.182
2020-12-21,2020,Dec,2020-2021,1,,2,7.582,7.983,7.96666666666667,7.582,8.082
2020-12-22,2020,Dec,2020-2021,1,,2,7.381,7.68616666666667,7.69234375,7.381,7.983
2020-12-23,2020,Dec,2020-2021,1,,2,7.682,7.582,7.54501041666667,7.28,7.782
2020-12-24,2020,Dec,2020-2021,1,,2,7.582,7.682,7.64554166666666,7.582,7.782
2020-12-25,2020,Dec,2020-2021,1,,2,7.782,7.682,7.6798125,7.381,7.782
2020-12-26,2020,Dec,2020-2021,1,,2,7.682,7.72783333333333,7.6850625,7.481,7.782
2020-12-27,2020,Dec,2020-2021,1,,2,7.28,7.582,7.6048125,7.28,7.682
2020-12-28,2020,Dec,2020-2021,1,,2,7.28,7.37258333333333,7.36597916666667,7.179,7.582
2020-12-29,2020,Dec,2020-2021,1,,2,7.079,7.179,7.20446875,7.079,7.481
2020-12-30,2020,Dec,2020-2021,1,,2,7.28,7.381,7.32396875,7.079,7.481
2020-12-31,2020,Dec,2020-2021,1,,2,7.381,7.28,7.31051041666667,7.179,7.381
2021-01-01,2021,Jan,2020-2021,1,,2,7.481,7.481,7.43404166666667,7.28,7.481
2021-01-02,2021,Jan,2020-2021,1,,2,7.481,7.481,7.53345833333333,7.381,7.682
2021-01-03,2021,Jan,2020-2021,1,,2,7.481,7.481,7.50420833333333,7.381,7.682
2021-01-04,2021,Jan,2020-2021,1,,2,7.28,7.381,7.39109375,7.179,7.582
2021-01-05,2021,Jan,2020-2021,1,,2,7.782,7.57779166666667,7.54297916666666,7.29683333333333,7.782
2021-01-06,2021,Jan,2020-2021,1,,2,7.582,7.782,7.732,7.582,7.882
2021-01-07,2021,Jan,2020-2021,1,,2,7.582,7.682,7.657,7.582,7.782
2021-01-08,2021,Jan,2020-2021,1,,2,7.782,7.657,7.63616666666666,7.582,7.782
2021-01-09,2021,Jan,2020-2021,1,,2,7.582,7.582,7.619375,7.481,7.782
2021-01-10,2021,Jan,2020-2021,1,,2,7.983,7.882,7.81763541666666,7.582,7.983
2021-01-11,2021,Jan,2020-2021,1,,2,7.882,7.9325,7.93355208333334,7.882,7.983
2021-01-12,2021,Jan,2020-2021,1,,2,7.782,7.9325,7.93145833333334,7.782,7.983
2021-01-13,2021,Jan,2020-2021,1,,2,7.782,7.782,7.757,7.582,7.882
2021-01-14,2021,Jan,2020-2021,1,,2,7.882,7.882,7.79554166666667,7.582,7.882
2021-01-15,2021,Jan,2020-2021,1,,2,7.882,7.882,7.91158333333334,7.782,7.983
2021-01-16,2021,Jan,2020-2021,1,,2,7.782,7.882,7.847625,7.782,7.882
2021-01-17,2021,Jan,2020-2021,1,,2,7.882,7.882,7.84975,7.782,7.983
2021-01-18,2021,Jan,2020-2021,1,,2,7.882,7.882,7.919875,7.882,7.983
2021-01-19,2021,Jan,2020-2021,1,,2,7.882,7.882,7.90102083333334,7.782,7.983
2021-01-20,2021,Jan,2020-2021,1,,2,7.28,7.49358333333333,7.5646875,7.28,7.882
2021-01-21,2021,Jan,2020-2021,1,,2,7.28,7.28,7.29245833333333,7.179,7.481
2021-01-22,2021,Jan,2020-2021,1,,2,6.978,7.079,7.1113125,6.978,7.381
2021-01-23,2021,Jan,2020-2021,1,,2,7.179,7.00745833333333,6.99221875,6.573,7.28
2021-01-24,2021,Jan,2020-2021,1,,2,7.179,7.35154166666667,7.30945833333333,7.179,7.381
2021-01-25,2021,Jan,2020-2021,1,,2,6.573,6.99058333333333,6.986,6.573,7.179
2021-01-26,2021,Jan,2020-2021,1,,2,6.877,6.67820833333333,6.664375,6.37,7.179
2021-01-27,2021,Jan,2020-2021,1,,2,6.978,6.877,6.86928125,6.674,7.079
2021-01-28,2021,Jan,2020-2021,1,,2,6.775,6.7245,6.73101041666667,6.37,7.079
2021-01-29,2021,Jan,2020-2021,1,,2,6.674,6.42475,6.47007291666667,6.268,6.877
2021-01-30,2021,Jan,2020-2021,1,,2,6.775,6.775,6.74032291666667,6.37,6.877
2021-01-31,2021,Jan,2020-2021,1,,2,6.877,6.83025,6.8270625,6.674,6.978
2021-02-01,2021,Feb,2020-2021,1,,2,6.978,6.978,6.97273958333333,6.877,7.079
2021-02-02,2021,Feb,2020-2021,1,,2,6.775,6.97379166666667,6.94853125,6.775,7.079
2021-02-03,2021,Feb,2020-2021,1,,2,6.978,6.88120833333333,6.88073958333333,6.674,7.079
2021-02-04,2021,Feb,2020-2021,1,,2,7.079,7.17483333333333,7.12369791666667,6.978,7.179
2021-02-05,2021,Feb,2020-2021,1,,2,6.978,7.079,7.09661458333333,6.978,7.179
2021-02-06,2021,Feb,2020-2021,1,,2,6.877,7.079,7.05467708333333,6.877,7.179
2021-02-07,2021,Feb,2020-2021,1,,2,6.37,6.877,6.82921875,6.37,6.978
2021-02-08,2021,Feb,2020-2021,1,,2,6.877,6.70770833333333,6.71096875,6.268,6.978
2021-02-09,2021,Feb,2020-2021,1,,2,6.674,6.636125,6.61892708333333,6.166,6.978
2021-02-10,2021,Feb,2020-2021,1,,2,6.674,6.41625,6.41764583333333,5.86,6.978
2021-02-11,2021,Feb,2020-2021,1,,2,6.471,6.39945833333333,6.35023958333333,5.962,6.674
2021-02-12,2021,Feb,2020-2021,1,,2,6.37,6.1235,6.22605208333334,5.86,6.775
2021-02-13,2021,Feb,2020-2021,1,,2,6.064,6.0895,6.09035416666667,5.655,6.471
2021-02-14,2021,Feb,2020-2021,1,,2,6.166,5.9705,5.963,5.757,6.166
2021-02-15,2021,Feb,2020-2021,1,,2,6.268,6.268,6.2053125,5.962,6.37
2021-02-16,2021,Feb,2020-2021,1,,2,6.268,6.268,6.27220833333333,6.166,6.471
2021-02-17,2021,Feb,2020-2021,1,,2,6.268,6.19575,6.172375,5.962,6.37
2021-02-18,2021,Feb,2020-2021,1,,2,6.166,6.268,6.2796875,6.166,6.37
2021-02-19,2021,Feb,2020-2021,1,,2,6.471,6.4205,6.35994791666667,6.166,6.573
2021-02-20,2021,Feb,2020-2021,1,,2,6.37,6.37,6.35617708333334,6.268,6.45416666666667
2021-02-21,2021,Feb,2020-2021,1,,2,6.674,6.62770833333333,6.5715625,6.37,6.775
2021-02-22,2021,Feb,2020-2021,1,,2,6.471,6.573,6.60026041666667,6.471,6.775
2021-02-23,2021,Feb,2020-2021,1,,2,6.268,6.46258333333333,6.41411458333333,6.166,6.573
2021-02-24,2021,Feb,2020-2021,1,,2,6.471,6.1915,6.22319791666667,5.962,6.471
2021-02-25,2021,Feb,2020-2021,1,,2,6.573,6.573,6.52702083333333,6.166,6.877
2021-02-26,2021,Feb,2020-2021,1,,2,6.268,6.471,6.48294791666667,6.268,6.674
2021-02-27,2021,Feb,2020-2021,1,,2,6.573,6.37,6.35792708333333,6.166,6.674
2021-02-28,2021,Feb,2020-2021,1,,2,6.674,6.674,6.61386458333334,6.471,6.674
2021-03-01,2021,Mar,2020-2021,1,,2,6.674,6.674,6.68035416666667,6.471,6.877
2021-03-02,2021,Mar,2020-2021,1,,2,6.674,6.522,6.50514583333334,6.37,6.674
2021-03-03,2021,Mar,2020-2021,1,,2,6.674,6.573,6.56016666666667,6.471,6.674
2021-03-04,2021,Mar,2020-2021,1,,2,6.573,6.573,6.59719791666667,6.573,6.674
2021-03-05,2021,Mar,2020-2021,1,,2,6.471,6.56875,6.55047916666667,6.37,6.775
2021-03-06,2021,Mar,2020-2021,1,,2,6.674,6.674,6.65294791666667,6.471,6.877
2021-03-07,2021,Mar,2020-2021,1,,2,6.674,6.67820833333333,6.728875,6.573,6.978
2021-03-08,2021,Mar,2020-2021,1,,2,6.573,6.674,6.66873958333334,6.573,6.775
2021-03-09,2021,Mar,2020-2021,1,,2,6.674,6.67820833333333,6.70465625,6.573,6.877
2021-03-10,2021,Mar,2020-2021,1,,2,6.674,6.76658333333333,6.74366666666667,6.471,7.079
2021-03-11,2021,Mar,2020-2021,1,,2,6.674,6.66558333333333,6.62347916666667,6.471,6.674
2021-03-12,2021,Mar,2020-2021,1,,2,6.775,6.775,6.74473958333334,6.573,6.877
2021-03-13,2021,Mar,2020-2021,1,,2,6.877,6.87275,6.83341666666667,6.775,6.978
2021-03-14,2021,Mar,2020-2021,1,,2,6.877,6.86008333333333,6.82183333333333,6.573,6.978
2021-03-15,2021,Mar,2020-2021,1,,2,6.877,6.877,6.86404166666667,6.471,7.079
2021-03-16,2021,Mar,2020-2021,1,,2,6.775,6.826,6.81025,6.674,6.877
2021-03-17,2021,Mar,2020-2021,1,,2,6.775,6.775,6.78375,6.674,6.877
2021-03-18,2021,Mar,2020-2021,1,,2,6.978,6.877,6.82611458333333,6.674,6.978
2021-03-19,2021,Mar,2020-2021,1,,2,6.978,7.00745833333333,7.047125,6.877,7.28
2021-03-20,2021,Mar,2020-2021,1,,2,6.877,6.978,6.94959375,6.877,7.079
2021-03-21,2021,Mar,2020-2021,1,,2,6.978,6.93170833333333,6.95163541666667,6.775,7.079
2021-03-22,2021,Mar,2020-2021,1,,2,7.179,7.13316666666667,7.11426041666667,6.877,7.28
2021-03-23,2021,Mar,2020-2021,1,,2,6.978,6.978,7.04301041666666,6.978,7.28
2021-03-24,2021,Mar,2020-2021,1,,2,6.978,7.18741666666667,7.2234375,6.978,7.381
2021-03-25,2021,Mar,2020-2021,1,,2,7.179,7.179,7.16676041666667,6.877,7.481
2021-03-26,2021,Mar,2020-2021,1,,2,7.079,7.179,7.17616666666667,7.079,7.28
2021-03-27,2021,Mar,2020-2021,1,,2,7.079,7.10816666666667,7.12275,7.079,7.179
2021-03-28,2021,Mar,2020-2021,1,,2,7.079,7.179,7.18989583333333,7.079,7.381
2021-03-29,2021,Mar,2020-2021,1,,2,7.179,7.179,7.06660416666667,6.674,7.381
2021-03-30,2021,Mar,2020-2021,1,,2,7.28,7.28,7.31882291666667,7.079,7.682
2021-03-31,2021,Mar,2020-2021,1,,2,7.179,7.27579166666667,7.23476041666667,7.179,7.28
2021-04-01,2021,Apr,2020-2021,1,,2,7.179,7.18320833333333,7.19614583333334,6.978,7.381
2021-04-02,2021,Apr,2020-2021,1,,2,7.079,7.079,7.10489583333333,6.978,7.179
2021-04-03,2021,Apr,2020-2021,1,,2,7.179,7.179,7.12147916666667,6.978,7.179
2021-04-04,2021,Apr,2020-2021,1,,2,7.28,7.179,7.18038541666667,6.877,7.381
2021-04-05,2021,Apr,2020-2021,1,,2,7.381,7.381,7.42769791666667,7.179,8.182
2021-04-06,2021,Apr,2020-2021,1,,2,7.381,7.381,7.4499375,7.28,7.682
2021-04-07,2021,Apr,2020-2021,1,,2,7.179,7.28,7.31577083333333,7.179,7.381
2021-04-08,2021,Apr,2020-2021,1,,2,7.079,7.18320833333333,7.21172916666667,6.978,7.381
2021-04-09,2021,Apr,2020-2021,1,,2,6.877,7.079,7.1059375,6.877,7.28
2021-04-10,2021,Apr,2020-2021,1,,2,7.381,7.338875,7.24104166666667,6.775,7.682
2021-04-11,2021,Apr,2020-2021,1,,2,7.28,7.381,7.45517708333333,7.28,7.782
2021-04-12,2021,Apr,2020-2021,1,,2,7.481,7.47683333333333,7.42869791666667,7.179,7.782
2021-04-13,2021,Apr,2020-2021,1,,2,7.582,7.481,7.50955208333333,7.381,7.682
2021-04-14,2021,Apr,2020-2021,1,,2,7.682,7.657,7.6413125,7.481,7.882
2021-04-15,2021,Apr,2020-2021,1,,2,7.882,7.882,7.85714583333333,7.682,7.983
2021-04-16,2021,Apr,2020-2021,1,,2,8.082,8.12783333333333,8.11554166666667,7.89883333333333,8.282
2021-04-17,2021,Apr,2020-2021,1,,2,7.983,8.27783333333333,8.23082291666667,7.782,8.481
2021-04-18,2021,Apr,2020-2021,1,,2,8.382,8.481,8.42513541666667,7.9995,8.68
2021-04-19,2021,Apr,2020-2021,1,,2,8.68,8.779,8.74722916666667,8.382,8.879
2021-04-20,2021,Apr,2020-2021,1,,2,9.275,9.25025,9.21486458333333,8.481,9.571
2021-04-21,2021,Apr,2020-2021,1,,2,9.275,9.472,9.46785416666667,9.176,9.669
2021-04-22,2021,Apr,2020-2021,1,,2,8.978,9.18425,9.21990625,8.779,9.571
2021-04-23,2021,Apr,2020-2021,1,,2,8.68,9.056375,9.08783333333333,8.581,9.571
2021-04-24,2021,Apr,2020-2021,1,,2,8.779,8.634625,8.62717708333333,8.382,8.879
2021-04-25,2021,Apr,2020-2021,1,,2,8.68,8.52683333333333,8.47794791666667,8.182,8.779
2021-04-26,2021,Apr,2020-2021,1,,2,8.68,8.68,8.80164583333334,8.282,9.472
2021-04-27,2021,Apr,2020-2021,1,,2,9.077,9.00275,9.02326041666666,8.71316666666667,9.373
2021-04-28,2021,Apr,2020-2021,1,,2,8.978,9.176,9.18098958333333,8.978,9.373
2021-04-29,2021,Apr,2020-2021,1,,2,8.879,9.077,9.08215625,8.879,9.275
2021-04-30,2021,Apr,2020-2021,1,,2,8.779,8.978,8.96454166666667,8.779,9.077
2021-05-01,2021,May,2020-2021,1,,2,8.779,8.879,8.84564583333333,8.779,8.978
2021-05-02,2021,May,2020-2021,1,,2,9.176,9.077,9.00038541666667,8.779,9.176
2021-05-03,2021,May,2020-2021,1,,2,9.176,9.1265,9.22520833333333,8.978,9.571
2021-05-04,2021,May,2020-2021,1,,2,9.275,9.275,9.40119791666666,9.176,9.866
2021-05-05,2021,May,2020-2021,1,,2,9.472,9.517375,9.52955208333333,9.176,9.866
2021-05-06,2021,May,2020-2021,1,,2,9.571,9.571,9.57788541666667,9.373,9.768
2021-05-07,2021,May,2020-2021,1,,2,9.275,9.36891666666667,9.3641875,9.176,9.571
2021-05-08,2021,May,2020-2021,1,,2,9.077,9.176,9.147125,9.077,9.275
2021-05-09,2021,May,2020-2021,1,,2,9.373,9.204875,9.22427083333333,9.077,9.472
2021-05-10,2021,May,2020-2021,1,,2,9.669,9.472,9.59622916666667,9.373,10.063
2021-05-11,2021,May,2020-2021,1,,2,9.571,9.669,9.70920833333333,9.472,10.063
2021-05-12,2021,May,2020-2021,1,,2,9.669,9.669,9.6783125,9.571,9.866
2021-05-13,2021,May,2020-2021,1,,2,9.571,9.85783333333333,9.82014583333333,9.571,9.965
2021-05-14,2021,May,2020-2021,1,,2,9.866,9.965,9.96157291666667,9.571,10.161
2021-05-15,2021,May,2020-2021,1,,2,9.669,9.97316666666667,9.97467708333333,9.571,10.259
2021-05-16,2021,May,2020-2021,1,,2,9.571,9.866,9.84883333333333,9.571,9.965
2021-05-17,2021,May,2020-2021,1,,2,9.571,9.669,9.71225,9.571,9.965
2021-05-18,2021,May,2020-2021,1,,2,9.669,9.571,9.60877083333333,9.472,9.866
2021-05-19,2021,May,2020-2021,1,,2,9.866,9.768,9.76773958333333,9.571,10.063
2021-05-20,2021,May,2020-2021,1,,2,9.965,9.90325,9.93682291666667,9.669,10.357
2021-05-21,2021,May,2020-2021,1,,2,10.651,10.2181666666667,10.2559375,9.965,10.651
2021-05-22,2021,May,2020-2021,1,,2,9.965,10.4999166666667,10.3680416666667,9.866,10.748
2021-05-23,2021,May,2020-2021,1,,2,10.846,10.3284166666667,10.2639895833333,9.866,10.846
2021-05-24,2021,May,2020-2021,1,,2,9.866,10.161,10.178625,9.472,10.846
2021-05-25,2021,May,2020-2021,1,,2,9.669,9.476125,9.52526041666667,9.077,10.063
2021-05-26,2021,May,2020-2021,1,,2,9.768,9.866,9.86105208333333,9.669,10.161
2021-05-27,2021,May,2020-2021,1,,2,9.373,9.870125,9.85384375,9.373,10.161
2021-05-28,2021,May,2020-2021,1,,2,9.472,9.77208333333333,9.82203125,9.3895,10.161
2021-05-29,2021,May,2020-2021,1,,2,9.669,9.77620833333333,9.80255208333333,9.472,10.161
2021-05-30,2021,May,2020-2021,1,,2,10.063,9.870125,9.83522916666667,9.472,10.161
2021-05-31,2021,May,2020-2021,1,,2,10.259,10.259,10.2487916666667,10.063,10.357
2021-06-01,2021,Jun,2020-2021,1,,2,10.455,10.455,10.363125,10.063,10.553
2021-06-02,2021,Jun,2020-2021,1,,2,10.846,10.846,10.8032395833333,10.455,11.041
2021-06-03,2021,Jun,2020-2021,1,,2,11.236,11.2319583333333,11.1000208333333,10.748,11.334
2021-06-04,2021,Jun,2020-2021,1,,2,10.944,11.041,11.0829166666667,10.944,11.722
2021-06-05,2021,Jun,2020-2021,1,,2,11.139,10.9925,11.0758645833333,10.944,11.431
2021-06-06,2021,Jun,2020-2021,1,,2,11.236,11.139,11.1012395833333,10.944,11.236
2021-06-07,2021,Jun,2020-2021,1,,2,11.625,11.236,11.2402395833333,11.041,11.625
2021-06-08,2021,Jun,2020-2021,1,,2,10.846,11.5320416666667,11.41821875,10.748,11.819
2021-06-09,2021,Jun,2020-2021,1,,2,11.431,11.4269583333333,11.3477604166667,10.846,11.528
2021-06-10,2021,Jun,2020-2021,1,,2,11.236,11.625,11.5501354166667,11.139,11.722
2021-06-11,2021,Jun,2020-2021,1,,2,11.819,11.625,11.6471979166667,11.236,11.916
2021-06-12,2021,Jun,2020-2021,1,,2,11.722,11.7705,11.7694895833333,11.625,12.013
2021-06-13,2021,Jun,2020-2021,1,,2,11.431,11.8149583333333,11.74321875,11.334,12.207
