work_area,hakai_id,station,latitude,longitude,time,depth,temperature,salinity,dissolved_oxygen_ml_l,dissolved_oxygen_percent
CALVERT,018066_2014-02-19T23:00:11.667Z,KC12,51.6504,-128.07,2014-02-19T23:00:12Z,3.953,6.5321,31.2972,6.1262,
CALVERT,018066_2014-02-19T23:00:11.667Z,KC12,51.6504,-128.07,2014-02-19T23:00:12Z,5.04,6.5719,31.3804,6.0843,
CALVERT,018066_2014-02-19T23:00:11.667Z,KC12,51.6504,-128.07,2014-02-19T23:00:12Z,5.954,6.6071,31.4163,6.0417,
CALVERT,018066_2014-02-19T23:00:11.667Z,KC12,51.6504,-128.07,2014-02-19T23:00:12Z,6.97,6.631,31.4342,6.0067,
CALVERT,018066_2014-03-18T21:38:57.500Z,KC12,51.6504,-128.07,2014-03-18T21:38:58Z,0.995,6.808,30.4511,7.0077,
CALVERT,018066_2014-03-18T21:38:57.500Z,KC12,51.6504,-128.07,2014-03-18T21:38:58Z,2.018,6.7878,31.0302,6.8939,
CALVERT,018066_2014-03-18T21:38:57.500Z,KC12,51.6504,-128.07,2014-03-18T21:38:58Z,2.941,6.7883,31.0568,6.8716,
CALVERT,018066_2014-03-18T21:38:57.500Z,KC12,51.6504,-128.07,2014-03-18T21:38:58Z,3.961,6.787,31.11,6.8625,
CALVERT,018066_2014-03-18T21:38:57.500Z,KC12,51.6504,-128.07,2014-03-18T21:38:58Z,4.964,6.7833,31.1222,6.8508,
CALVERT,018066_2014-03-18T21:38:57.500Z,KC12,51.6504,-128.07,2014-03-18T21:38:58Z,5.896,6.7815,31.1299,6.8208,
CALVERT,018066_2014-03-18T21:38:57.500Z,KC12,51.6504,-128.07,2014-03-18T21:38:58Z,6.945,6.7837,31.1415,6.7635,
CALVERT,018066_2014-03-31T18:58:29.500Z,KC12,51.6504,-128.07,2014-03-31T18:58:30Z,0.96,7.1379,29.7452,7.1263,
CALVERT,018066_2014-03-31T18:58:29.500Z,KC12,51.6504,-128.07,2014-03-31T18:58:30Z,2.025,7.0827,30.1432,7.0134,
